metric,value
n_events,100000000
n_hits_in_crystal,27293
n_hits_direct,27293
n_hits_pb_scat,0
n_hits_pb_born,0
flux_total_cm2_s,0.09173247
surface_cm2,11309.73355
rate_per_s,259.3674485
t_run_s,385553.3938
cps_total,0.07078915771
shield,0
shield_pb_mm,0
shield_cavity_mm,none
stand_mm,25
device_z_mm,0
screen_up,1
em_cut_mm,0.05
em_deex,max

bin_keV,counts,cps,counts_direct,counts_pb_scat,counts_pb_born
0,12,3.112409382e-05,12,0,0
1,30,7.781023454e-05,30,0,0
2,30,7.781023454e-05,30,0,0
3,30,7.781023454e-05,30,0,0
4,24,6.224818763e-05,24,0,0
5,33,8.559125799e-05,33,0,0
6,33,8.559125799e-05,33,0,0
7,24,6.224818763e-05,24,0,0
8,37,9.596595593e-05,37,0,0
9,39,0.0001011533049,39,0,0
10,37,9.596595593e-05,37,0,0
11,28,7.262288557e-05,28,0,0
12,36,9.337228145e-05,36,0,0
13,33,8.559125799e-05,33,0,0
14,41,0.0001063406539,41,0,0
15,39,0.0001011533049,39,0,0
16,50,0.0001296837242,50,0,0
17,42,0.0001089343284,42,0,0
18,39,0.0001011533049,39,0,0
19,28,7.262288557e-05,28,0,0
20,50,0.0001296837242,50,0,0
21,31,8.040390902e-05,31,0,0
22,67,0.0001737761905,67,0,0
23,29,7.521656005e-05,29,0,0
24,60,0.0001556204691,60,0,0
25,39,0.0001011533049,39,0,0
26,61,0.0001582141436,61,0,0
27,22,5.706083866e-05,22,0,0
28,69,0.0001789635394,69,0,0
29,25,6.484186212e-05,25,0,0
30,69,0.0001789635394,69,0,0
31,38,9.855963042e-05,38,0,0
32,62,0.000160807818,62,0,0
33,29,7.521656005e-05,29,0,0
34,74,0.0001919319119,74,0,0
35,26,6.74355366e-05,26,0,0
36,66,0.000171182516,66,0,0
37,31,8.040390902e-05,31,0,0
38,85,0.0002204623312,85,0,0
39,31,8.040390902e-05,31,0,0
40,73,0.0001893382374,73,0,0
41,54,0.0001400584222,54,0,0
42,89,0.0002308370291,89,0,0
43,58,0.0001504331201,58,0,0
44,82,0.0002126813077,82,0,0
45,69,0.0001789635394,69,0,0
46,92,0.0002386180526,92,0,0
47,76,0.0001971192608,76,0,0
48,102,0.0002645547974,102,0,0
49,89,0.0002308370291,89,0,0
50,115,0.0002982725657,115,0,0
51,117,0.0003034599147,117,0,0
52,84,0.0002178686567,84,0,0
53,131,0.0003397713575,131,0,0
54,91,0.0002360243781,91,0,0
55,137,0.0003553334044,137,0,0
56,106,0.0002749294954,106,0,0
57,189,0.0004902044776,189,0,0
58,133,0.0003449587065,133,0,0
59,200,0.0005187348969,200,0,0
60,134,0.0003475523809,134,0,0
61,214,0.0005550463397,214,0,0
62,111,0.0002878978678,111,0,0
63,225,0.000583576759,225,0,0
64,111,0.0002878978678,111,0,0
65,221,0.0005732020611,221,0,0
66,157,0.0004072068941,157,0,0
67,228,0.0005913577825,228,0,0
68,151,0.0003916448472,151,0,0
69,223,0.0005783894101,223,0,0
70,159,0.0004123942431,159,0,0
71,235,0.0006095135039,235,0,0
72,167,0.0004331436389,167,0,0
73,211,0.0005472653163,211,0,0
74,187,0.0004850171286,187,0,0
75,224,0.0005809830846,224,0,0
76,198,0.000513547548,198,0,0
77,203,0.0005265159204,203,0,0
78,187,0.0004850171286,187,0,0
79,207,0.0005368906183,207,0,0
80,191,0.0004953918266,191,0,0
81,238,0.0006172945273,238,0,0
82,194,0.00050317285,194,0,0
83,235,0.0006095135039,235,0,0
84,198,0.000513547548,198,0,0
85,258,0.000669168017,258,0,0
86,191,0.0004953918266,191,0,0
87,225,0.000583576759,225,0,0
88,170,0.0004409246624,170,0,0
89,262,0.000679542715,262,0,0
90,172,0.0004461120114,172,0,0
91,243,0.0006302628998,243,0,0
92,194,0.00050317285,194,0,0
93,248,0.0006432312722,248,0,0
94,167,0.0004331436389,167,0,0
95,214,0.0005550463397,214,0,0
96,167,0.0004331436389,167,0,0
97,193,0.0005005791755,193,0,0
98,134,0.0003475523809,134,0,0
99,201,0.0005213285714,201,0,0
100,136,0.0003527397299,136,0,0
101,216,0.0005602336887,216,0,0
102,137,0.0003553334044,137,0,0
103,210,0.0005446716418,210,0,0
104,144,0.0003734891258,144,0,0
105,164,0.0004253626155,164,0,0
106,141,0.0003657081023,141,0,0
107,169,0.0004383309879,169,0,0
108,152,0.0003942385217,152,0,0
109,182,0.0004720487562,182,0,0
110,146,0.0003786764748,146,0,0
111,165,0.00042795629,165,0,0
112,161,0.000417581592,161,0,0
113,136,0.0003527397299,136,0,0
114,148,0.0003838638237,148,0,0
115,167,0.0004331436389,167,0,0
116,123,0.0003190219616,123,0,0
117,166,0.0004305499644,166,0,0
118,120,0.0003112409382,120,0,0
119,170,0.0004409246624,170,0,0
120,135,0.0003501460554,135,0,0
121,195,0.0005057665245,195,0,0
122,121,0.0003138346126,121,0,0
123,167,0.0004331436389,167,0,0
124,118,0.0003060535892,118,0,0
125,155,0.0004020195451,155,0,0
