metric,value
n_events,300000000
n_hits_in_crystal,76476
flux_total_cm2_s,0.008228155
surface_cm2,11309.73355
rate_per_s,23.26456017
t_run_s,12895150.3
cps_total,0.005930601679
shield,0
shield_pb_mm,0
shield_cavity_mm,none

bin_keV,counts,cps
0,60,4.652912034e-06
1,50,3.877426695e-06
2,75,5.816140043e-06
3,87,6.746722449e-06
4,54,4.187620831e-06
5,82,6.35897978e-06
6,93,7.212013653e-06
7,101,7.832401924e-06
8,102,7.909950458e-06
9,90,6.979368051e-06
10,100,7.75485339e-06
11,89,6.901819517e-06
12,115,8.918081399e-06
13,76,5.893688577e-06
14,108,8.375241661e-06
15,80,6.203882712e-06
16,122,9.460921136e-06
17,84,6.514076848e-06
18,137,1.062414914e-05
19,94,7.289562187e-06
20,147,1.139963448e-05
21,73,5.661042975e-06
22,194,1.504441558e-05
23,81,6.281431246e-06
24,173,1.341589637e-05
25,98,7.599756322e-06
26,159,1.233021689e-05
27,80,6.203882712e-06
28,156,1.209757129e-05
29,70,5.428397373e-06
30,171,1.32607993e-05
31,75,5.816140043e-06
32,200,1.550970678e-05
33,75,5.816140043e-06
34,209,1.620764359e-05
35,148,1.147718302e-05
36,207,1.605254652e-05
37,109,8.452790195e-06
38,184,1.426893024e-05
39,123,9.53846967e-06
40,188,1.457912437e-05
41,148,1.147718302e-05
42,202,1.566480385e-05
43,257,1.992997321e-05
44,212,1.644028919e-05
45,253,1.961977908e-05
46,200,1.550970678e-05
47,247,1.915448787e-05
48,194,1.504441558e-05
49,368,2.853786048e-05
50,209,1.620764359e-05
51,455,3.528458293e-05
52,320,2.481553085e-05
53,401,3.109696209e-05
54,310,2.404004551e-05
55,437,3.388870932e-05
56,318,2.466043378e-05
57,445,3.450909759e-05
58,311,2.411759404e-05
59,465,3.606006826e-05
60,191,1.481176998e-05
61,682,5.288810012e-05
62,207,1.605254652e-05
63,914,7.087935999e-05
64,201,1.558725531e-05
65,899,6.971613198e-05
66,202,1.566480385e-05
67,796,6.172863299e-05
68,206,1.597499798e-05
69,881,6.832025837e-05
70,184,1.426893024e-05
