# поле ЕРН в помещении: флюенс в воздушной полости
# concrete: K-40 400, Ra-226 40, Th-232 30 Bq/kg, rho 2.30
# R_wall_cm = 80.0  R_cav_cm = 20.0
# N = 3000000
# Sv_total_per_cm3_s = 4.152029e-01
# fluence_total_cm2_s = 1.349354e+01
E_keV,fluence_cm2_s
5.0,1.865855e-04
15.0,1.198619e-03
25.0,8.923669e-04
35.0,8.614364e-03
45.0,1.101311e-01
55.0,2.911702e-01
65.0,4.785517e-01
75.0,5.932634e-01
85.0,5.915152e-01
95.0,5.569154e-01
105.0,5.132918e-01
115.0,4.740795e-01
125.0,4.507895e-01
135.0,4.012418e-01
145.0,3.605907e-01
155.0,3.417403e-01
165.0,2.929565e-01
175.0,2.764262e-01
185.0,2.677481e-01
195.0,2.289047e-01
205.0,2.089490e-01
215.0,2.062914e-01
225.0,2.026999e-01
235.0,2.967296e-01
245.0,1.951862e-01
255.0,1.324185e-01
265.0,1.338349e-01
275.0,1.286206e-01
285.0,1.107107e-01
295.0,1.898077e-01
305.0,1.060029e-01
315.0,9.082097e-02
325.0,9.385573e-02
335.0,1.159316e-01
345.0,7.507758e-02
355.0,2.144480e-01
365.0,5.967366e-02
375.0,6.638681e-02
385.0,6.362686e-02
395.0,6.225968e-02
405.0,5.318708e-02
415.0,5.516739e-02
425.0,5.286080e-02
435.0,4.497528e-02
445.0,5.120441e-02
455.0,4.615657e-02
465.0,5.561368e-02
475.0,4.496698e-02
485.0,3.933024e-02
495.0,4.277157e-02
505.0,4.276302e-02
515.0,9.191496e-02
525.0,3.771863e-02
535.0,3.567717e-02
545.0,3.682686e-02
555.0,3.376954e-02
565.0,3.934749e-02
575.0,3.474288e-02
585.0,1.450953e-01
595.0,2.640889e-02
605.0,2.642625e-01
615.0,2.532676e-02
625.0,2.211467e-02
635.0,2.538860e-02
645.0,2.581449e-02
655.0,2.121256e-02
665.0,3.045115e-02
675.0,2.230351e-02
685.0,2.358212e-02
695.0,1.635547e-02
705.0,1.828383e-02
715.0,1.869708e-02
725.0,4.831967e-02
735.0,2.238561e-02
745.0,1.889091e-02
755.0,1.929300e-02
765.0,4.173909e-02
775.0,3.207376e-02
785.0,2.146573e-02
795.0,3.344024e-02
805.0,2.190765e-02
815.0,1.527962e-02
825.0,1.629809e-02
835.0,2.757588e-02
845.0,1.523796e-02
855.0,1.333860e-02
865.0,3.420020e-02
875.0,1.483272e-02
885.0,2.108707e-02
895.0,1.309029e-02
905.0,1.162279e-02
915.0,1.400919e-01
925.0,1.754944e-02
935.0,3.533237e-02
945.0,1.413770e-02
955.0,1.229614e-02
965.0,1.123640e-01
975.0,1.174630e-02
985.0,1.385298e-02
995.0,1.333853e-02
1005.0,1.072245e-02
1015.0,1.119853e-02
1025.0,1.072506e-02
1035.0,1.169383e-02
1045.0,1.326880e-02
1055.0,1.197413e-02
1065.0,1.295627e-02
1075.0,8.446004e-03
1085.0,9.870360e-03
1095.0,1.167428e-02
1105.0,1.195587e-02
1115.0,1.449420e-02
1125.0,1.130013e-01
1135.0,1.037550e-02
1145.0,1.015625e-02
1155.0,1.966257e-02
1165.0,9.948989e-03
1175.0,8.792793e-03
1185.0,1.189205e-02
1195.0,6.469186e-03
1205.0,7.612914e-03
1215.0,8.470578e-03
1225.0,1.105236e-02
1235.0,4.900362e-02
1245.0,8.538790e-03
1255.0,8.666465e-03
1265.0,9.147190e-03
1275.0,7.580620e-03
1285.0,2.154355e-02
1295.0,8.782026e-03
1305.0,9.183941e-03
1315.0,6.027015e-03
1325.0,8.049175e-03
1335.0,8.003627e-03
1345.0,7.381776e-03
1355.0,8.161041e-03
1365.0,1.126829e-02
1375.0,3.137800e-02
1385.0,7.587903e-03
1395.0,8.959630e-03
1405.0,3.208588e-02
1415.0,6.322509e-03
1425.0,8.067467e-03
1435.0,1.177985e-02
1445.0,1.009931e-02
1455.0,7.448709e-03
1465.0,7.995963e-01
1475.0,3.059652e-03
1485.0,2.079258e-03
1495.0,2.959167e-03
1505.0,2.178336e-02
1515.0,1.281408e-03
1525.0,1.501410e-03
1535.0,2.884632e-03
1545.0,1.588444e-03
1555.0,1.052657e-03
1565.0,1.527435e-03
1575.0,1.113066e-03
1585.0,2.410700e-02
1595.0,2.262992e-03
1605.0,1.571210e-03
1615.0,1.620396e-03
1625.0,1.041941e-02
1635.0,1.355094e-02
1645.0,1.798312e-03
1655.0,4.240194e-04
1665.0,9.066031e-03
1675.0,1.377852e-03
1685.0,1.936951e-03
1695.0,2.938144e-03
1705.0,1.991324e-03
1715.0,1.280137e-03
1725.0,2.396865e-02
1735.0,1.312920e-03
1745.0,2.447759e-03
1755.0,2.009884e-03
1765.0,1.265397e-01
1775.0,8.414455e-04
1785.0,4.361418e-04
1795.0,5.819940e-04
1805.0,2.053434e-03
1815.0,1.255475e-03
1825.0,1.320352e-03
1835.0,2.137244e-03
1845.0,1.832745e-02
1855.0,1.325861e-03
1865.0,9.542768e-04
1875.0,1.417167e-03
1885.0,1.061298e-03
1895.0,8.974611e-04
1905.0,6.982112e-04
1915.0,1.442617e-03
1925.0,4.115412e-04
1935.0,1.594607e-03
1945.0,5.346920e-04
1955.0,1.043879e-03
1965.0,1.021521e-03
1975.0,2.239326e-03
1985.0,4.444846e-04
1995.0,9.372489e-04
2005.0,7.700560e-04
2015.0,1.298269e-03
2025.0,8.362391e-04
2035.0,2.113992e-03
2045.0,1.045873e-03
2055.0,1.422521e-03
2065.0,1.044402e-03
2075.0,1.068935e-03
2085.0,1.147349e-03
2095.0,1.284391e-03
2105.0,7.674633e-04
2115.0,8.406120e-03
2125.0,6.401397e-04
2135.0,1.266386e-03
2145.0,1.754151e-03
2155.0,1.328841e-03
2165.0,1.741751e-04
2175.0,3.959775e-04
2185.0,1.121601e-03
2195.0,1.303930e-03
2205.0,4.366466e-02
2215.0,1.336039e-03
2225.0,8.031027e-04
2235.0,1.067223e-03
2245.0,5.812673e-04
2255.0,9.716954e-04
2265.0,6.252055e-04
2275.0,8.287629e-04
2285.0,3.336743e-04
2295.0,7.629351e-04
2305.0,5.344116e-04
2315.0,7.013359e-04
2325.0,2.576916e-04
2345.0,6.881565e-04
2355.0,4.401810e-04
2365.0,1.095791e-03
2375.0,6.165569e-04
2385.0,3.114602e-04
2395.0,3.430866e-04
2405.0,9.816094e-04
2415.0,5.683803e-04
2425.0,1.025064e-03
2435.0,8.548044e-04
2445.0,1.568335e-02
2455.0,5.152139e-04
2465.0,6.620168e-04
2475.0,7.929159e-04
2485.0,6.299850e-04
2495.0,3.732331e-04
2505.0,9.299696e-04
2515.0,1.023774e-03
2525.0,9.665385e-04
2535.0,8.231403e-04
2545.0,7.043075e-04
2555.0,6.235296e-05
2565.0,8.021125e-04
2575.0,3.467222e-04
2585.0,1.917946e-03
2595.0,6.418191e-04
2605.0,1.712174e-03
2615.0,2.802387e-01
