E_keV,counts_per_h_per_keV,sigma_counts_per_h_per_keV
20.5,27.655772,0.670591
21.5,28.996540,0.675896
22.5,30.596153,0.693290
23.5,32.353986,0.717297
24.5,34.122159,0.739671
25.5,35.758538,0.753771
26.5,37.177737,0.757544
27.5,38.377076,0.753862
28.5,39.427806,0.748325
29.5,40.439536,0.745991
30.5,41.517619,0.749088
31.5,42.732737,0.756929
32.5,44.111287,0.767438
33.5,45.643798,0.778732
34.5,47.301386,0.789817
35.5,49.050821,0.800456
36.5,50.862845,0.810686
37.5,52.713778,0.820451
38.5,54.583494,0.829513
39.5,56.452777,0.837563
40.5,58.302185,0.844409
41.5,60.112586,0.850101
42.5,61.866670,0.854976
43.5,63.550078,0.859585
44.5,65.151601,0.864528
45.5,66.662324,0.870250
46.5,68.074486,0.876875
47.5,69.380582,0.884158
48.5,70.573399,0.891573
49.5,71.646927,0.898504
50.5,72.597896,0.904440
51.5,73.427136,0.909090
52.5,74.140276,0.912393
53.5,74.747434,0.914420
54.5,75.262088,0.915247
55.5,75.699330,0.914880
56.5,76.074069,0.913269
57.5,76.399602,0.910399
58.5,76.686717,0.906397
59.5,76.943477,0.901575
60.5,77.175421,0.896377
61.5,77.386038,0.891261
62.5,77.577247,0.886561
63.5,77.749841,0.882418
64.5,77.903669,0.878786
65.5,78.037644,0.875499
66.5,78.149584,0.872370
67.5,78.235944,0.869253
68.5,78.291611,0.866072
69.5,78.309814,0.862805
70.5,78.282275,0.859439
71.5,78.199700,0.855934
72.5,78.052577,0.852186
73.5,77.832257,0.848033
74.5,77.532104,0.843292
75.5,77.148526,0.837817
76.5,76.681704,0.831556
77.5,76.135823,0.824595
78.5,75.518817,0.817155
79.5,74.841618,0.809555
80.5,74.117051,0.802143
81.5,73.358615,0.795226
82.5,72.579257,0.789008
83.5,71.790442,0.783568
84.5,71.001491,0.778862
85.5,70.219262,0.774750
86.5,69.448150,0.771032
87.5,68.690320,0.767475
88.5,67.946076,0.763836
89.5,67.214348,0.759878
90.5,66.493197,0.755381
91.5,65.780287,0.750163
92.5,65.073378,0.744100
93.5,64.370710,0.737148
94.5,63.671370,0.729357
95.5,62.975523,0.720872
96.5,62.284497,0.711922
97.5,61.600715,0.702791
98.5,60.927486,0.693786
99.5,60.268627,0.685201
100.5,59.628037,0.677280
101.5,59.009235,0.670197
102.5,58.414926,0.664042
103.5,57.846666,0.658820
104.5,57.304682,0.654468
105.5,56.787805,0.650867
106.5,56.293584,0.647874
107.5,55.818508,0.645338
108.5,55.358298,0.643118
109.5,54.908241,0.641097
110.5,54.463535,0.639180
111.5,54.019582,0.637291
112.5,53.572261,0.635371
113.5,53.118142,0.633366
114.5,52.654617,0.631229
115.5,52.179993,0.628914
116.5,51.693531,0.626379
117.5,51.195418,0.623587
118.5,50.686711,0.620508
119.5,50.169243,0.617120
120.5,49.645457,0.613409
121.5,49.118229,0.609370
122.5,48.590661,0.605005
123.5,48.065854,0.600334
124.5,47.546684,0.595388
125.5,47.035605,0.590222
126.5,46.534500,0.584905
127.5,46.044549,0.579524
128.5,45.566190,0.574174
129.5,45.099134,0.568943
130.5,44.642452,0.563909
131.5,44.194675,0.559121
132.5,43.754022,0.554599
133.5,43.318568,0.550327
134.5,42.886453,0.546262
135.5,42.456075,0.542336
136.5,42.026253,0.538477
137.5,41.596330,0.534613
138.5,41.166243,0.530692
139.5,40.736545,0.526683
140.5,40.308355,0.522585
141.5,39.883270,0.518424
142.5,39.463256,0.514244
143.5,39.050513,0.510105
144.5,38.647316,0.506066
145.5,38.255887,0.502183
146.5,37.878279,0.498502
147.5,37.516263,0.495052
148.5,37.171264,0.491852
149.5,36.844316,0.488909
150.5,36.536053,0.486223
151.5,36.246716,0.483788
152.5,35.976182,0.481591
153.5,35.724026,0.479617
154.5,35.489558,0.477842
155.5,35.271887,0.476235
156.5,35.069965,0.474757
157.5,34.882637,0.473364
158.5,34.708680,0.472007
159.5,34.546802,0.470637
160.5,34.395691,0.469215
161.5,34.253989,0.467709
162.5,34.120298,0.466100
163.5,33.993161,0.464385
164.5,33.871052,0.462573
165.5,33.752360,0.460684
166.5,33.635377,0.458743
167.5,33.518290,0.456775
168.5,33.399205,0.454805
169.5,33.276151,0.452847
170.5,33.147112,0.450910
171.5,33.010077,0.448990
172.5,32.863079,0.447078
173.5,32.704270,0.445158
174.5,32.531948,0.443209
175.5,32.344654,0.441212
176.5,32.141207,0.439147
177.5,31.920746,0.437001
178.5,31.682771,0.434761
179.5,31.427154,0.432420
180.5,31.154150,0.429972
181.5,30.864383,0.427412
182.5,30.558808,0.424737
183.5,30.238701,0.421941
184.5,29.905592,0.419018
185.5,29.561222,0.415963
186.5,29.207485,0.412771
187.5,28.846372,0.409443
188.5,28.479913,0.405982
189.5,28.110138,0.402401
190.5,27.739003,0.398719
191.5,27.368389,0.394963
192.5,27.000036,0.391167
193.5,26.635533,0.387372
194.5,26.276293,0.383620
195.5,25.923540,0.379955
196.5,25.578303,0.376416
197.5,25.241414,0.373039
198.5,24.913500,0.369852
199.5,24.595012,0.366872
200.5,24.286214,0.364108
201.5,23.987207,0.361560
202.5,23.697939,0.359218
203.5,23.418219,0.357064
204.5,23.147738,0.355074
205.5,22.886087,0.353220
206.5,22.632758,0.351473
207.5,22.387189,0.349802
208.5,22.148763,0.348180
209.5,21.916826,0.346582
210.5,21.690712,0.344987
211.5,21.469748,0.343380
212.5,21.253278,0.341748
213.5,21.040673,0.340084
214.5,20.831344,0.338384
215.5,20.624739,0.336645
216.5,20.420373,0.334867
217.5,20.217821,0.333051
218.5,20.016718,0.331199
219.5,19.816764,0.329316
220.5,19.617726,0.327404
221.5,19.419429,0.325471
222.5,19.221757,0.323522
223.5,19.024644,0.321563
224.5,18.828071,0.319601
225.5,18.632067,0.317641
226.5,18.436696,0.315688
227.5,18.242061,0.313746
228.5,18.048296,0.311817
229.5,17.855565,0.309901
230.5,17.664061,0.308000
231.5,17.474006,0.306113
232.5,17.285637,0.304239
233.5,17.099218,0.302380
234.5,16.915029,0.300534
235.5,16.733361,0.298703
236.5,16.554508,0.296886
237.5,16.378761,0.295082
238.5,16.206400,0.293289
239.5,16.037684,0.291505
240.5,15.872841,0.289725
241.5,15.712052,0.287948
242.5,15.555457,0.286170
243.5,15.403135,0.284391
244.5,15.255100,0.282611
245.5,15.111301,0.280836
246.5,14.971616,0.279072
247.5,14.835855,0.277327
248.5,14.703762,0.275613
249.5,14.575025,0.273940
250.5,14.449271,0.272316
251.5,14.326095,0.270748
252.5,14.205060,0.269237
253.5,14.085711,0.267781
254.5,13.967588,0.266370
255.5,13.850245,0.264990
256.5,13.733257,0.263625
257.5,13.616234,0.262254
258.5,13.498834,0.260856
259.5,13.380771,0.259412
260.5,13.261817,0.257904
261.5,13.141817,0.256320
262.5,13.020681,0.254654
263.5,12.898390,0.252905
264.5,12.774992,0.251079
265.5,12.650594,0.249186
266.5,12.525358,0.247243
267.5,12.399491,0.245270
268.5,12.273239,0.243289
269.5,12.146864,0.241322
270.5,12.020649,0.239394
271.5,11.894878,0.237523
272.5,11.769826,0.235727
273.5,11.645750,0.234021
274.5,11.522884,0.232412
275.5,11.401430,0.230905
276.5,11.281554,0.229499
277.5,11.163386,0.228190
278.5,11.047019,0.226968
279.5,10.932506,0.225820
280.5,10.819876,0.224729
281.5,10.709126,0.223679
282.5,10.600239,0.222649
283.5,10.493183,0.221621
284.5,10.387922,0.220577
285.5,10.284425,0.219500
286.5,10.182670,0.218378
287.5,10.082653,0.217202
288.5,9.984394,0.215967
289.5,9.887930,0.214675
290.5,9.793331,0.213331
291.5,9.700693,0.211947
292.5,9.610134,0.210537
293.5,9.521793,0.209121
294.5,9.435826,0.207717
295.5,9.352397,0.206349
296.5,9.271675,0.205037
297.5,9.193820,0.203799
298.5,9.118983,0.202651
299.5,9.047289,0.201604
300.5,8.978843,0.200667
301.5,8.913711,0.199841
302.5,8.851921,0.199126
303.5,8.793459,0.198517
304.5,8.738262,0.198005
305.5,8.686223,0.197581
306.5,8.637183,0.197233
307.5,8.590940,0.196949
308.5,8.547245,0.196716
309.5,8.505805,0.196522
310.5,8.466295,0.196352
311.5,8.428356,0.196195
312.5,8.391605,0.196037
313.5,8.355637,0.195864
314.5,8.320038,0.195664
315.5,8.284386,0.195422
316.5,8.248262,0.195127
317.5,8.211256,0.194764
318.5,8.172976,0.194324
319.5,8.133044,0.193797
320.5,8.091117,0.193175
321.5,8.046881,0.192453
322.5,8.000060,0.191630
323.5,7.950418,0.190704
324.5,7.897762,0.189680
325.5,7.841942,0.188562
326.5,7.782856,0.187358
327.5,7.720446,0.186077
328.5,7.654700,0.184729
329.5,7.585649,0.183323
330.5,7.513365,0.181870
331.5,7.437960,0.180379
332.5,7.359581,0.178858
333.5,7.278411,0.177314
334.5,7.194659,0.175752
335.5,7.108563,0.174177
336.5,7.020380,0.172591
337.5,6.930388,0.170997
338.5,6.838879,0.169395
339.5,6.746158,0.167788
340.5,6.652534,0.166177
341.5,6.558323,0.164562
342.5,6.463843,0.162948
343.5,6.369406,0.161338
344.5,6.275324,0.159736
345.5,6.181899,0.158147
346.5,6.089423,0.156577
347.5,5.998174,0.155034
348.5,5.908417,0.153523
349.5,5.820402,0.152051
350.5,5.734358,0.150625
351.5,5.650495,0.149251
352.5,5.569004,0.147933
353.5,5.490053,0.146676
354.5,5.413791,0.145481
355.5,5.340341,0.144352
356.5,5.269808,0.143288
357.5,5.202274,0.142288
358.5,5.137800,0.141353
359.5,5.076426,0.140480
360.5,5.018174,0.139666
361.5,4.963048,0.138909
362.5,4.911032,0.138206
363.5,4.862094,0.137551
364.5,4.816189,0.136943
365.5,4.773255,0.136377
366.5,4.733219,0.135848
367.5,4.695994,0.135353
368.5,4.661484,0.134886
369.5,4.629580,0.134446
370.5,4.600167,0.134026
371.5,4.573118,0.133624
372.5,4.548302,0.133236
373.5,4.525578,0.132861
374.5,4.504801,0.132495
375.5,4.485821,0.132138
376.5,4.468483,0.131789
377.5,4.452630,0.131448
378.5,4.438102,0.131114
379.5,4.424738,0.130788
380.5,4.412374,0.130471
381.5,4.400851,0.130162
382.5,4.390010,0.129863
383.5,4.379692,0.129571
384.5,4.369748,0.129286
385.5,4.360027,0.129007
386.5,4.350390,0.128731
387.5,4.340702,0.128457
388.5,4.330838,0.128181
389.5,4.320681,0.127901
390.5,4.310124,0.127615
391.5,4.299071,0.127320
392.5,4.287438,0.127015
393.5,4.275151,0.126698
394.5,4.262148,0.126370
395.5,4.248381,0.126030
396.5,4.233811,0.125679
397.5,4.218412,0.125318
398.5,4.202170,0.124948
399.5,4.185081,0.124571
400.5,4.167150,0.124188
401.5,4.148395,0.123800
402.5,4.128838,0.123408
