E_keV,counts_per_h_per_keV,sigma_counts_per_h_per_keV
20.5,1.319029,0.074323
21.5,1.414331,0.077567
22.5,1.514837,0.081349
23.5,1.610460,0.084522
24.5,1.692305,0.086265
25.5,1.755515,0.086452
26.5,1.800476,0.085580
27.5,1.831960,0.084413
28.5,1.856925,0.083564
29.5,1.882160,0.083262
30.5,1.912798,0.083408
31.5,1.951942,0.083782
32.5,2.001085,0.084232
33.5,2.060750,0.084741
34.5,2.130912,0.085409
35.5,2.211069,0.086369
36.5,2.300045,0.087700
37.5,2.395750,0.089378
38.5,2.495083,0.091286
39.5,2.594092,0.093250
40.5,2.688393,0.095085
41.5,2.773769,0.096622
42.5,2.846803,0.097733
43.5,2.905391,0.098357
44.5,2.949006,0.098513
45.5,2.978663,0.098301
46.5,2.996594,0.097860
47.5,3.005745,0.097328
48.5,3.009212,0.096790
49.5,3.009770,0.096270
50.5,3.009572,0.095752
51.5,3.010053,0.095217
52.5,3.011988,0.094680
53.5,3.015647,0.094197
54.5,3.020972,0.093846
55.5,3.027710,0.093695
56.5,3.035487,0.093788
57.5,3.043841,0.094127
58.5,3.052215,0.094680
59.5,3.059958,0.095380
60.5,3.066340,0.096132
61.5,3.070584,0.096818
62.5,3.071917,0.097318
63.5,3.069637,0.097530
64.5,3.063157,0.097396
65.5,3.052050,0.096911
66.5,3.036064,0.096118
67.5,3.015115,0.095091
68.5,2.989274,0.093902
69.5,2.958744,0.092604
70.5,2.923843,0.091220
71.5,2.884983,0.089748
72.5,2.842666,0.088180
73.5,2.797470,0.086520
74.5,2.750034,0.084794
75.5,2.701025,0.083046
76.5,2.651108,0.081338
77.5,2.600901,0.079724
78.5,2.550941,0.078248
79.5,2.501659,0.076928
80.5,2.453377,0.075762
81.5,2.406319,0.074728
82.5,2.360639,0.073793
83.5,2.316461,0.072924
84.5,2.273911,0.072094
85.5,2.233140,0.071285
86.5,2.194338,0.070491
87.5,2.157717,0.069718
88.5,2.123492,0.068980
89.5,2.091840,0.068292
90.5,2.062865,0.067669
91.5,2.036561,0.067120
92.5,2.012799,0.066647
93.5,1.991313,0.066242
94.5,1.971721,0.065889
95.5,1.953554,0.065566
96.5,1.936299,0.065246
97.5,1.919443,0.064904
98.5,1.902525,0.064517
99.5,1.885165,0.064070
100.5,1.867101,0.063553
101.5,1.848192,0.062967
102.5,1.828420,0.062321
103.5,1.807869,0.061630
104.5,1.786707,0.060915
105.5,1.765149,0.060196
106.5,1.743429,0.059494
107.5,1.721774,0.058828
108.5,1.700376,0.058213
109.5,1.679384,0.057656
110.5,1.658891,0.057163
111.5,1.638936,0.056733
112.5,1.619509,0.056363
113.5,1.600557,0.056046
114.5,1.581998,0.055772
115.5,1.563732,0.055527
116.5,1.545648,0.055298
117.5,1.527636,0.055068
118.5,1.509594,0.054823
119.5,1.491430,0.054551
120.5,1.473072,0.054241
121.5,1.454461,0.053888
122.5,1.435562,0.053492
123.5,1.416355,0.053055
124.5,1.396843,0.052582
125.5,1.377045,0.052078
126.5,1.357001,0.051547
127.5,1.336766,0.050994
128.5,1.316415,0.050420
129.5,1.296034,0.049828
130.5,1.275723,0.049220
131.5,1.255592,0.048600
132.5,1.235754,0.047972
133.5,1.216325,0.047343
134.5,1.197414,0.046718
135.5,1.179120,0.046107
136.5,1.161526,0.045520
137.5,1.144696,0.044966
138.5,1.128667,0.044456
139.5,1.113451,0.043999
140.5,1.099030,0.043603
141.5,1.085359,0.043272
142.5,1.072368,0.043008
143.5,1.059962,0.042803
144.5,1.048030,0.042649
145.5,1.036451,0.042530
146.5,1.025094,0.042430
147.5,1.013832,0.042329
148.5,1.002543,0.042211
149.5,0.991120,0.042060
150.5,0.979471,0.041866
151.5,0.967524,0.041624
152.5,0.955232,0.041332
153.5,0.942569,0.040994
154.5,0.929531,0.040618
155.5,0.916133,0.040215
156.5,0.902409,0.039796
157.5,0.888403,0.039371
158.5,0.874170,0.038948
159.5,0.859768,0.038535
160.5,0.845260,0.038132
161.5,0.830707,0.037739
162.5,0.816170,0.037352
163.5,0.801706,0.036968
