# RadiaCode 101/102/103, CsI(Tl) 10x10x10 mm
# src_sha1 = 7de2c887d65b
# git_describe = asn16-2026-08-06-response-127-g8df2a12-dirty-untracked
# build = Aug 21 2026 01:39:27
# particle = gamma
# E_prim_keV = 40.0000
# N_primaries = 30000000
# N_with_signal = 275524
# sample_cm3 = 199.492
# matrix = air
# density_gcm3 = 0.0012
# bin_keV = 1.000  (последний канал = переполнение)
E_keV,counts
0.5,42
1.5,210
2.5,333
3.5,401
4.5,1353
5.5,4281
6.5,2563
7.5,6014
8.5,1350
9.5,26385
10.5,773
11.5,23539
12.5,129
13.5,215
14.5,110
15.5,100
16.5,108
17.5,108
18.5,88
19.5,91
20.5,98
21.5,72
22.5,72
23.5,76
24.5,48
25.5,71
26.5,58
27.5,61
28.5,107
29.5,161
30.5,284
31.5,543
32.5,789
33.5,926
34.5,2447
35.5,4619
36.5,3735
37.5,3912
38.5,4437
39.5,80014
40.5,104801
