# RadiaCode 101/102/103, CsI(Tl) 10x10x10 mm
# src_sha1 = 7de2c887d65b
# git_describe = asn16-2026-08-06-response-127-g8df2a12-dirty-untracked
# build = Aug 21 2026 01:39:27
# particle = gamma
# E_prim_keV = 60.0000
# N_primaries = 30000000
# N_with_signal = 286619
# sample_cm3 = 199.492
# matrix = air
# density_gcm3 = 0.0012
# bin_keV = 1.000  (последний канал = переполнение)
E_keV,counts
0.5,31
1.5,54
2.5,67
3.5,63
4.5,66
5.5,138
6.5,154
7.5,171
8.5,153
9.5,198
10.5,156
11.5,337
12.5,141
13.5,196
14.5,183
15.5,174
16.5,235
17.5,271
18.5,450
19.5,455
20.5,515
21.5,569
22.5,514
23.5,500
24.5,989
25.5,2486
26.5,1260
27.5,3766
28.5,530
29.5,18088
30.5,304
31.5,15420
32.5,87
33.5,76
34.5,82
35.5,76
36.5,87
37.5,113
38.5,106
39.5,145
40.5,143
41.5,204
42.5,245
43.5,346
44.5,331
45.5,397
46.5,477
47.5,577
48.5,1288
49.5,2257
50.5,2211
51.5,2030
52.5,1940
53.5,1900
54.5,1923
55.5,2190
56.5,2516
57.5,2892
58.5,3167
59.5,71544
60.5,138635
