E_keV,counts_per_h_per_keV,sigma_counts_per_h_per_keV
20.5,19.831478,2.069822
21.5,19.304465,2.007837
22.5,18.977006,1.946105
23.5,18.906228,1.902840
24.5,19.113471,1.892050
25.5,19.540435,1.911553
26.5,20.052556,1.941226
27.5,20.480310,1.955530
28.5,20.673740,1.938355
29.5,20.545122,1.888536
30.5,20.085881,1.815519
31.5,19.357786,1.731775
32.5,18.467754,1.648339
33.5,17.538030,1.574590
34.5,16.680589,1.518554
35.5,15.980504,1.484738
36.5,15.489040,1.471379
37.5,15.225401,1.471083
38.5,15.184386,1.475237
39.5,15.346292,1.478690
40.5,15.685596,1.481582
41.5,16.176196,1.487884
42.5,16.792977,1.502074
43.5,17.511116,1.526187
44.5,18.305222,1.558959
45.5,19.149794,1.597133
46.5,20.021452,1.637402
47.5,20.902153,1.677476
48.5,21.782191,1.715938
49.5,22.661706,1.751634
50.5,23.549981,1.783459
51.5,24.462219,1.810847
52.5,25.414179,1.834595
53.5,26.415459,1.857330
54.5,27.462795,1.882986
55.5,28.534964,1.915189
56.5,29.590867,1.955118
57.5,30.571929,1.999996
58.5,31.408964,2.043218
59.5,32.032517,2.076166
60.5,32.384608,2.090825
61.5,32.429247,2.082078
62.5,32.159257,2.048941
63.5,31.597919,1.994577
64.5,30.795067,1.925291
65.5,29.818792,1.848935
66.5,28.744777,1.773212
67.5,27.645618,1.704290
68.5,26.582270,1.646017
69.5,25.598842,1.599763
70.5,24.721119,1.564810
71.5,23.958289,1.539023
72.5,23.306811,1.519624
73.5,22.755162,1.503896
74.5,22.288351,1.489723
75.5,21.891436,1.475906
76.5,21.551716,1.462221
77.5,21.259551,1.449226
78.5,21.008228,1.437875
79.5,20.793170,1.429055
80.5,20.610930,1.423187
81.5,20.458396,1.420031
82.5,20.332252,1.418749
83.5,20.228861,1.418195
84.5,20.144460,1.417298
85.5,20.075501,1.415396
86.5,20.019010,1.412410
87.5,19.972829,1.408801
88.5,19.935672,1.405352
89.5,19.907012,1.402849
90.5,19.886871,1.401779
91.5,19.875546,1.402153
92.5,19.873451,1.403499
93.5,19.881061,1.405007
94.5,19.898950,1.405771
95.5,19.928032,1.405019
96.5,19.969750,1.402300
97.5,20.026288,1.397574
98.5,20.100590,1.391223
99.5,20.196185,1.383999
100.5,20.317160,1.376929
101.5,20.467583,1.371200
102.5,20.651035,1.368018
103.5,20.870086,1.368461
104.5,21.125731,1.373339
105.5,21.417053,1.383056
106.5,21.740944,1.397525
107.5,22.092106,1.416132
108.5,22.463267,1.437777
109.5,22.845673,1.460984
110.5,23.229819,1.484054
111.5,23.606410,1.505249
112.5,23.967494,1.522970
113.5,24.307647,1.535901
114.5,24.625182,1.543120
115.5,24.923185,1.544153
116.5,25.210272,1.538997
117.5,25.500968,1.528116
118.5,25.815561,1.512434
119.5,26.179372,1.493326
120.5,26.621383,1.472634
121.5,27.172279,1.452672
