nuclide,E_keV,I_percent,unc_I_percent,source,level,line_type
Ac228,958.61,0.28,0.04,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1016.386->57.763,gamma
Ac228,964.766,4.99,0.09,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1022.531->57.763,gamma
Ac228,968.971,15.8,0.3,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,968.972->0.0,gamma
Ac228,975.96,0.05,0.005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1944.83->968.972,gamma
Ac228,979.48,0.026,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,979.507->0.0,gamma
Ac228,987.71,0.077,0.013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1174.50->186.827,gamma
Ac228,988.63,0.077,0.013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1175.45->186.827,gamma
Ac228,1000.69,0.005,0,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1944.83->944.200,gamma
Ac228,1013.58,0.0046,0.0013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2030.39->1016.386,gamma
Ac228,1016.44,0.019,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1344.082->328.006,gamma
Ac228,1016.44,0.019,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1016.386->0.0,gamma
Ac228,1017.92,0.0057,0.0013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1987.46->968.972,gamma
Ac228,1019.86,0.021,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1416.09->396.083,gamma
Ac228,1033.248,0.201,0.013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1091.020->57.763,gamma
Ac228,1039.65,0.044,0.009,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1226.566->186.827,gamma
Ac228,1040.92,0.044,0.009,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2010.20->968.972,gamma
Ac228,1053.09,0.013,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2022.64->968.972,gamma
Ac228,1054.11,0.018,0.005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1450.35->396.083,gamma
Ac228,1062.55,0.01,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1937.18->874.48,gamma
Ac228,1065.18,0.132,0.01,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1122.949->57.763,gamma
Ac228,1074.71,0.01,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1906.63->831.822,gamma
Ac228,1088.18,0.0059,0.0013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1416.09->328.006,gamma
Ac228,1095.679,0.129,0.01,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1153.465->57.763,gamma
Ac228,1103.41,0.015,0.0023,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1431.981->328.006,gamma
Ac228,1110.61,0.019,0.01,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1297.440->186.827,gamma
Ac228,1110.61,0.285,0.023,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1168.377->57.763,gamma
Ac228,1117.63,0.054,0.008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1175.45->57.763,gamma
Ac228,1135.24,0.0098,0.0015,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1531.478->396.083,gamma
Ac228,1142.85,0.0103,0.0021,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1539.24->396.083,gamma
Ac228,1148.12,0.0059,0.0013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2022.64->874.48,gamma
Ac228,1153.52,0.139,0.01,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1153.465->0.0,gamma
Ac228,1157.14,0.007,0.0013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1344.082->186.827,gamma
Ac228,1164.5,0.065,0.005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1683.71->519.195,gamma
Ac228,1175.31,0.024,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1175.45->0.0,gamma
Ac228,1190.81,0.0062,0.0016,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2022.64->831.822,gamma
Ac228,1217.03,0.021,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1735.508->519.195,gamma
Ac228,1229.4,0.0075,0.0023,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1416.09->186.827,gamma
Ac228,1245.05,0.095,0.018,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1431.981->186.827,gamma
Ac228,1247.08,0.5,0.03,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1643.119->396.083,gamma
Ac228,1250.04,0.062,0.005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1646.005->396.083,gamma
Ac228,1276.69,0.014,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1795.65->519.195,gamma
Ac228,1286.27,0.05,0.01,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1344.082->57.763,gamma
Ac228,1287.68,0.08,0.015,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1683.71->396.083,gamma
Ac228,1309.71,0.019,0.006,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1638.283->328.006,gamma
Ac228,1315.34,0.015,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1643.119->328.006,gamma
Ac228,1337.33,0.0049,0.0015,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1344.59,0.009,0.0018,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1531.478->186.827,gamma
Ac228,1347.5,0.015,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1743.87->396.083,gamma
Ac228,1357.78,0.02,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1735.508->378.178,gamma
Ac228,1365.7,0.014,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1743.87->378.178,gamma
Ac228,1374.19,0.014,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1431.981->57.763,gamma
Ac228,1378.23,0.0059,0.0018,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1385.39,0.0106,0.0021,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1401.49,0.012,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1797.66->396.083,gamma
Ac228,1415.66,0.021,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1743.87->328.006,gamma
Ac228,1430.95,0.035,0.007,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1617.78->186.827,gamma
Ac228,1434.22,0.008,0.0023,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1438.01,0.0059,0.0015,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1451.4,0.0106,0.0021,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1638.283->186.827,gamma
Ac228,1459.138,0.83,0.08,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1646.005->186.827,gamma
Ac228,1469.71,0.02,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1797.66->328.006,gamma
Ac228,1480.37,0.016,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1495.91,0.86,0.04,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1682.754->186.827,gamma
Ac228,1501.57,0.46,0.03,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1688.398->186.827,gamma
Ac228,1529.05,0.057,0.006,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1537.89,0.047,0.005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1724.288->186.827,gamma
Ac228,1548.65,0.038,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1735.508->186.827,gamma
Ac228,1557.11,0.178,0.013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1743.87->186.827,gamma
Ac228,1559.85,0.02,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1617.78->57.763,gamma
Ac228,1571.52,0.0057,0.0016,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1758.24->186.827,gamma
Ac228,1573.26,0.033,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1760.17->186.827,gamma
Ac228,1580.53,0.6,0.04,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1638.283->57.763,gamma
Ac228,1588.2,3.22,0.08,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1646.005->57.763,gamma
Ac228,1609.41,0.0077,0.0015,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1987.46->378.178,gamma
Ac228,1625.06,0.255,0.018,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1682.754->57.763,gamma
Ac228,1630.627,1.51,0.04,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1688.398->57.763,gamma
Ac228,1638.281,0.47,0.03,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1638.283->0.0,gamma
Ac228,1666.523,0.178,0.013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1724.288->57.763,gamma
Ac228,1671.64,0.0041,0.0013,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1677.67,0.054,0.005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1735.508->57.763,gamma
Ac228,1684.01,0.015,0.005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1686.09,0.095,0.008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1743.87->57.763,gamma
Ac228,1700.59,0.0101,0.0023,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1758.24->57.763,gamma
Ac228,1702.43,0.048,0.005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1760.17->57.763,gamma
Ac228,1706.19,0.0085,0.001,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1893.02->186.827,gamma
Ac228,1713.47,0.0054,0.001,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1899.97->186.827,gamma
Ac228,1721.4,0.0057,0.0021,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1724.21,0.029,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1724.288->0.0,gamma
Ac228,1738.22,0.018,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1795.65->57.763,gamma
Ac228,1740.4,0.011,0.003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1797.66->57.763,gamma
Ac228,1742,0.008,0.0023,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1928.66->186.827,gamma
Ac228,1745.28,0.0065,0.0008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1750.54,0.008,0.0008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1937.18->186.827,gamma
Ac228,1758.11,0.035,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1944.83->186.827,gamma
Ac228,1772.2,0.0018,0.0005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1958.72->186.827,gamma
Ac228,1784.4,0.0059,0.001,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1787.3,0.0013,0.0005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1795.1,0.0021,0.0008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2123.1->328.006,gamma
Ac228,1797.5,0.0021,0.0008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1797.66->0.0,gamma
Ac228,1800.86,0.0044,0.0008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1987.46->186.827,gamma
Ac228,1823.22,0.044,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2010.20->186.827,gamma
Ac228,1826.7,0.0021,0.0008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2013.6->186.827,gamma
Ac228,1835.43,0.038,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1893.02->57.763,gamma
Ac228,1842.13,0.042,0.004,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1899.97->57.763,gamma
Ac228,1850.13,0.0044,0.0008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2037.00->186.827,gamma
Ac228,1870.83,0.0243,0.0023,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1928.66->57.763,gamma
Ac228,1879.6,0.0013,0.0005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1937.18->57.763,gamma
Ac228,1887.1,0.09,0.008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1944.83->57.763,gamma
Ac228,1900.07,0.0028,0.0005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1899.97->0.0,gamma
Ac228,1907.18,0.0119,0.001,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1906.63->0.0,gamma
Ac228,1915.9,0.0008,0.0003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1919.5,0.0021,0.0005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1929.78,0.0199,0.0021,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1987.46->57.763,gamma
Ac228,1936.3,0.0021,0.0005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2123.1->186.827,gamma
Ac228,1944.2,0.0021,0.0005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,1952.33,0.059,0.005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2010.20->57.763,gamma
Ac228,1955.9,0.0008,0.0003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2013.6->57.763,gamma
Ac228,1958.4,0.0015,0.0005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,1958.72->0.0,gamma
Ac228,1965.24,0.0204,0.0018,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2022.64->57.763,gamma
Ac228,1971.9,0.0036,0.0008,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2030.39->57.763,gamma
Ac228,1979.3,0.0018,0.0005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2037.00->57.763,gamma
Ac228,2000.9,0.001,0.0003,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,,gamma
Ac228,2029.4,0.0018,0.0005,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=gamma,2030.39->0.0,gamma
Ac228,15.784,33.4,2.1,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=Xray-L,,xray
Ac228,89.954,2.01,0.19,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=Xray-KA2,,xray
Ac228,93.347,3.2,0.3,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=Xray-KA1,,xray
Ac228,105.566,1.16,0.11,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=Xray-KpB1,,xray
Ac228,106.894,1.54,0.15,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=Xray-KB,,xray
Ac228,108.58,0.39,0.04,IAEA-NDS/ENSDF;decay=B-;eval=KHALIFEH ABUSALEEM;cutoff=31-Dec-2012;type=Xray-KpB2,,xray
Th228,74.4,0.00039204,0.00014300084615134277,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,290.32->215.985,gamma
Th228,84.373,1.188,0.03895258738517892,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,84.373->0,gamma
Th228,131.613,0.127116,0.004050995926929575,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,215.985->84.373,gamma
Th228,142,0.0000013068,0.0000004766694871711425,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,432.89->290.32,gamma
Th228,166.41,0.1008612,0.003219440156300471,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,250.783->84.373,gamma
Th228,182.2,0.0000051084,0.0000017879872594624382,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,432.89->250.783,gamma
Th228,205.93,0.0191268,0.0008077640497075863,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,290.32->84.373,gamma
Th228,215.983,0.2468664,0.007664068830588618,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,215.985->0,gamma
Th228,228.5,0.00001782,0.0000036003049870809557,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,479.28->250.783,gamma
Th228,700.5,0.00000297,0.00000008500000005188764,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,916.39->215.985,gamma
Th228,742.2,0.0000014256,0.0000004769482990849218,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,992.50->250.783,gamma
Th228,832,0.000014256,0.0000024107758087387552,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,916.39->84.373,gamma
Th228,908.1,0.0000016632,0.000000047600000029057084,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,992.50->84.373,gamma
Th228,992.9,0.0000014256,0.00000004080000002490607,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=gamma,992.50->0,gamma
Th228,14.92,8.423934393021918,,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=Xray-L,,xray
Th228,85.432,0.01809457701011077,,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=Xray-KA2,,xray
Th228,88.471,0.029556643270354087,,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=Xray-KA1,,xray
Th228,100.119,0.01036988152187827,,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=Xray-KpB1,,xray
Th228,101.37,0.013771202661054345,,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=Xray-KB,,xray
Th228,102.948,0.0034013211391760727,,IAEA-NDS/ENSDF;decay=A;eval=Balraj Singh and  Sukhjeet Singh;cutoff=08-Mar-2022;type=Xray-KpB2,,xray
Ra224,240.986,4.1,0.05,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=gamma,240.986->0,gamma
Ra224,292.7,0.0062,0.0007,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=gamma,533.69->240.986,gamma
Ra224,404.2,0.0022,0.0005,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=gamma,645.44->240.986,gamma
Ra224,422.04,0.003,0.0005,IAEA-NDS/ENSDF;decay=A;eval=E. BROWNE and  J. K. TULI;cutoff=31-Oct-2010;type=gamma,663.03->240.986,gamma
