# Извлечено 2026-08-09 из IAEA Live Chart of Nuclides (nds.iaea.org/relnsd/v1/data?fields=gammas), схема уровней ВНЕ распада (ADOPTED LEVELS ENSDF), не decay_rads.
# Роль — ПЕРЕКРЁСТНАЯ ПРОВЕРКА к data/conversion_coeff_sum_peak_levels.csv, не замена: полнота tot_conv_coeff ниже (см. докстринг tools/fetch_adopted_gammas.py). Сверка — tools/check_cc_cross_source.py.
nuclide,E_keV,level,start_jp,end_jp,relative_intensity,multipolarity,mixing_ratio,tot_conv_coeff,tce_unc,source
Ra224,832.01,916.38->84.372,0+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,837.03,1053.041->215.985,1-,1-,100,M1+E2,1.6,0.0219,0.0066,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,874.1,1090.087->215.985,(2 3)-,1-,39,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,881.32,965.65->84.372,2+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,908.1,992.7->84.372,(2+),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,926.5,1216.89->290.352,(1- 2),3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,947.2,2000.26->1053.041,(1- 2),1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,965.56,965.65->0,2+,0+,63,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,968.62,1053.041->84.372,1-,2+,3.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,970.9,1187.1->215.985,0+ 1 2,1-,86,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,992.9,992.7->0,(2+),0+,88,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1001.1,1216.89->215.985,(1- 2),1-,71,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1005.5,1090.087->84.372,(2 3)-,2+,5.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1053.01,1053.041->0,1-,0+,2.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1097.6,1348.22->250.782,2+ 3+,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1103.0,1187.1->84.372,0+ 1 2,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1163.04,1379.04->215.985,(1+ 2+),1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1173.89,1389.93->215.985,(0+ 1 2),1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1186.35,1437.11->250.782,2+,4+,34,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1209.2,1425.152->215.985,(0 1 2)-,1-,1.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1219.42,1435.54->215.985,1-,1-,20.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1263.8,1348.22->84.372,2+ 3+,2+,81,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1294.21,1378.41->84.372,1-,2+,28.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1305.6,1389.93->84.372,(0+ 1 2),2+,48,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1323.9,1614.42->290.352,(1- 2),3-,42,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1338.0,1553.67->215.985,1 2+,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1340.8,1425.152->84.372,(0 1 2)-,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1350.9,1435.54->84.372,1-,2+,38,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1352.6,1437.11->84.372,2+,2+,86,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1368.1,1658.49->290.352,1(-) 2+,3-,68,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1378.45,1378.41->0,1-,0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1398.5,1614.42->215.985,(1- 2),1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1401.6,1652.49->250.782,2+,4+,7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1435.6,1435.54->0,1-,0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1437.2,1437.11->0,2+,0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1442.3,1658.49->215.985,1(-) 2+,1-,40,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1469.4,1553.67->84.372,1 2+,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1506.4,1796.71->290.352,(1- 2),3-,43,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1520.6,1736.44->215.985,1 2+,1-,22,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1527.7,1818.06->290.352,(1- 2),3-,89,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1538.4,1754.84->215.985,0+ 1 2,1-,22,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1553.5,1553.67->0,1 2+,0+,48,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1568.18,1652.49->84.372,2+,2+,55,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1573.73,1789.61->215.985,1 2+,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1580.8,1796.71->215.985,(1- 2),1-,39,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1602.1,1818.06->215.985,(1- 2),1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1607.1,1896.3->290.352,(1- 2),3-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1622.54,1838.53->215.985,0 1 2,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1652.47,1652.49->0,2+,0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1658.54,1658.49->0,1(-) 2+,0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1670.53,1754.84->84.372,0+ 1 2,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1679.5,1896.3->215.985,(1- 2),1-,61,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1705.12,1789.61->84.372,1 2+,2+,49,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1712.3,1796.71->84.372,(1- 2),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1736.19,1736.44->0,1 2+,0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1753.93,1969.92->215.985,(0 1 2),1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1784.3,2000.26->215.985,(1- 2),1-,70,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1789.4,1789.61->0,1 2+,0+,76,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1801.3,2052.3->250.782,2+,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1811.6,1896.3->84.372,(1- 2),2+,72,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1827.05,2043->215.985,0 1 2,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1836.5,2052.3->215.985,2+,1-,63,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1862.0,2077.3->215.985,0+ 1 2,1-,47,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1919.3,2135.3->215.985,0 1 2,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1938.3,2229.4->290.352,(1- 2),3-,73,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,1992.4,2077.3->84.372,0+ 1 2,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,2013.4,2229.4->215.985,(1- 2),1-,91,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,2030.5,2246.5->215.985,1 2+,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,2033.2,2117.4->84.372,1 2+,2+,65,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,2117.3,2117.4->0,1 2+,0+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,2145.2,2229.4->84.372,(1- 2),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,2152.5,2368.7->215.985,1 2+,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,2162.0,2246.5->84.372,1 2+,2+,93,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,2246.6,2246.5->0,1 2+,0+,14,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra224,2368.8,2368.7->0,1 2+,0+,53,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Balraj Singh and  Sukhjeet Singh"
Ra226,67.67,67.67->0,2+,0+,100,E2,,61.9,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,67.81,321.54->253.73,3-,1-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,110.0,321.54->211.54,3-,4+,10,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,124.8,446.3->321.54,5-,3-,3.3,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,143.87,211.54->67.67,4+,2+,100,E2,,2.11,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,166.0,1446->1280.5,13-,12+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,168.0,1793->1625,15-,14+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,173.2,1133.1->959.9,11-,10+,70,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,177.0,2170->1993,17-,16+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,179.0,1625->1446,14+,13-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,180.4,626.7->446.3,7-,5-,8.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,186.05,253.73->67.67,1-,2+,73,E1,,0.108,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,188.2,857.6->669.4,9-,8+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,200.0,1993->1793,16+,15-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,204.9,416.5->211.54,6+,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,210.3,626.7->416.5,7-,6+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,231.0,857.6->626.7,9-,7-,54,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,234.8,446.3->211.54,5-,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,252.8,669.4->416.5,8+,6+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,253.73,253.73->0,1-,0+,100,E1,,0.052,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,253.9,321.54->67.67,3-,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,275.5,1133.1->857.6,11-,9-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,290.6,959.9->669.4,10+,8+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,313.0,1446->1133.1,13-,11-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,320.6,1280.5->959.9,12+,10+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,345.0,1625->1280.5,14+,12+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,347.0,1793->1446,15-,13-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,368.0,1993->1625,16+,14+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,377.0,2170->1793,17-,15-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,389.0,2382->1993,18+,16+,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,396.0,650->253.73,(0+),1-,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,444.5,1882.3->1437.8,0 1 2,1- 2,,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,516.3,1390->873.7,2+,2+,10.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,552.2,873.7->321.54,2+,3-,91,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,565.4,1390->824.6,2+,0+,8.2,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,570.9,824.6->253.73,0+,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,620.0,873.7->253.73,2+,1-,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,646.2,1723.4->1077.2,2+,1- 2,13,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,755.8,1077.2->321.54,1- 2,3-,9.5,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,795.1,1048.8->253.73,1-,1-,32,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,816.9,1070.5->253.73,(2-),1-,14.7,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,823.5,1077.2->253.73,1- 2,1-,7.8,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,834.7,1156.2->321.54,2+,3-,56,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,848.3,1970.8->1122.4,1- 2+,(2+),13.4,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,902.6,1156.2->253.73,2+,1-,16,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,910.9,1122.4->211.54,(2+),4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,917.3,1238.9->321.54,(2),3-,50,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,944.6,1156.2->211.54,2+,4+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,980.6,1048.8->67.67,1-,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,991.4,1865->873.7,1 2+,2+,23,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,1002.2,1070.5->67.67,(2-),2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,1009.0,1077.2->67.67,1- 2,2+,100,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,1048.1,1048.8->0,1-,0+,79,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,1083.6,1907.8->824.6,1 2+,0+,63,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,1087.9,1156.2->67.67,2+,2+,42,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
Ra226,1109.7,1982.7->873.7,0+ 1,2+,36,,,,,"IAEA-NDS/ENSDF via Live Chart of Nuclides (gammas, ADOPTED LEVELS — вне распада); eval=Y. A. AKOVALI"
