nuclide,E_keV,I_percent,unc_I_percent,source,level,line_type
Am241,267.58,2.63e-05,0.0000008421217251680424,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,267.566->0.0,gamma
Am241,275.77,6.6e-06,0.0000004054084360247083,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,434.12->158.500,gamma
Am241,278.04,4.4e-07,0.0000000044,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,546.12->267.566,gamma
Am241,291.3,3.1e-06,0.00000030159741378201506,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,324.421->33.19632,gamma
Am241,292.77,1.42e-05,0.0000005197730273879167,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,368.615->75.900,gamma
Am241,304.21,1.01e-06,0.00000021024274065945773,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,434.12->129.99,gamma
Am241,309.1,1.4e-06,0.000000014,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,368.615->59.54090,gamma
Am241,316.8,5e-08,0.0000000005,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,316.8->0.0,gamma
Am241,322.52,0.0001518,0.000003541796719180817,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,452.547->129.99,gamma
Am241,332.35,0.000149,0.000003349641771891436,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,332.382->0.0,gamma
Am241,335.37,0.000496,0.00001116250867860805,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,368.615->33.19632,gamma
Am241,337.7,4.29e-06,0.0000002339666856627242,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,370.931->33.19632,gamma
Am241,358.25,1.2e-06,0.00000024029981273400943,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,434.12->75.900,gamma
Am241,368.65,0.000217,0.000005450587124338074,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,368.615->0.0,gamma
Am241,370.94,5.23e-05,0.0000013090183344781693,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,370.931->0.0,gamma
Am241,376.65,0.0001383,0.0000033034359385343013,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,452.547->75.900,gamma
Am241,383.81,2.82e-05,0.0000007546681389856073,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,459.694->75.900,gamma
Am241,398.64,2e-06,0.00000002,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,666.20->267.566,gamma
Am241,401.3,4.9e-07,0.0000000049,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,592.33->191.55,gamma
Am241,406.35,1.45e-06,0.00000022047732309695706,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,597.99->191.55,gamma
Am241,419.33,2.87e-05,0.0000008499229376831761,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,452.547->33.19632,gamma
Am241,426.47,2.46e-05,0.0000007419676542815057,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,459.694->33.19632,gamma
Am241,446.43,4.9e-07,0.0000000049,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,770.57->324.421,gamma
Am241,452.6,2.4e-06,0.0000002511493579525936,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,452.547->0.0,gamma
Am241,454.66,9.7e-06,0.0000004115932458143598,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,514.20->59.54090,gamma
Am241,459.68,3.63e-06,0.00000027242923851892256,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,459.694->0.0,gamma
Am241,463.22,1e-06,0.00000001,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,592.33->129.99,gamma
Am241,468.12,2.88e-06,0.00000021196565759575298,IAEA-NDS/ENSDF;extracted=nds.iaea.org/relnsd/v1/data;fields=decay_rads;rad_types=g;date=11-Aug-2026,597.99->129.99,gamma
