# поле ЕРН в помещении: флюенс в воздушной полости
# src_sha1 = 4ccc19f6fc5b
# git_describe = asn16-2026-08-06-response-127-g8df2a12-dirty-untracked
# build = Aug 21 2026 16:41:48
# nuclide = K40, 1 Bq/kg parent, rho 2.30 (nuclide template, pipeline method 1)
# R_wall_cm = 80.0  R_cav_cm = 20.0
# N = 50000
# Sv_total_per_cm3_s = 2.300000e-03
# fluence_total_cm2_s = 8.506244e-03
E_keV,fluence_cm2_s
45.0,6.349936e-05
55.0,2.410543e-04
65.0,2.658672e-04
75.0,3.111132e-04
85.0,1.429260e-04
95.0,1.991591e-04
105.0,2.665457e-04
115.0,1.593928e-04
125.0,4.315166e-04
135.0,1.558130e-04
145.0,3.714988e-04
155.0,9.285503e-05
165.0,1.075735e-04
175.0,5.139035e-05
195.0,1.524795e-04
205.0,1.077729e-04
215.0,1.339922e-04
225.0,7.600729e-05
235.0,2.846857e-04
255.0,1.726302e-04
265.0,1.455404e-04
285.0,8.401765e-05
305.0,7.786322e-05
315.0,6.838316e-05
325.0,2.890604e-05
365.0,1.024711e-04
395.0,8.635691e-05
435.0,3.260515e-05
475.0,1.052153e-04
495.0,6.300581e-05
515.0,1.170120e-04
545.0,1.020046e-04
625.0,9.913748e-05
675.0,5.935711e-05
685.0,5.761819e-05
705.0,1.081474e-04
725.0,1.056952e-04
735.0,7.329945e-05
745.0,9.582695e-05
805.0,6.870916e-05
935.0,9.582133e-05
945.0,1.968075e-05
985.0,8.129888e-05
1265.0,1.037310e-04
1335.0,8.476904e-05
1465.0,2.651998e-03
