#@ stamp.version = 1
#@ src.script = detectors/Gamma-1S/analysis/export_curves.py
#@ src.git = 1d4e536-dirty
#@ src.tree_sha1 = bd17f9bea1e4
#@ src.inputs_verdict = ok
#@ src.inputs_n = 216
#@ src.inputs_sha1 = bd17f9bea1e4
#@ src.inputs_digest = ead406b59781
#@ obs.quantity = абсолютная эффективность регистрации в ППП — доля испущенных квантов данной энергии; давших отсчёт в пике
#@ obs.area = eps_net — площадь пика за вычетом полки континуума (правило common/py/peakwin); eps_gross — та же площадь без вычета (столбцы намеренно оба)
#@ obs.window = +-6.0 кэВ = 12 каналов (счёт в каналах; ширина не зависит от дробной части E)
#@ obs.shelf = односторонняя [E-25; E-10] = 15 каналов; множитель вычитания 12/15
#@ obs.blurred = нет (депозит как есть; на ПШПВ не нормируется)
#@ obs.in_range = 1 внутри паспортного диапазона 50…3000 кэВ (п. 2.2); 0 вне его — там прибор не аттестован
#@ obs.solid_angle = точечные сетки разыграны в конус; eps приведена к 4pi множителем из grid/<метка>_solidangle.txt
grid,geometry,matrix,density_g_cm3,fill_ml,shield_lid,E_keV,eps_net,d_eps,eps_gross,N_primaries,net_counts,solid_angle_fraction,in_range
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,122.1,0.0521905,0.0004081363130131893,0.0602125,400000,20876.2,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,165.9,0.0580525,0.0004127665805270577,0.0636625,400000,23221.0,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,238.632,0.0551675,0.00038854697270729056,0.0580675,400000,22067.0,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,241.995,0.055867,0.0003901454856845072,0.058655,400000,22346.8,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,295.223,0.050268,0.0003650191775783843,0.05195,400000,20107.2,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,338.32,0.0462535,0.00034760142404771584,0.0474075,400000,18501.4,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,351.932,0.0449625,0.00034257298492438074,0.0460625,400000,17985.0,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,463.004,0.036033499999999996,0.00030382025936398645,0.0365275,400000,14413.4,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,583.187,0.029555500000000002,0.00027406705383901947,0.0298275,400000,11822.2,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,609.32,0.0287905,0.00027022259342993505,0.0290225,400000,11516.2,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,661.657,0.0262845,0.0002579869182730008,0.0264725,400000,10513.8,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,768.36,0.022685,0.00023927494645282024,0.022805,400000,9074.0,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,911.204,0.020106,0.00022493999199786597,0.02018,400000,8042.4,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,1120.29,0.0165165,0.00020371119262328226,0.0165625,400000,6606.6,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,1460.82,0.0129425,0.00018000347218873308,0.0129525,400000,5177.0,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,1764.49,0.0108055,0.00016452279477324717,0.0108175,400000,4322.2,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,2614.51,0.007418500000000001,0.00013625068807165708,0.0074225,400000,2967.4,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,3000.0,0.006843500000000001,0.00013086920951851127,0.0068475,400000,2737.4,1.0,1
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,3304.8,0.005812,0.00012068968472906041,0.00582,400000,2324.8,1.0,0
rho1.00,Маринелли 1 л,ОИСН-16,1.0,1000.0,закрыта,3552.5,0.0055075,0.00011734031702701335,0.0055075,400000,2203.0,1.0,0
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,45.3,0.006966,0.0001328834075421006,0.00702,400000,2786.4,1.0,0
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,56.1,0.01424,0.00019455076458343718,0.01474,400000,5696.0,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,59.5,0.017096,0.0002143665085781825,0.01781,400000,6838.4,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,88.0,0.0323755,0.0003320959951580266,0.0388975,400000,12950.2,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,122.1,0.0431085,0.0003808533182210705,0.0513925,400000,17243.4,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,165.9,0.0501195,0.00039104954929011234,0.0562575,400000,20047.8,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,238.632,0.049335500000000004,0.0003712044584861556,0.0525475,400000,19734.2,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,241.995,0.04931,0.0003708638564217333,0.05248,400000,19724.0,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,295.223,0.045356499999999994,0.0003497545567966199,0.0473425,400000,18142.6,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,338.32,0.0416935,0.00033262854658011544,0.0431175,400000,16677.4,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,351.932,0.041021499999999995,0.0003294248776276618,0.0423475,400000,16408.6,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,463.004,0.033631,0.0002948397870030434,0.034265,400000,13452.4,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,583.187,0.026705500000000004,0.0002612618418368821,0.0270375,400000,10682.2,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,609.32,0.026063000000000003,0.0002577333893774728,0.026345,400000,10425.2,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,661.657,0.024015500000000002,0.0002470581915258023,0.0242375,400000,9606.2,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,768.36,0.0212835,0.00023177952886309868,0.0213975,400000,8513.4,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,911.204,0.0189525,0.000218600663310979,0.0190425,400000,7581.0,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,1120.29,0.015594,0.00019808331580423424,0.01565,400000,6237.6,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,1460.82,0.0125325,0.0001771334242880208,0.0125425,400000,5013.0,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,1764.49,0.010547,0.000162768240145306,0.010575,400000,4218.8,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,2614.51,0.007332999999999999,0.00013559682887147472,0.007345,400000,2933.2,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,3000.0,0.0063904999999999995,0.00012643278846881452,0.0063925,400000,2556.2,1.0,1
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,3304.8,0.005762000000000001,0.00012017071190602143,0.00577,400000,2304.8,1.0,0
rho1.60,Маринелли 1 л,ОИСН-16,1.6,1000.0,закрыта,3552.5,0.005327999999999999,0.00011545128842936315,0.00533,400000,2131.2,1.0,0
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,45.3,0.054283000000000005,0.00038494350234807184,0.057055,400000,21713.2,1.0,0
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,56.1,0.051107,0.00041774812985817186,0.061495,400000,20442.8,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,59.5,0.051435,0.0004301889119909996,0.063985,400000,20574.0,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,88.0,0.045888500000000006,0.0004541687461726093,0.0662325,400000,18355.4,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,122.1,0.0555375,0.00043133368753205445,0.0660275,400000,22215.0,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,165.9,0.0587315,0.0004179841504172138,0.0649275,400000,23492.6,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,238.632,0.054408000000000005,0.0003863987577619783,0.05736,400000,21763.2,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,241.995,0.0549825,0.00038777732012071055,0.0578525,400000,21993.0,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,295.223,0.049084499999999996,0.0003624737921560675,0.0510125,400000,19633.8,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,338.32,0.045344499999999996,0.0003448003045242275,0.0465725,400000,18137.8,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,351.932,0.044325500000000004,0.0003408485734164073,0.0455175,400000,17730.2,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,463.004,0.0350725,0.00030018535940315276,0.0356125,400000,14029.0,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,583.187,0.028683,0.00026989164492440297,0.028935,400000,11473.2,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,609.32,0.027983499999999998,0.00026673348121298906,0.0282475,400000,11193.4,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,661.657,0.026065,0.0002568511241945419,0.026245,400000,10426.0,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,768.36,0.0222715,0.00023725671750237127,0.0224075,400000,8908.6,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,911.204,0.0195045,0.00022181580196189808,0.0196025,400000,7801.8,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,1120.29,0.016233499999999998,0.00020205630403429635,0.0162875,400000,6493.4,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,1460.82,0.012906500000000001,0.00017995346620723924,0.0129325,400000,5162.6,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,1764.49,0.010996500000000001,0.00016602183591323162,0.0110125,400000,4398.6,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,2614.51,0.007674500000000001,0.00013864432913033263,0.0076825,400000,3069.8,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,3000.0,0.006511,0.0001276538287714082,0.006515,400000,2604.4,1.0,1
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,3304.8,0.0059865,0.0001224469272787194,0.0059925,400000,2394.6,1.0,0
water1.00,Маринелли 1 л,вода,1.0,1000.0,закрыта,3552.5,0.0053175,0.00011549350631096104,0.0053275,400000,2127.0,1.0,0
