metric,value
n_events,5000000
n_hits_in_crystal,4221
n_hits_direct,1951
n_hits_pb_scat,1578
n_hits_pb_born,692
flux_total_cm2_s,0
surface_cm2,0
rate_per_s,0.0086625
t_run_s,577200577.2
cps_total,7.3128825e-06
shield,1
shield_pb_mm,50
shield_cavity_mm,150x150x385
stand_mm,25
device_z_mm,-133.75
screen_up,1

bin_keV,counts,cps,counts_direct,counts_pb_scat,counts_pb_born
766,2,3.465e-09,1,1,0
767,2,3.465e-09,2,0,0
768,14,2.4255e-08,14,0,0
769,1,1.7325e-09,0,1,0
770,1,1.7325e-09,1,0,0
771,4,6.93e-09,1,3,0
772,0,0,0,0,0
773,2,3.465e-09,2,0,0
774,1,1.7325e-09,1,0,0
775,1,1.7325e-09,0,1,0
776,1,1.7325e-09,0,1,0
777,0,0,0,0,0
778,1,1.7325e-09,0,1,0
779,3,5.1975e-09,1,2,0
780,1,1.7325e-09,1,0,0
781,1,1.7325e-09,1,0,0
782,1,1.7325e-09,0,1,0
783,1,1.7325e-09,0,1,0
784,1,1.7325e-09,0,1,0
785,0,0,0,0,0
786,1,1.7325e-09,0,1,0
787,1,1.7325e-09,1,0,0
788,3,5.1975e-09,0,3,0
789,1,1.7325e-09,1,0,0
790,3,5.1975e-09,2,1,0
791,0,0,0,0,0
792,1,1.7325e-09,1,0,0
793,1,1.7325e-09,1,0,0
794,0,0,0,0,0
795,2,3.465e-09,2,0,0
796,1,1.7325e-09,1,0,0
797,3,5.1975e-09,0,3,0
798,2,3.465e-09,1,1,0
799,0,0,0,0,0
800,3,5.1975e-09,3,0,0
801,0,0,0,0,0
802,4,6.93e-09,2,2,0
803,0,0,0,0,0
804,1,1.7325e-09,0,1,0
805,2,3.465e-09,2,0,0
806,4,6.93e-09,3,1,0
807,0,0,0,0,0
808,1,1.7325e-09,0,1,0
809,1,1.7325e-09,0,1,0
810,1,1.7325e-09,0,1,0
811,0,0,0,0,0
812,1,1.7325e-09,0,1,0
813,1,1.7325e-09,1,0,0
814,3,5.1975e-09,2,1,0
815,1,1.7325e-09,1,0,0
816,0,0,0,0,0
817,6,1.0395e-08,5,1,0
818,3,5.1975e-09,3,0,0
819,0,0,0,0,0
820,1,1.7325e-09,1,0,0
821,2,3.465e-09,2,0,0
822,3,5.1975e-09,2,1,0
823,1,1.7325e-09,1,0,0
824,0,0,0,0,0
825,1,1.7325e-09,0,1,0
826,2,3.465e-09,1,1,0
827,1,1.7325e-09,1,0,0
828,1,1.7325e-09,0,1,0
829,1,1.7325e-09,1,0,0
830,3,5.1975e-09,3,0,0
831,1,1.7325e-09,0,1,0
832,3,5.1975e-09,1,2,0
833,1,1.7325e-09,0,1,0
834,1,1.7325e-09,0,1,0
835,2,3.465e-09,0,2,0
836,0,0,0,0,0
837,0,0,0,0,0
838,1,1.7325e-09,0,1,0
839,3,5.1975e-09,2,1,0
840,3,5.1975e-09,0,3,0
841,3,5.1975e-09,1,2,0
842,0,0,0,0,0
843,3,5.1975e-09,1,2,0
844,1,1.7325e-09,1,0,0
845,2,3.465e-09,1,1,0
846,0,0,0,0,0
847,2,3.465e-09,2,0,0
848,2,3.465e-09,0,2,0
849,3,5.1975e-09,0,3,0
850,4,6.93e-09,3,1,0
851,0,0,0,0,0
852,1,1.7325e-09,1,0,0
853,1,1.7325e-09,1,0,0
854,0,0,0,0,0
855,0,0,0,0,0
856,1,1.7325e-09,0,1,0
857,0,0,0,0,0
858,0,0,0,0,0
859,3,5.1975e-09,1,2,0
860,2,3.465e-09,2,0,0
861,0,0,0,0,0
862,2,3.465e-09,0,2,0
863,2,3.465e-09,2,0,0
864,0,0,0,0,0
865,2,3.465e-09,1,1,0
866,1,1.7325e-09,0,1,0
867,0,0,0,0,0
868,0,0,0,0,0
869,3,5.1975e-09,2,1,0
870,0,0,0,0,0
871,1,1.7325e-09,1,0,0
872,0,0,0,0,0
873,1,1.7325e-09,0,1,0
874,2,3.465e-09,2,0,0
875,1,1.7325e-09,1,0,0
876,1,1.7325e-09,0,1,0
877,0,0,0,0,0
878,1,1.7325e-09,0,1,0
879,1,1.7325e-09,1,0,0
880,3,5.1975e-09,2,1,0
881,1,1.7325e-09,1,0,0
882,0,0,0,0,0
883,3,5.1975e-09,2,1,0
884,0,0,0,0,0
885,0,0,0,0,0
886,1,1.7325e-09,0,1,0
887,0,0,0,0,0
888,3,5.1975e-09,2,1,0
889,2,3.465e-09,0,2,0
890,4,6.93e-09,3,1,0
891,2,3.465e-09,0,2,0
892,0,0,0,0,0
893,1,1.7325e-09,1,0,0
894,1,1.7325e-09,1,0,0
895,0,0,0,0,0
896,2,3.465e-09,0,2,0
897,0,0,0,0,0
898,1,1.7325e-09,0,1,0
899,2,3.465e-09,0,2,0
900,0,0,0,0,0
901,1,1.7325e-09,1,0,0
902,1,1.7325e-09,1,0,0
903,1,1.7325e-09,1,0,0
904,0,0,0,0,0
905,1,1.7325e-09,1,0,0
906,1,1.7325e-09,0,1,0
907,0,0,0,0,0
908,0,0,0,0,0
909,0,0,0,0,0
910,1,1.7325e-09,0,1,0
911,2,3.465e-09,0,2,0
912,1,1.7325e-09,1,0,0
913,0,0,0,0,0
914,1,1.7325e-09,0,1,0
915,0,0,0,0,0
916,2,3.465e-09,1,1,0
917,2,3.465e-09,1,1,0
918,0,0,0,0,0
919,1,1.7325e-09,1,0,0
920,1,1.7325e-09,1,0,0
921,1,1.7325e-09,1,0,0
922,1,1.7325e-09,0,1,0
923,0,0,0,0,0
924,2,3.465e-09,1,1,0
925,2,3.465e-09,1,1,0
926,0,0,0,0,0
927,0,0,0,0,0
928,1,1.7325e-09,1,0,0
929,1,1.7325e-09,1,0,0
930,1,1.7325e-09,0,1,0
931,0,0,0,0,0
932,2,3.465e-09,2,0,0
933,0,0,0,0,0
934,11,1.90575e-08,10,1,0
935,2,3.465e-09,1,1,0
936,2,3.465e-09,2,0,0
937,0,0,0,0,0
938,2,3.465e-09,1,1,0
939,1,1.7325e-09,1,0,0
940,1,1.7325e-09,0,1,0
941,0,0,0,0,0
942,0,0,0,0,0
943,0,0,0,0,0
944,1,1.7325e-09,1,0,0
945,1,1.7325e-09,1,0,0
946,1,1.7325e-09,1,0,0
947,1,1.7325e-09,1,0,0
948,1,1.7325e-09,0,1,0
949,0,0,0,0,0
950,0,0,0,0,0
951,1,1.7325e-09,1,0,0
952,0,0,0,0,0
953,0,0,0,0,0
954,0,0,0,0,0
955,0,0,0,0,0
956,0,0,0,0,0
957,0,0,0,0,0
958,1,1.7325e-09,1,0,0
959,0,0,0,0,0
960,0,0,0,0,0
961,0,0,0,0,0
962,1,1.7325e-09,0,1,0
963,1,1.7325e-09,1,0,0
964,0,0,0,0,0
965,0,0,0,0,0
966,0,0,0,0,0
967,0,0,0,0,0
968,0,0,0,0,0
969,0,0,0,0,0
970,0,0,0,0,0
971,1,1.7325e-09,1,0,0
972,0,0,0,0,0
973,0,0,0,0,0
974,0,0,0,0,0
975,1,1.7325e-09,1,0,0
976,1,1.7325e-09,1,0,0
977,2,3.465e-09,2,0,0
978,0,0,0,0,0
979,0,0,0,0,0
980,0,0,0,0,0
981,0,0,0,0,0
982,1,1.7325e-09,1,0,0
983,1,1.7325e-09,1,0,0
984,1,1.7325e-09,0,1,0
985,1,1.7325e-09,1,0,0
986,1,1.7325e-09,1,0,0
987,3,5.1975e-09,2,1,0
988,3,5.1975e-09,1,2,0
989,2,3.465e-09,0,2,0
990,0,0,0,0,0
991,0,0,0,0,0
992,0,0,0,0,0
993,2,3.465e-09,1,1,0
994,1,1.7325e-09,1,0,0
995,0,0,0,0,0
996,1,1.7325e-09,1,0,0
997,0,0,0,0,0
998,0,0,0,0,0
999,0,0,0,0,0
1000,2,3.465e-09,2,0,0
1001,1,1.7325e-09,0,1,0
1002,0,0,0,0,0
1003,2,3.465e-09,1,1,0
1004,1,1.7325e-09,0,1,0
1005,3,5.1975e-09,2,1,0
1006,3,5.1975e-09,3,0,0
1007,0,0,0,0,0
1008,1,1.7325e-09,0,1,0
1009,0,0,0,0,0
1010,0,0,0,0,0
1011,1,1.7325e-09,1,0,0
1012,0,0,0,0,0
1013,1,1.7325e-09,1,0,0
1014,1,1.7325e-09,0,1,0
1015,0,0,0,0,0
1016,2,3.465e-09,1,1,0
1017,1,1.7325e-09,1,0,0
1018,1,1.7325e-09,1,0,0
1019,1,1.7325e-09,0,1,0
1020,1,1.7325e-09,1,0,0
1021,1,1.7325e-09,1,0,0
1022,1,1.7325e-09,1,0,0
1023,0,0,0,0,0
1024,1,1.7325e-09,1,0,0
1025,1,1.7325e-09,0,1,0
1026,1,1.7325e-09,1,0,0
1027,0,0,0,0,0
1028,0,0,0,0,0
1029,0,0,0,0,0
1030,1,1.7325e-09,0,1,0
1031,0,0,0,0,0
1032,1,1.7325e-09,1,0,0
1033,2,3.465e-09,0,2,0
1034,0,0,0,0,0
1035,2,3.465e-09,1,1,0
1036,0,0,0,0,0
1037,1,1.7325e-09,1,0,0
1038,0,0,0,0,0
1039,0,0,0,0,0
1040,0,0,0,0,0
1041,0,0,0,0,0
1042,0,0,0,0,0
1043,0,0,0,0,0
1044,2,3.465e-09,1,1,0
1045,0,0,0,0,0
1046,3,5.1975e-09,1,1,1
1047,0,0,0,0,0
1048,0,0,0,0,0
1049,0,0,0,0,0
1050,0,0,0,0,0
1051,0,0,0,0,0
1052,0,0,0,0,0
1053,0,0,0,0,0
1054,0,0,0,0,0
1055,2,3.465e-09,1,1,0
1056,1,1.7325e-09,0,1,0
1057,1,1.7325e-09,1,0,0
1058,0,0,0,0,0
1059,1,1.7325e-09,1,0,0
1060,0,0,0,0,0
1061,1,1.7325e-09,1,0,0
1062,1,1.7325e-09,0,1,0
1063,0,0,0,0,0
1064,0,0,0,0,0
1065,0,0,0,0,0
1066,1,1.7325e-09,0,1,0
1067,2,3.465e-09,1,1,0
1068,0,0,0,0,0
1069,2,3.465e-09,2,0,0
1070,1,1.7325e-09,1,0,0
1071,1,1.7325e-09,1,0,0
1072,1,1.7325e-09,1,0,0
1073,0,0,0,0,0
1074,1,1.7325e-09,1,0,0
1075,1,1.7325e-09,1,0,0
1076,0,0,0,0,0
1077,3,5.1975e-09,1,2,0
1078,1,1.7325e-09,1,0,0
1079,0,0,0,0,0
1080,0,0,0,0,0
1081,0,0,0,0,0
1082,1,1.7325e-09,1,0,0
1083,0,0,0,0,0
1084,0,0,0,0,0
1085,0,0,0,0,0
1086,1,1.7325e-09,1,0,0
1087,0,0,0,0,0
1088,2,3.465e-09,2,0,0
1089,0,0,0,0,0
1090,0,0,0,0,0
1091,1,1.7325e-09,1,0,0
1092,4,6.93e-09,3,1,0
1093,1,1.7325e-09,0,1,0
1094,0,0,0,0,0
1095,2,3.465e-09,2,0,0
1096,0,0,0,0,0
1097,0,0,0,0,0
1098,0,0,0,0,0
1099,1,1.7325e-09,1,0,0
1100,0,0,0,0,0
1101,0,0,0,0,0
1102,0,0,0,0,0
1103,0,0,0,0,0
1104,2,3.465e-09,1,1,0
1105,0,0,0,0,0
1106,0,0,0,0,0
1107,0,0,0,0,0
1108,0,0,0,0,0
1109,1,1.7325e-09,1,0,0
1110,0,0,0,0,0
1111,1,1.7325e-09,0,1,0
1112,0,0,0,0,0
1113,0,0,0,0,0
1114,0,0,0,0,0
1115,0,0,0,0,0
1116,1,1.7325e-09,0,1,0
1117,5,8.6625e-09,3,2,0
1118,4,6.93e-09,2,2,0
1119,0,0,0,0,0
1120,12,2.079e-08,12,0,0
1121,2,3.465e-09,2,0,0
1122,2,3.465e-09,2,0,0
1123,0,0,0,0,0
1124,0,0,0,0,0
1125,0,0,0,0,0
1126,1,1.7325e-09,0,1,0
1127,0,0,0,0,0
1128,1,1.7325e-09,1,0,0
1129,1,1.7325e-09,1,0,0
1130,0,0,0,0,0
1131,1,1.7325e-09,0,1,0
1132,0,0,0,0,0
1133,1,1.7325e-09,0,1,0
1134,2,3.465e-09,1,1,0
1135,0,0,0,0,0
1136,0,0,0,0,0
1137,1,1.7325e-09,0,1,0
1138,1,1.7325e-09,1,0,0
1139,2,3.465e-09,2,0,0
1140,1,1.7325e-09,1,0,0
1141,0,0,0,0,0
1142,1,1.7325e-09,0,1,0
1143,0,0,0,0,0
1144,1,1.7325e-09,0,1,0
1145,0,0,0,0,0
1146,1,1.7325e-09,0,1,0
1147,1,1.7325e-09,0,1,0
1148,0,0,0,0,0
1149,0,0,0,0,0
1150,0,0,0,0,0
1151,1,1.7325e-09,0,1,0
1152,1,1.7325e-09,0,1,0
1153,0,0,0,0,0
1154,1,1.7325e-09,1,0,0
1155,4,6.93e-09,3,1,0
1156,0,0,0,0,0
1157,0,0,0,0,0
1158,1,1.7325e-09,1,0,0
1159,0,0,0,0,0
1160,1,1.7325e-09,1,0,0
1161,1,1.7325e-09,0,1,0
1162,0,0,0,0,0
1163,1,1.7325e-09,0,1,0
1164,0,0,0,0,0
1165,0,0,0,0,0
1166,0,0,0,0,0
1167,1,1.7325e-09,0,1,0
1168,2,3.465e-09,1,1,0
1169,1,1.7325e-09,0,1,0
1170,0,0,0,0,0
1171,0,0,0,0,0
1172,1,1.7325e-09,0,1,0
1173,0,0,0,0,0
1174,0,0,0,0,0
1175,0,0,0,0,0
1176,0,0,0,0,0
1177,0,0,0,0,0
1178,1,1.7325e-09,0,1,0
1179,1,1.7325e-09,0,1,0
1180,0,0,0,0,0
1181,0,0,0,0,0
1182,4,6.93e-09,4,0,0
1183,0,0,0,0,0
1184,1,1.7325e-09,1,0,0
1185,0,0,0,0,0
1186,0,0,0,0,0
1187,0,0,0,0,0
1188,1,1.7325e-09,0,1,0
1189,1,1.7325e-09,0,1,0
1190,0,0,0,0,0
1191,0,0,0,0,0
1192,1,1.7325e-09,0,1,0
1193,0,0,0,0,0
1194,0,0,0,0,0
1195,0,0,0,0,0
1196,1,1.7325e-09,1,0,0
1197,0,0,0,0,0
1198,1,1.7325e-09,1,0,0
1199,0,0,0,0,0
1200,1,1.7325e-09,1,0,0
1201,0,0,0,0,0
1202,0,0,0,0,0
1203,0,0,0,0,0
1204,1,1.7325e-09,1,0,0
1205,0,0,0,0,0
1206,2,3.465e-09,1,1,0
1207,1,1.7325e-09,1,0,0
1208,2,3.465e-09,1,1,0
1209,1,1.7325e-09,0,1,0
1210,2,3.465e-09,1,1,0
1211,1,1.7325e-09,1,0,0
1212,3,5.1975e-09,1,2,0
1213,2,3.465e-09,1,1,0
1214,0,0,0,0,0
1215,1,1.7325e-09,1,0,0
1216,1,1.7325e-09,0,1,0
1217,1,1.7325e-09,1,0,0
1218,0,0,0,0,0
1219,1,1.7325e-09,1,0,0
1220,1,1.7325e-09,1,0,0
1221,2,3.465e-09,1,1,0
1222,1,1.7325e-09,1,0,0
1223,0,0,0,0,0
1224,0,0,0,0,0
1225,0,0,0,0,0
1226,1,1.7325e-09,0,1,0
1227,3,5.1975e-09,1,2,0
1228,2,3.465e-09,1,1,0
1229,0,0,0,0,0
1230,0,0,0,0,0
1231,1,1.7325e-09,1,0,0
1232,0,0,0,0,0
1233,1,1.7325e-09,1,0,0
1234,1,1.7325e-09,0,1,0
1235,0,0,0,0,0
1236,1,1.7325e-09,1,0,0
1237,1,1.7325e-09,1,0,0
1238,7,1.21275e-08,6,1,0
1239,1,1.7325e-09,0,1,0
1240,1,1.7325e-09,1,0,0
1241,1,1.7325e-09,1,0,0
1242,0,0,0,0,0
1243,1,1.7325e-09,0,1,0
1244,0,0,0,0,0
1245,0,0,0,0,0
1246,0,0,0,0,0
1247,1,1.7325e-09,0,1,0
1248,1,1.7325e-09,1,0,0
1249,0,0,0,0,0
1250,0,0,0,0,0
1251,0,0,0,0,0
1252,0,0,0,0,0
1253,2,3.465e-09,1,1,0
1254,0,0,0,0,0
1255,1,1.7325e-09,1,0,0
1256,0,0,0,0,0
1257,1,1.7325e-09,1,0,0
1258,1,1.7325e-09,1,0,0
1259,1,1.7325e-09,0,1,0
1260,0,0,0,0,0
1261,0,0,0,0,0
1262,0,0,0,0,0
1263,0,0,0,0,0
1264,1,1.7325e-09,0,1,0
1265,0,0,0,0,0
1266,1,1.7325e-09,1,0,0
1267,1,1.7325e-09,1,0,0
1268,0,0,0,0,0
1269,0,0,0,0,0
1270,1,1.7325e-09,0,1,0
1271,1,1.7325e-09,0,1,0
1272,0,0,0,0,0
1273,0,0,0,0,0
1274,0,0,0,0,0
1275,2,3.465e-09,1,1,0
1276,1,1.7325e-09,1,0,0
1277,0,0,0,0,0
1278,1,1.7325e-09,1,0,0
1279,0,0,0,0,0
1280,2,3.465e-09,2,0,0
1281,0,0,0,0,0
1282,0,0,0,0,0
1283,0,0,0,0,0
1284,1,1.7325e-09,1,0,0
1285,1,1.7325e-09,1,0,0
1286,0,0,0,0,0
1287,1,1.7325e-09,1,0,0
1288,0,0,0,0,0
1289,0,0,0,0,0
1290,0,0,0,0,0
1291,2,3.465e-09,0,2,0
1292,1,1.7325e-09,1,0,0
1293,1,1.7325e-09,1,0,0
1294,0,0,0,0,0
1295,0,0,0,0,0
1296,0,0,0,0,0
1297,1,1.7325e-09,1,0,0
1298,0,0,0,0,0
1299,1,1.7325e-09,1,0,0
1300,2,3.465e-09,2,0,0
1301,1,1.7325e-09,1,0,0
1302,0,0,0,0,0
1303,1,1.7325e-09,1,0,0
1304,2,3.465e-09,1,1,0
1305,0,0,0,0,0
1306,0,0,0,0,0
1307,1,1.7325e-09,0,1,0
1308,0,0,0,0,0
1309,1,1.7325e-09,0,1,0
1310,0,0,0,0,0
1311,0,0,0,0,0
1312,0,0,0,0,0
1313,0,0,0,0,0
1314,1,1.7325e-09,1,0,0
1315,1,1.7325e-09,0,1,0
1316,0,0,0,0,0
1317,0,0,0,0,0
1318,1,1.7325e-09,0,1,0
1319,1,1.7325e-09,1,0,0
1320,0,0,0,0,0
1321,0,0,0,0,0
1322,0,0,0,0,0
1323,1,1.7325e-09,0,1,0
1324,0,0,0,0,0
1325,1,1.7325e-09,0,1,0
1326,1,1.7325e-09,0,1,0
1327,1,1.7325e-09,0,1,0
1328,0,0,0,0,0
1329,2,3.465e-09,2,0,0
1330,0,0,0,0,0
1331,0,0,0,0,0
1332,0,0,0,0,0
1333,0,0,0,0,0
1334,0,0,0,0,0
1335,0,0,0,0,0
1336,0,0,0,0,0
1337,0,0,0,0,0
1338,1,1.7325e-09,0,1,0
1339,0,0,0,0,0
1340,1,1.7325e-09,1,0,0
1341,0,0,0,0,0
1342,0,0,0,0,0
1343,1,1.7325e-09,0,1,0
1344,0,0,0,0,0
1345,0,0,0,0,0
1346,0,0,0,0,0
1347,1,1.7325e-09,0,1,0
1348,2,3.465e-09,1,1,0
1349,0,0,0,0,0
1350,0,0,0,0,0
1351,0,0,0,0,0
1352,1,1.7325e-09,1,0,0
1353,0,0,0,0,0
1354,1,1.7325e-09,1,0,0
1355,0,0,0,0,0
1356,0,0,0,0,0
1357,0,0,0,0,0
1358,0,0,0,0,0
1359,1,1.7325e-09,0,1,0
1360,0,0,0,0,0
1361,1,1.7325e-09,0,1,0
1362,1,1.7325e-09,0,1,0
1363,2,3.465e-09,1,1,0
1364,1,1.7325e-09,0,1,0
1365,1,1.7325e-09,0,1,0
1366,0,0,0,0,0
1367,1,1.7325e-09,1,0,0
1368,0,0,0,0,0
1369,1,1.7325e-09,1,0,0
1370,0,0,0,0,0
1371,3,5.1975e-09,2,1,0
1372,0,0,0,0,0
1373,1,1.7325e-09,0,1,0
1374,1,1.7325e-09,1,0,0
1375,0,0,0,0,0
1376,1,1.7325e-09,1,0,0
1377,2,3.465e-09,2,0,0
1378,0,0,0,0,0
1379,0,0,0,0,0
1380,0,0,0,0,0
1381,0,0,0,0,0
1382,0,0,0,0,0
1383,0,0,0,0,0
1384,0,0,0,0,0
1385,2,3.465e-09,2,0,0
1386,0,0,0,0,0
1387,1,1.7325e-09,1,0,0
1388,0,0,0,0,0
1389,1,1.7325e-09,1,0,0
1390,1,1.7325e-09,1,0,0
1391,0,0,0,0,0
1392,0,0,0,0,0
1393,0,0,0,0,0
1394,1,1.7325e-09,1,0,0
1395,2,3.465e-09,2,0,0
1396,0,0,0,0,0
1397,0,0,0,0,0
1398,0,0,0,0,0
1399,2,3.465e-09,2,0,0
1400,0,0,0,0,0
1401,0,0,0,0,0
1402,0,0,0,0,0
1403,0,0,0,0,0
1404,1,1.7325e-09,1,0,0
1405,0,0,0,0,0
1406,1,1.7325e-09,1,0,0
1407,3,5.1975e-09,3,0,0
1408,0,0,0,0,0
1409,0,0,0,0,0
1410,0,0,0,0,0
1411,0,0,0,0,0
1412,1,1.7325e-09,0,1,0
1413,0,0,0,0,0
1414,0,0,0,0,0
1415,1,1.7325e-09,1,0,0
1416,0,0,0,0,0
1417,1,1.7325e-09,1,0,0
1418,1,1.7325e-09,0,1,0
1419,0,0,0,0,0
1420,0,0,0,0,0
1421,0,0,0,0,0
1422,1,1.7325e-09,0,1,0
1423,0,0,0,0,0
1424,0,0,0,0,0
1425,2,3.465e-09,2,0,0
1426,2,3.465e-09,1,1,0
1427,0,0,0,0,0
1428,0,0,0,0,0
1429,0,0,0,0,0
1430,1,1.7325e-09,1,0,0
1431,1,1.7325e-09,1,0,0
1432,1,1.7325e-09,1,0,0
1433,1,1.7325e-09,1,0,0
1434,0,0,0,0,0
1435,0,0,0,0,0
1436,0,0,0,0,0
1437,0,0,0,0,0
1438,0,0,0,0,0
1439,0,0,0,0,0
1440,2,3.465e-09,0,2,0
1441,0,0,0,0,0
1442,1,1.7325e-09,1,0,0
1443,0,0,0,0,0
1444,1,1.7325e-09,1,0,0
1445,0,0,0,0,0
1446,1,1.7325e-09,1,0,0
1447,0,0,0,0,0
1448,0,0,0,0,0
1449,0,0,0,0,0
1450,1,1.7325e-09,1,0,0
1451,2,3.465e-09,2,0,0
1452,0,0,0,0,0
1453,0,0,0,0,0
1454,0,0,0,0,0
1455,0,0,0,0,0
1456,1,1.7325e-09,0,1,0
1457,0,0,0,0,0
1458,0,0,0,0,0
1459,0,0,0,0,0
1460,0,0,0,0,0
1461,0,0,0,0,0
1462,0,0,0,0,0
1463,0,0,0,0,0
1464,0,0,0,0,0
1465,2,3.465e-09,2,0,0
1466,1,1.7325e-09,1,0,0
1467,1,1.7325e-09,0,1,0
1468,0,0,0,0,0
1469,0,0,0,0,0
1470,0,0,0,0,0
1471,0,0,0,0,0
1472,0,0,0,0,0
1473,0,0,0,0,0
1474,0,0,0,0,0
1475,1,1.7325e-09,1,0,0
1476,0,0,0,0,0
1477,0,0,0,0,0
1478,0,0,0,0,0
1479,1,1.7325e-09,1,0,0
1480,0,0,0,0,0
1481,0,0,0,0,0
1482,1,1.7325e-09,0,1,0
1483,0,0,0,0,0
1484,0,0,0,0,0
1485,1,1.7325e-09,0,1,0
1486,0,0,0,0,0
1487,1,1.7325e-09,1,0,0
1488,0,0,0,0,0
1489,1,1.7325e-09,1,0,0
1490,0,0,0,0,0
1491,0,0,0,0,0
1492,1,1.7325e-09,1,0,0
1493,0,0,0,0,0
1494,1,1.7325e-09,0,1,0
1495,0,0,0,0,0
1496,0,0,0,0,0
1497,1,1.7325e-09,0,1,0
1498,0,0,0,0,0
1499,0,0,0,0,0
1500,0,0,0,0,0
1501,0,0,0,0,0
1502,1,1.7325e-09,0,1,0
1503,1,1.7325e-09,0,1,0
1504,0,0,0,0,0
1505,0,0,0,0,0
1506,0,0,0,0,0
1507,2,3.465e-09,2,0,0
1508,0,0,0,0,0
1509,0,0,0,0,0
1510,0,0,0,0,0
1511,1,1.7325e-09,0,1,0
1512,0,0,0,0,0
1513,0,0,0,0,0
1514,0,0,0,0,0
1515,1,1.7325e-09,0,1,0
1516,0,0,0,0,0
1517,0,0,0,0,0
1518,0,0,0,0,0
1519,0,0,0,0,0
1520,0,0,0,0,0
1521,1,1.7325e-09,1,0,0
1522,0,0,0,0,0
1523,0,0,0,0,0
1524,0,0,0,0,0
1525,0,0,0,0,0
1526,0,0,0,0,0
1527,0,0,0,0,0
1528,0,0,0,0,0
1529,2,3.465e-09,0,2,0
1530,0,0,0,0,0
1531,0,0,0,0,0
1532,1,1.7325e-09,1,0,0
1533,0,0,0,0,0
1534,1,1.7325e-09,0,1,0
1535,0,0,0,0,0
1536,0,0,0,0,0
1537,0,0,0,0,0
1538,0,0,0,0,0
1539,0,0,0,0,0
1540,0,0,0,0,0
1541,1,1.7325e-09,1,0,0
1542,0,0,0,0,0
1543,0,0,0,0,0
1544,1,1.7325e-09,0,1,0
1545,1,1.7325e-09,1,0,0
1546,0,0,0,0,0
1547,0,0,0,0,0
1548,0,0,0,0,0
1549,0,0,0,0,0
1550,0,0,0,0,0
1551,1,1.7325e-09,1,0,0
1552,0,0,0,0,0
1553,0,0,0,0,0
1554,0,0,0,0,0
1555,0,0,0,0,0
1556,0,0,0,0,0
1557,0,0,0,0,0
1558,0,0,0,0,0
1559,0,0,0,0,0
1560,0,0,0,0,0
1561,0,0,0,0,0
1562,0,0,0,0,0
1563,0,0,0,0,0
1564,0,0,0,0,0
1565,0,0,0,0,0
1566,0,0,0,0,0
1567,0,0,0,0,0
1568,1,1.7325e-09,1,0,0
1569,0,0,0,0,0
1570,1,1.7325e-09,1,0,0
1571,0,0,0,0,0
1572,0,0,0,0,0
1573,0,0,0,0,0
1574,1,1.7325e-09,1,0,0
1575,0,0,0,0,0
1576,1,1.7325e-09,1,0,0
1577,0,0,0,0,0
1578,0,0,0,0,0
1579,0,0,0,0,0
1580,0,0,0,0,0
1581,0,0,0,0,0
1582,0,0,0,0,0
1583,1,1.7325e-09,1,0,0
1584,0,0,0,0,0
1585,0,0,0,0,0
1586,1,1.7325e-09,1,0,0
1587,0,0,0,0,0
1588,0,0,0,0,0
1589,0,0,0,0,0
1590,1,1.7325e-09,1,0,0
1591,1,1.7325e-09,1,0,0
1592,0,0,0,0,0
1593,0,0,0,0,0
1594,0,0,0,0,0
1595,0,0,0,0,0
1596,0,0,0,0,0
1597,0,0,0,0,0
1598,1,1.7325e-09,1,0,0
1599,2,3.465e-09,2,0,0
1600,1,1.7325e-09,0,1,0
1601,0,0,0,0,0
1602,0,0,0,0,0
1603,0,0,0,0,0
1604,0,0,0,0,0
1605,0,0,0,0,0
1606,0,0,0,0,0
1607,3,5.1975e-09,2,1,0
1608,0,0,0,0,0
1609,1,1.7325e-09,0,1,0
1610,1,1.7325e-09,1,0,0
1611,1,1.7325e-09,1,0,0
1612,1,1.7325e-09,1,0,0
1613,0,0,0,0,0
1614,1,1.7325e-09,1,0,0
1615,0,0,0,0,0
1616,0,0,0,0,0
1617,0,0,0,0,0
1618,2,3.465e-09,2,0,0
1619,0,0,0,0,0
1620,0,0,0,0,0
1621,0,0,0,0,0
1622,0,0,0,0,0
1623,0,0,0,0,0
1624,0,0,0,0,0
1625,0,0,0,0,0
1626,0,0,0,0,0
1627,0,0,0,0,0
1628,0,0,0,0,0
1629,1,1.7325e-09,1,0,0
1630,0,0,0,0,0
1631,0,0,0,0,0
1632,0,0,0,0,0
1633,0,0,0,0,0
1634,0,0,0,0,0
1635,0,0,0,0,0
1636,0,0,0,0,0
1637,1,1.7325e-09,0,1,0
1638,0,0,0,0,0
1639,1,1.7325e-09,1,0,0
1640,0,0,0,0,0
1641,0,0,0,0,0
1642,0,0,0,0,0
1643,0,0,0,0,0
1644,0,0,0,0,0
1645,0,0,0,0,0
1646,0,0,0,0,0
1647,0,0,0,0,0
1648,0,0,0,0,0
1649,0,0,0,0,0
1650,0,0,0,0,0
1651,0,0,0,0,0
1652,0,0,0,0,0
1653,0,0,0,0,0
1654,0,0,0,0,0
1655,0,0,0,0,0
1656,0,0,0,0,0
1657,0,0,0,0,0
1658,0,0,0,0,0
1659,0,0,0,0,0
1660,0,0,0,0,0
1661,0,0,0,0,0
1662,0,0,0,0,0
