E_keV,counts_per_h_per_keV,sigma_counts_per_h_per_keV
20.5,16.374320,1.939764
21.5,16.520167,1.908092
22.5,17.000638,1.904350
23.5,17.761401,1.921654
24.5,18.707358,1.957028
25.5,19.715736,2.005475
26.5,20.661259,2.056344
27.5,21.440783,2.098462
28.5,21.989476,2.127312
29.5,22.284632,2.145393
30.5,22.338306,2.155507
31.5,22.184432,2.154689
32.5,21.867189,2.135380
33.5,21.434564,2.092206
34.5,20.936238,2.027558
35.5,20.422670,1.951768
36.5,19.942124,1.878724
37.5,19.535648,1.820442
38.5,19.231856,1.783662
39.5,19.043765,1.769318
40.5,18.968866,1.773802
41.5,18.992088,1.790756
42.5,19.090621,1.812954
43.5,19.239424,1.834150
44.5,19.416654,1.850352
45.5,19.608376,1.859975
46.5,19.812096,1.862944
47.5,20.038543,1.859557
48.5,20.311207,1.850055
49.5,20.663379,1.835276
50.5,21.132608,1.817907
51.5,21.753040,1.803336
52.5,22.546575,1.799129
53.5,23.514440,1.812806
54.5,24.631054,1.848633
55.5,25.842139,1.905135
56.5,27.068209,1.974873
57.5,28.213587,2.046538
58.5,29.179622,2.108104
59.5,29.879653,2.149677
60.5,30.252639,2.165400
61.5,30.272636,2.154253
62.5,29.952204,2.119790
63.5,29.339322,2.068919
64.5,28.508802,2.010014
65.5,27.550240,1.950845
66.5,26.555120,1.896995
67.5,25.605346,1.851307
68.5,24.764928,1.814404
69.5,24.075523,1.785780
70.5,23.555712,1.764733
71.5,23.203316,1.750712
72.5,22.999712,1.743100
73.5,22.915212,1.740798
74.5,22.914499,1.742007
75.5,22.961628,1.744380
76.5,23.024067,1.745485
77.5,23.075557,1.743343
78.5,23.097738,1.736848
79.5,23.080521,1.725945
80.5,23.021367,1.711533
81.5,22.923873,1.695151
82.5,22.795774,1.678525
83.5,22.647025,1.663086
84.5,22.487994,1.649607
85.5,22.328162,1.638062
86.5,22.175365,1.627771
87.5,22.035528,1.617750
88.5,21.912795,1.607158
89.5,21.809871,1.595652
90.5,21.728407,1.583545
91.5,21.669279,1.571706
92.5,21.632774,1.561257
93.5,21.618614,1.553171
94.5,21.625924,1.547926
95.5,21.653262,1.545351
96.5,21.698691,1.544706
97.5,21.760037,1.544965
98.5,21.835151,1.545173
99.5,21.922203,1.544744
100.5,22.020233,1.543618
101.5,22.129224,1.542242
102.5,22.250171,1.541397
103.5,22.384934,1.541962
104.5,22.535845,1.544682
105.5,22.705253,1.550030
106.5,22.894936,1.558168
107.5,23.105601,1.569009
