E_keV,counts_per_h_per_keV,sigma_counts_per_h_per_keV
20.5,1.765865,0.556545
21.5,1.916867,0.563621
22.5,2.159817,0.601249
23.5,2.482816,0.662025
24.5,2.854683,0.733946
25.5,3.233494,0.804066
26.5,3.576322,0.862716
27.5,3.847738,0.905856
28.5,4.025301,0.933887
29.5,4.101153,0.948107
30.5,4.080236,0.948063
31.5,3.976766,0.932032
32.5,3.810597,0.899654
33.5,3.604348,0.854010
34.5,3.381244,0.801582
35.5,3.163307,0.750453
36.5,2.969669,0.708083
37.5,2.815063,0.679604
38.5,2.708877,0.666901
39.5,2.654923,0.668430
40.5,2.652020,0.679962
41.5,2.695234,0.696205
42.5,2.777499,0.712719
43.5,2.891217,0.727260
44.5,3.029532,0.740037
45.5,3.187050,0.752801
46.5,3.359984,0.767306
47.5,3.545860,0.784079
48.5,3.743023,0.802244
49.5,3.950157,0.820334
50.5,4.165972,0.837302
51.5,4.389041,0.852989
52.5,4.617700,0.867884
53.5,4.849911,0.882575
54.5,5.082984,0.897370
55.5,5.313187,0.912324
56.5,5.535322,0.927468
57.5,5.742437,0.942894
58.5,5.925846,0.958493
59.5,6.075613,0.973494
60.5,6.181496,0.986164
61.5,6.234299,0.993945
62.5,6.227368,0.994032
63.5,6.157977,0.984155
64.5,6.028259,0.963253
65.5,5.845475,0.931833
66.5,5.621529,0.891962
67.5,5.371788,0.846946
68.5,5.113433,0.800817
69.5,4.863627,0.757733
70.5,4.637796,0.721375
71.5,4.448277,0.694439
72.5,4.303450,0.678288
73.5,4.207416,0.672903
74.5,4.160144,0.677150
75.5,4.157968,0.689258
76.5,4.194336,0.707285
77.5,4.260649,0.729408
78.5,4.347144,0.753965
79.5,4.443729,0.779352
80.5,4.540756,0.803888
81.5,4.629690,0.825777
82.5,4.703646,0.843215
83.5,4.757769,0.854628
84.5,4.789416,0.858960
85.5,4.798116,0.855921
86.5,4.785307,0.846110
87.5,4.753885,0.830950
88.5,4.707619,0.812452
89.5,4.650513,0.792817
90.5,4.586241,0.774003
91.5,4.517683,0.757360
92.5,4.446679,0.743474
93.5,4.373988,0.732243
94.5,4.299427,0.723150
95.5,4.222178,0.715566
96.5,4.141144,0.708981
97.5,4.055316,0.703080
98.5,3.964080,0.697679
99.5,3.867421,0.692592
100.5,3.766012,0.687504
101.5,3.661206,0.681919
102.5,3.554936,0.675216
103.5,3.449568,0.666780
104.5,3.347729,0.656179
105.5,3.252131,0.643332
106.5,3.165403,0.628632
107.5,3.089949,0.612981
108.5,3.027809,0.597754
109.5,2.980541,0.584644
110.5,2.949113,0.575408
111.5,2.933811,0.571536
112.5,2.934154,0.573902
113.5,2.948852,0.582529
114.5,2.975793,0.596550
115.5,3.012087,0.614380
116.5,3.054159,0.634014
117.5,3.097909,0.653345
118.5,3.138923,0.670417
119.5,3.172737,0.683590
120.5,3.195115,0.691634
121.5,3.202344,0.693756
122.5,3.191495,0.689584
123.5,3.160651,0.679124
124.5,3.109054,0.662702
125.5,3.037170,0.640902
126.5,2.946664,0.614510
127.5,2.840279,0.584475
128.5,2.721628,0.551886
129.5,2.594924,0.517955
130.5,2.464668,0.484014
131.5,2.335323,0.451491
132.5,2.211000,0.421858
133.5,2.095186,0.396528
134.5,1.990540,0.376679
135.5,1.898752,0.363037
136.5,1.820511,0.355700
137.5,1.755529,0.354081
138.5,1.702663,0.357045
139.5,1.660081,0.363160
140.5,1.625480,0.370961
141.5,1.596320,0.379129
142.5,1.570054,0.386587
143.5,1.544337,0.392511
144.5,1.517212,0.396315
145.5,1.487226,0.397616
146.5,1.453521,0.396201
147.5,1.415847,0.392007
148.5,1.374539,0.385100
149.5,1.330450,0.375678
150.5,1.284844,0.364065
151.5,1.239267,0.350726
152.5,1.195417,0.336261
153.5,1.154996,0.321407
154.5,1.119589,0.307012
155.5,1.090548,0.293987
156.5,1.068907,0.283222
157.5,1.055319,0.275464
158.5,1.050032,0.271189
159.5,1.052882,0.270501
160.5,1.063326,0.273120
161.5,1.080486,0.278448
162.5,1.103218,0.285707
163.5,1.130188,0.294081
164.5,1.159961,0.302817
165.5,1.191078,0.311292
166.5,1.222136,0.319038
167.5,1.251849,0.325737
168.5,1.279109,0.331210
169.5,1.303018,0.335391
170.5,1.322905,0.338302
171.5,1.338340,0.340031
172.5,1.349119,0.340702
173.5,1.355247,0.340457
174.5,1.356916,0.339441
175.5,1.354463,0.337785
176.5,1.348348,0.335603
177.5,1.339112,0.332988
178.5,1.327347,0.330012
179.5,1.313677,0.326734
180.5,1.298726,0.323202
181.5,1.283112,0.319461
182.5,1.267425,0.315560
183.5,1.252225,0.311552
184.5,1.238035,0.307504
185.5,1.225338,0.303493
186.5,1.214574,0.299613
187.5,1.206134,0.295977
188.5,1.200357,0.292712
189.5,1.197524,0.289965
190.5,1.197850,0.287891
191.5,1.201475,0.286649
192.5,1.208455,0.286390
193.5,1.218750,0.287233
194.5,1.232223,0.289256
195.5,1.248627,0.292472
196.5,1.267612,0.296824
197.5,1.288725,0.302179
198.5,1.311415,0.308342
199.5,1.335059,0.315065
200.5,1.358970,0.322071
201.5,1.382429,0.329078
202.5,1.404709,0.335812
203.5,1.425105,0.342033
204.5,1.442968,0.347542
205.5,1.457726,0.352186
206.5,1.468918,0.355868
207.5,1.476212,0.358539
208.5,1.479415,0.360199
209.5,1.478487,0.360891
210.5,1.473540,0.360694
