E_keV,measured,baseline,apparent
1279.36,2.547979e-04,1.305977e-04,1.741105e-04
1282.12,2.106982e-04,1.268441e-04,1.732166e-04
1284.88,2.433646e-04,1.232844e-04,1.722914e-04
1287.64,1.927317e-04,1.199189e-04,1.713488e-04
1290.40,2.106982e-04,1.166616e-04,1.703755e-04
1293.17,1.976317e-04,1.136800e-04,1.694393e-04
1295.93,1.845651e-04,1.108899e-04,1.685320e-04
1298.70,1.976317e-04,1.082746e-04,1.676637e-04
1301.46,2.547979e-04,1.057797e-04,1.668307e-04
1304.23,2.123316e-04,1.034739e-04,1.660716e-04
1307.00,1.682319e-04,1.013427e-04,1.653945e-04
1309.76,1.682319e-04,9.935137e-05,1.647977e-04
1312.53,1.731319e-04,9.747228e-05,1.642822e-04
1315.30,1.551654e-04,9.570726e-05,1.638567e-04
1318.07,1.927317e-04,9.409466e-05,1.635326e-04
1320.84,1.845651e-04,9.259165e-05,1.632975e-04
1323.61,1.910984e-04,9.119268e-05,1.631470e-04
1326.38,1.894651e-04,8.985907e-05,1.630733e-04
1329.16,1.894651e-04,8.866518e-05,1.630725e-04
1331.93,1.829318e-04,8.756724e-05,1.631265e-04
1334.70,1.812985e-04,8.656505e-05,1.632213e-04
1337.48,1.796652e-04,8.564499e-05,1.633425e-04
1340.25,1.894651e-04,8.483490e-05,1.634698e-04
1343.02,1.845651e-04,8.413892e-05,1.635833e-04
1345.80,1.731319e-04,8.355171e-05,1.636652e-04
1348.58,1.567987e-04,8.307842e-05,1.636962e-04
1351.35,1.829318e-04,8.272654e-05,1.636539e-04
1354.13,1.714986e-04,8.252157e-05,1.635241e-04
1356.91,1.894651e-04,8.246277e-05,1.632916e-04
1359.69,1.763985e-04,8.256325e-05,1.629428e-04
1362.47,1.976317e-04,8.284612e-05,1.624545e-04
1365.25,1.518987e-04,8.332622e-05,1.618281e-04
1368.03,1.976317e-04,8.401332e-05,1.610647e-04
1370.81,1.829318e-04,8.492911e-05,1.601563e-04
1373.60,1.714986e-04,8.609611e-05,1.591007e-04
1376.38,2.302981e-04,8.757738e-05,1.578678e-04
1379.16,2.008983e-04,8.932142e-05,1.565274e-04
1381.95,1.780318e-04,9.137908e-05,1.550586e-04
1384.73,1.992650e-04,9.377045e-05,1.534712e-04
1387.52,1.861984e-04,9.655060e-05,1.517551e-04
1390.30,1.878318e-04,9.972903e-05,1.499333e-04
1393.09,1.976317e-04,1.032467e-04,1.480596e-04
1395.88,2.057983e-04,1.071559e-04,1.461202e-04
1398.67,2.139649e-04,1.114604e-04,1.441292e-04
1401.45,1.927317e-04,1.162577e-04,1.420595e-04
1404.24,2.204982e-04,1.213970e-04,1.399898e-04
1407.03,1.943650e-04,1.268657e-04,1.379249e-04
1409.82,2.139649e-04,1.326744e-04,1.358602e-04
1412.62,2.188648e-04,1.387888e-04,1.338058e-04
1415.41,2.221315e-04,1.453319e-04,1.317188e-04
1418.20,2.221315e-04,1.519352e-04,1.297088e-04
1420.99,2.204982e-04,1.586713e-04,1.277347e-04
1423.79,2.874643e-04,1.654790e-04,1.257979e-04
1426.58,2.139649e-04,1.722986e-04,1.238965e-04
1429.38,2.580645e-04,1.791617e-04,1.219998e-04
1432.17,2.825643e-04,1.856765e-04,1.201923e-04
1434.97,2.809310e-04,1.919115e-04,1.184284e-04
1437.77,2.760310e-04,1.977736e-04,1.167072e-04
1440.56,2.613312e-04,2.031933e-04,1.150193e-04
1443.36,2.613312e-04,2.081156e-04,1.133447e-04
1446.16,3.217640e-04,2.122796e-04,1.117427e-04
1448.96,2.841976e-04,2.157247e-04,1.101744e-04
1451.76,2.792977e-04,2.183863e-04,1.086369e-04
1454.56,3.250306e-04,2.202153e-04,1.071201e-04
1457.36,3.364639e-04,2.211519e-04,1.056050e-04
1460.17,3.299306e-04,2.211482e-04,1.041436e-04
1462.97,2.809310e-04,2.202336e-04,1.027012e-04
1465.77,3.119641e-04,2.184154e-04,1.012755e-04
1468.58,2.956309e-04,2.157068e-04,9.986052e-05
1471.38,2.939976e-04,2.120615e-04,9.843106e-05
1474.19,2.743977e-04,2.076920e-04,9.704492e-05
1476.99,3.005308e-04,2.026043e-04,9.566927e-05
1479.80,3.054308e-04,1.968755e-04,9.430368e-05
1482.61,2.645978e-04,1.905919e-04,9.294827e-05
1485.41,2.874643e-04,1.836816e-04,9.157250e-05
1488.22,2.596978e-04,1.765515e-04,9.023874e-05
1491.03,2.449980e-04,1.691767e-04,8.892064e-05
1493.84,2.351980e-04,1.616479e-04,8.761850e-05
1496.65,2.319314e-04,1.540634e-04,8.633508e-05
1499.46,2.025316e-04,1.463950e-04,8.505294e-05
1502.28,2.466313e-04,1.389305e-04,8.380895e-05
1505.09,1.992650e-04,1.317369e-04,8.260441e-05
1507.90,2.090649e-04,1.248291e-04,8.143402e-05
1510.72,2.172315e-04,1.182695e-04,8.030237e-05
1513.53,2.074316e-04,1.120655e-04,7.920588e-05
1516.35,2.041650e-04,1.062773e-04,7.815126e-05
1519.16,2.188648e-04,1.010633e-04,7.716727e-05
1521.98,1.910984e-04,9.634823e-05,7.624125e-05
1524.79,1.682319e-04,9.214415e-05,7.537764e-05
1527.61,1.567987e-04,8.845446e-05,7.458059e-05
1530.43,1.747652e-04,8.522074e-05,7.384047e-05
1533.25,1.518987e-04,8.255362e-05,7.318928e-05
1536.07,1.584320e-04,8.037221e-05,7.261670e-05
1538.89,1.404655e-04,7.864327e-05,7.212280e-05
1541.71,1.551654e-04,7.733750e-05,7.170897e-05
1544.53,1.731319e-04,7.641762e-05,7.137402e-05
1547.35,1.469988e-04,7.585680e-05,7.112019e-05
1550.18,1.518987e-04,7.562189e-05,7.095122e-05
1553.00,1.486321e-04,7.565798e-05,7.085982e-05
1555.82,1.567987e-04,7.592346e-05,7.084319e-05
1558.65,1.306656e-04,7.637631e-05,7.089764e-05
1561.47,1.518987e-04,7.698445e-05,7.102087e-05
1564.30,1.257656e-04,7.769447e-05,7.120599e-05
1567.13,1.371989e-04,7.846118e-05,7.144440e-05
1569.95,1.649653e-04,7.925084e-05,7.172982e-05
1572.78,1.339322e-04,8.002738e-05,7.205452e-05
1575.61,1.371989e-04,8.075726e-05,7.241022e-05
1578.44,1.551654e-04,8.141939e-05,7.279514e-05
1581.27,1.420988e-04,8.196347e-05,7.318797e-05
1584.10,1.600653e-04,8.237590e-05,7.358359e-05
1586.93,1.584320e-04,8.263921e-05,7.397442e-05
1589.76,1.551654e-04,8.273796e-05,7.435210e-05
1592.60,1.404655e-04,8.266087e-05,7.470889e-05
1595.43,1.192323e-04,8.239150e-05,7.504319e-05
1598.26,1.404655e-04,8.193694e-05,7.533712e-05
1601.10,1.502654e-04,8.129827e-05,7.559197e-05
1603.93,1.257656e-04,8.048024e-05,7.580506e-05
1606.77,1.322989e-04,7.949144e-05,7.597481e-05
1609.60,1.175990e-04,7.834358e-05,7.610130e-05
1612.44,1.077991e-04,7.702561e-05,7.618680e-05
1615.28,1.616987e-04,7.559714e-05,7.623268e-05
1618.12,1.420988e-04,7.406404e-05,7.624620e-05
1620.95,1.290323e-04,7.244254e-05,7.623456e-05
1623.79,1.159657e-04,7.075307e-05,7.620620e-05
1626.63,1.143324e-04,6.901627e-05,7.617087e-05
1629.47,9.473254e-05,6.722934e-05,7.613890e-05
1632.32,8.329931e-05,6.544699e-05,7.612342e-05
1635.16,1.192323e-04,6.368934e-05,7.613629e-05
1638.00,9.146590e-05,6.196152e-05,7.618919e-05
1640.84,1.045325e-04,6.027909e-05,7.629381e-05
1643.69,1.077991e-04,5.865547e-05,7.646120e-05
1646.53,1.045325e-04,5.709517e-05,7.670309e-05
1649.38,1.061658e-04,5.560621e-05,7.703131e-05
1652.22,8.166599e-05,5.422791e-05,7.744543e-05
1655.07,1.110657e-04,5.294464e-05,7.795349e-05
1657.92,6.859943e-05,5.176044e-05,7.855835e-05
1660.77,7.349939e-05,5.067764e-05,7.926061e-05
1663.61,9.473254e-05,4.969706e-05,8.005850e-05
1666.46,7.839935e-05,4.880731e-05,8.096122e-05
1669.31,5.879951e-05,4.802801e-05,8.194266e-05
1672.16,7.513271e-05,4.734989e-05,8.299550e-05
1675.01,6.043283e-05,4.676507e-05,8.411288e-05
1677.87,9.473254e-05,4.626929e-05,8.528194e-05
1680.72,8.329931e-05,4.585773e-05,8.648824e-05
1683.57,8.656595e-05,4.552518e-05,8.771637e-05
1686.42,8.819927e-05,4.526292e-05,8.897027e-05
1689.28,8.166599e-05,4.507451e-05,9.018916e-05
1692.13,8.819927e-05,4.494814e-05,9.137707e-05
1694.99,6.533279e-05,4.487811e-05,9.251668e-05
1697.85,7.186607e-05,4.485878e-05,9.359113e-05
1700.70,8.166599e-05,4.488456e-05,9.458437e-05
1703.56,6.859943e-05,4.495009e-05,9.548249e-05
1706.42,9.309922e-05,4.505176e-05,9.627955e-05
1709.28,6.043283e-05,4.518124e-05,9.693997e-05
1712.14,6.043283e-05,4.533432e-05,9.746766e-05
1715.00,8.983258e-05,4.550608e-05,9.785418e-05
1717.86,8.329931e-05,4.569172e-05,9.809296e-05
1720.72,9.309922e-05,4.588667e-05,9.817933e-05
1723.58,9.309922e-05,4.608651e-05,9.811049e-05
1726.44,8.003267e-05,4.628992e-05,9.787906e-05
1729.31,8.819927e-05,4.648719e-05,9.749285e-05
1732.17,9.146590e-05,4.667704e-05,9.695416e-05
1735.03,7.186607e-05,4.685635e-05,9.626667e-05
1737.90,6.859943e-05,4.702200e-05,9.543575e-05
1740.76,9.636586e-05,4.717124e-05,9.446802e-05
1743.63,7.349939e-05,4.730168e-05,9.337125e-05
1746.50,7.023275e-05,4.741189e-05,9.214300e-05
1749.37,7.839935e-05,4.749899e-05,9.080209e-05
1752.23,7.513271e-05,4.756158e-05,8.937124e-05
1755.10,9.309922e-05,4.759969e-05,8.785170e-05
1757.97,1.028991e-04,4.761296e-05,8.625504e-05
1760.84,8.819927e-05,4.760149e-05,8.459326e-05
1763.71,8.166599e-05,4.756573e-05,8.287869e-05
1766.59,8.656595e-05,4.750656e-05,8.112389e-05
1769.46,7.186607e-05,4.742373e-05,7.931834e-05
1772.33,7.349939e-05,4.732085e-05,7.751650e-05
1775.20,8.329931e-05,4.719948e-05,7.571793e-05
1778.08,7.513271e-05,4.706145e-05,7.393020e-05
1780.95,7.349939e-05,4.690894e-05,7.216534e-05
1783.83,9.473254e-05,4.674437e-05,7.043493e-05
1786.70,6.533279e-05,4.657024e-05,6.874992e-05
1789.58,8.656595e-05,4.638894e-05,6.712054e-05
1792.46,7.349939e-05,4.620040e-05,6.553763e-05
1795.34,6.206615e-05,4.601140e-05,6.404541e-05
1798.22,6.696611e-05,4.582270e-05,6.263802e-05
1801.09,7.676603e-05,4.563581e-05,6.131761e-05
1803.97,8.656595e-05,4.545251e-05,6.008894e-05
1806.86,7.186607e-05,4.527430e-05,5.895557e-05
1809.74,6.696611e-05,4.510245e-05,5.791958e-05
1812.62,8.493263e-05,4.493794e-05,5.698178e-05
1815.50,6.043283e-05,4.478038e-05,5.613645e-05
1818.38,8.329931e-05,4.463144e-05,5.538894e-05
1821.27,6.369947e-05,4.449230e-05,5.474033e-05
1824.15,7.676603e-05,4.436161e-05,5.418037e-05
1827.04,5.389955e-05,4.423903e-05,5.370401e-05
1829.92,6.859943e-05,4.412397e-05,5.330536e-05
1832.81,6.859943e-05,4.401567e-05,5.297784e-05
1835.70,5.226623e-05,4.391321e-05,5.271435e-05
1838.58,7.349939e-05,4.381554e-05,5.250744e-05
1841.47,8.003267e-05,4.372052e-05,5.234816e-05
1844.36,7.023275e-05,4.362867e-05,5.223170e-05
1847.25,7.513271e-05,4.353833e-05,5.214902e-05
1850.14,6.859943e-05,4.344792e-05,5.209216e-05
1853.03,7.186607e-05,4.335623e-05,5.205409e-05
1855.92,6.206615e-05,4.326210e-05,5.202824e-05
1858.82,6.206615e-05,4.316443e-05,5.200858e-05
1861.71,4.083299e-05,4.306224e-05,5.198968e-05
1864.60,6.533279e-05,4.295464e-05,5.196674e-05
1867.50,6.859943e-05,4.283996e-05,5.193529e-05
1870.39,5.063291e-05,4.271846e-05,5.189201e-05
1873.29,7.513271e-05,4.259037e-05,5.183452e-05
1876.18,6.043283e-05,4.245464e-05,5.176046e-05
1879.08,5.226623e-05,4.231109e-05,5.166830e-05
1881.98,6.043283e-05,4.215970e-05,5.155707e-05
1884.87,6.043283e-05,4.200060e-05,5.142626e-05
1887.77,5.879951e-05,4.183408e-05,5.127581e-05
1890.67,4.736627e-05,4.166053e-05,5.110598e-05
1893.57,5.553287e-05,4.148049e-05,5.091736e-05
1896.47,5.389955e-05,4.129276e-05,5.070856e-05
1899.37,7.186607e-05,4.110124e-05,5.048404e-05
1902.27,3.919967e-05,4.090601e-05,5.024421e-05
1905.18,4.409963e-05,4.070748e-05,4.998968e-05
1908.08,6.696611e-05,4.050660e-05,4.972180e-05
1910.98,6.696611e-05,4.030436e-05,4.944180e-05
1913.89,7.023275e-05,4.010176e-05,4.915088e-05
1916.79,4.573295e-05,3.989978e-05,4.885028e-05
1919.70,6.043283e-05,3.969938e-05,4.854122e-05
1922.60,7.676603e-05,3.950150e-05,4.822486e-05
1925.51,6.043283e-05,3.930619e-05,4.790093e-05
1928.42,6.206615e-05,3.911467e-05,4.757105e-05
1931.33,5.063291e-05,3.892953e-05,4.723952e-05
1934.24,5.063291e-05,3.875008e-05,4.690515e-05
1937.14,5.716619e-05,3.857692e-05,4.656900e-05
1940.05,5.716619e-05,3.841059e-05,4.623209e-05
1942.97,5.389955e-05,3.825156e-05,4.589547e-05
1945.88,4.899959e-05,3.810023e-05,4.556014e-05
1948.79,6.533279e-05,3.795697e-05,4.522712e-05
1951.70,6.533279e-05,3.782206e-05,4.489738e-05
1954.62,7.023275e-05,3.769578e-05,4.457183e-05
1957.53,5.553287e-05,3.757817e-05,4.425094e-05
1960.44,5.716619e-05,3.746897e-05,4.393402e-05
1963.36,6.696611e-05,3.737014e-05,4.362678e-05
1966.27,4.899959e-05,3.728081e-05,4.332716e-05
1969.19,5.389955e-05,3.720124e-05,4.303586e-05
1972.11,5.553287e-05,3.713165e-05,4.275346e-05
1975.03,5.879951e-05,3.707232e-05,4.248047e-05
1977.94,5.226623e-05,3.702355e-05,4.221729e-05
1980.86,5.553287e-05,3.698565e-05,4.196421e-05
1983.78,6.696611e-05,3.695900e-05,4.172142e-05
1986.70,5.716619e-05,3.694398e-05,4.148900e-05
1989.62,4.736627e-05,3.694101e-05,4.126692e-05
1992.55,6.043283e-05,3.695054e-05,4.105504e-05
1995.47,5.226623e-05,3.697326e-05,4.085146e-05
1998.39,5.226623e-05,3.700945e-05,4.065912e-05
2001.32,7.349939e-05,3.705956e-05,4.047610e-05
2004.24,5.389955e-05,3.712407e-05,4.030167e-05
2007.16,4.246631e-05,3.720342e-05,4.013521e-05
2010.09,4.573295e-05,3.729804e-05,3.997602e-05
2013.02,4.573295e-05,3.740830e-05,3.982334e-05
2015.94,4.899959e-05,3.753452e-05,3.967637e-05
2018.87,4.083299e-05,3.767692e-05,3.953425e-05
2021.80,4.083299e-05,3.783565e-05,3.939609e-05
2024.73,6.043283e-05,3.801074e-05,3.926098e-05
2027.66,3.593303e-05,3.820210e-05,3.912800e-05
2030.59,5.226623e-05,3.840947e-05,3.899625e-05
2033.52,4.573295e-05,3.863293e-05,3.886455e-05
2036.45,4.736627e-05,3.887247e-05,3.873175e-05
2039.38,5.879951e-05,3.912497e-05,3.859843e-05
2042.31,5.716619e-05,3.939074e-05,3.846297e-05
2045.25,4.573295e-05,3.966862e-05,3.832469e-05
2048.18,6.206615e-05,3.995722e-05,3.818297e-05
2051.11,5.389955e-05,4.025495e-05,3.803730e-05
2054.05,3.756635e-05,4.056000e-05,3.788724e-05
2056.98,3.756635e-05,4.087041e-05,3.773248e-05
2059.92,5.553287e-05,4.118400e-05,3.757283e-05
2062.86,5.716619e-05,4.149845e-05,3.740819e-05
2065.80,6.043283e-05,4.181134e-05,3.723859e-05
2068.73,4.246631e-05,4.212010e-05,3.706420e-05
2071.67,4.083299e-05,4.242216e-05,3.688530e-05
2074.61,4.899959e-05,4.271490e-05,3.670225e-05
2077.55,5.226623e-05,4.299573e-05,3.651554e-05
2080.49,6.206615e-05,4.326312e-05,3.632495e-05
2083.44,5.063291e-05,4.351316e-05,3.613221e-05
2086.38,4.409963e-05,4.374343e-05,3.593838e-05
2089.32,4.246631e-05,4.395265e-05,3.574371e-05
2092.26,6.206615e-05,4.413907e-05,3.554908e-05
2095.21,4.409963e-05,4.430127e-05,3.535537e-05
2098.15,4.573295e-05,4.443814e-05,3.516349e-05
2101.10,4.246631e-05,4.454894e-05,3.497436e-05
2104.04,6.696611e-05,4.463329e-05,3.478890e-05
2106.99,5.226623e-05,4.469122e-05,3.460798e-05
2109.94,7.676603e-05,4.472314e-05,3.443248e-05
2112.89,6.369947e-05,4.472984e-05,3.426319e-05
2115.84,5.226623e-05,4.471248e-05,3.410088e-05
2118.78,5.226623e-05,4.467257e-05,3.394624e-05
2121.73,6.369947e-05,4.461191e-05,3.379989e-05
2124.68,4.899959e-05,4.453258e-05,3.366239e-05
2127.64,6.206615e-05,4.443690e-05,3.353419e-05
2130.59,5.879951e-05,4.432734e-05,3.341567e-05
2133.54,4.573295e-05,4.420649e-05,3.330711e-05
2136.49,5.553287e-05,4.407652e-05,3.320836e-05
2139.45,5.553287e-05,4.394078e-05,3.312009e-05
2142.40,4.899959e-05,4.380203e-05,3.304225e-05
2145.36,4.246631e-05,4.366250e-05,3.297454e-05
2148.31,5.716619e-05,4.352457e-05,3.291674e-05
2151.27,5.716619e-05,4.339042e-05,3.286856e-05
2154.23,4.409963e-05,4.326199e-05,3.282959e-05
2157.18,6.206615e-05,4.314100e-05,3.279936e-05
2160.14,6.206615e-05,4.302887e-05,3.277729e-05
2163.10,5.389955e-05,4.292673e-05,3.276271e-05
2166.06,3.919967e-05,4.283542e-05,3.275488e-05
2169.02,5.226623e-05,4.275547e-05,3.275300e-05
2171.98,5.389955e-05,4.268715e-05,3.275619e-05
2174.94,5.879951e-05,4.263042e-05,3.276352e-05
2177.90,4.409963e-05,4.258501e-05,3.277403e-05
2180.87,3.593303e-05,4.255043e-05,3.278670e-05
2183.83,5.879951e-05,4.252597e-05,3.280052e-05
2186.79,4.899959e-05,4.251076e-05,3.281446e-05
2189.76,5.879951e-05,4.250382e-05,3.282751e-05
2192.72,4.409963e-05,4.250403e-05,3.283867e-05
2195.69,4.573295e-05,4.251025e-05,3.284700e-05
2198.66,4.899959e-05,4.252130e-05,3.285160e-05
2201.62,5.389955e-05,4.253598e-05,3.285165e-05
2204.59,5.716619e-05,4.255315e-05,3.284639e-05
2207.56,4.736627e-05,4.257173e-05,3.283518e-05
2210.53,5.389955e-05,4.259071e-05,3.281747e-05
2213.50,3.756635e-05,4.260921e-05,3.279276e-05
2216.47,4.899959e-05,4.262641e-05,3.276075e-05
2219.44,5.879951e-05,4.264167e-05,3.272133e-05
2222.41,4.736627e-05,4.265447e-05,3.267437e-05
2225.39,4.736627e-05,4.266443e-05,3.261991e-05
2228.36,5.226623e-05,4.267131e-05,3.255807e-05
2231.33,4.899959e-05,4.267500e-05,3.248913e-05
2234.31,4.573295e-05,4.267549e-05,3.241340e-05
2237.28,3.593303e-05,4.267291e-05,3.233132e-05
2240.26,4.899959e-05,4.266744e-05,3.224336e-05
2243.23,4.246631e-05,4.265937e-05,3.215007e-05
2246.21,5.389955e-05,4.264902e-05,3.205199e-05
2249.19,5.389955e-05,4.263675e-05,3.194973e-05
2252.17,4.573295e-05,4.262294e-05,3.184386e-05
2255.14,4.246631e-05,4.260796e-05,3.173495e-05
2258.12,4.409963e-05,4.259212e-05,3.162354e-05
2261.10,4.083299e-05,4.257571e-05,3.151013e-05
2264.08,6.859943e-05,4.255893e-05,3.139515e-05
2267.07,5.716619e-05,4.254188e-05,3.127900e-05
2270.05,4.899959e-05,4.252457e-05,3.116198e-05
2273.03,5.389955e-05,4.250686e-05,3.104435e-05
2276.01,4.083299e-05,4.248849e-05,3.092629e-05
2279.00,4.736627e-05,4.246905e-05,3.080790e-05
2281.98,4.573295e-05,4.244797e-05,3.068923e-05
2284.97,4.899959e-05,4.242455e-05,3.057027e-05
2287.95,4.246631e-05,4.239791e-05,3.045098e-05
2290.94,5.553287e-05,4.236704e-05,3.033125e-05
2293.93,2.123316e-05,4.233080e-05,3.021098e-05
2296.91,3.919967e-05,4.228789e-05,3.009004e-05
2299.90,5.063291e-05,4.223693e-05,2.996831e-05
2302.89,4.573295e-05,4.217643e-05,2.984569e-05
2305.88,4.246631e-05,4.210486e-05,2.972208e-05
2308.87,3.756635e-05,4.202060e-05,2.959746e-05
2311.86,5.716619e-05,4.192205e-05,2.947184e-05
2314.85,4.409963e-05,4.180758e-05,2.934527e-05
2317.85,4.246631e-05,4.167564e-05,2.921791e-05
2320.84,5.389955e-05,4.152470e-05,2.908995e-05
2323.83,5.553287e-05,4.135336e-05,2.896168e-05
2326.83,5.389955e-05,4.116034e-05,2.883346e-05
2329.82,3.919967e-05,4.094449e-05,2.870574e-05
2332.82,4.409963e-05,4.070486e-05,2.857903e-05
2335.81,3.266639e-05,4.044068e-05,2.845391e-05
2338.81,3.756635e-05,4.015140e-05,2.833103e-05
2341.81,5.389955e-05,3.983671e-05,2.821110e-05
2344.81,3.919967e-05,3.949654e-05,2.809487e-05
2347.80,4.573295e-05,3.913109e-05,2.798313e-05
2350.80,3.756635e-05,3.874079e-05,2.787669e-05
2353.80,3.756635e-05,3.832634e-05,2.777638e-05
2356.80,3.266639e-05,3.788869e-05,2.768302e-05
2359.81,5.389955e-05,3.742904e-05,2.759741e-05
2362.81,4.899959e-05,3.694880e-05,2.752032e-05
2365.81,3.266639e-05,3.644961e-05,2.745250e-05
2368.81,5.716619e-05,3.593330e-05,2.739459e-05
2371.82,3.919967e-05,3.540186e-05,2.734721e-05
2374.82,3.266639e-05,3.485739e-05,2.731086e-05
2377.83,2.939976e-05,3.430213e-05,2.728594e-05
2380.83,3.266639e-05,3.373841e-05,2.727277e-05
2383.84,4.573295e-05,3.316861e-05,2.727153e-05
2386.85,3.919967e-05,3.259510e-05,2.728226e-05
2389.85,3.429971e-05,3.202029e-05,2.730489e-05
2392.86,2.776644e-05,3.144651e-05,2.733921e-05
2395.87,3.103307e-05,3.087605e-05,2.738486e-05
2398.88,3.266639e-05,3.031109e-05,2.744136e-05
2401.89,3.266639e-05,2.975372e-05,2.750807e-05
2404.90,3.756635e-05,2.920587e-05,2.758425e-05
2407.91,3.266639e-05,2.866934e-05,2.766900e-05
2410.93,2.286648e-05,2.814575e-05,2.776136e-05
2413.94,4.246631e-05,2.763655e-05,2.786022e-05
2416.95,3.103307e-05,2.714301e-05,2.796443e-05
2419.97,3.756635e-05,2.666619e-05,2.807274e-05
2422.98,2.939976e-05,2.620701e-05,2.818386e-05
2426.00,3.103307e-05,2.576615e-05,2.829648e-05
2429.01,1.959984e-05,2.534415e-05,2.840928e-05
2432.03,1.633320e-05,2.494138e-05,2.852094e-05
2435.05,2.123316e-05,2.455804e-05,2.863018e-05
2438.06,2.123316e-05,2.419418e-05,2.873576e-05
2441.08,2.449980e-05,2.384974e-05,2.883653e-05
2444.10,3.103307e-05,2.352455e-05,2.893140e-05
2447.12,1.469988e-05,2.321834e-05,2.901942e-05
2450.14,2.286648e-05,2.293077e-05,2.909971e-05
2453.16,3.429971e-05,2.266147e-05,2.917156e-05
2456.18,2.123316e-05,2.241002e-05,2.923439e-05
2459.21,2.123316e-05,2.217599e-05,2.928773e-05
2462.23,1.796652e-05,2.195898e-05,2.933129e-05
2465.25,2.776644e-05,2.175861e-05,2.936490e-05
2468.28,2.286648e-05,2.157455e-05,2.938855e-05
2471.30,2.613312e-05,2.140652e-05,2.940236e-05
2474.33,2.449980e-05,2.125433e-05,2.940655e-05
2477.36,1.633320e-05,2.111789e-05,2.940150e-05
2480.38,1.469988e-05,2.099717e-05,2.938766e-05
2483.41,1.959984e-05,2.089229e-05,2.936557e-05
2486.44,1.469988e-05,2.080345e-05,2.933586e-05
2489.47,1.796652e-05,2.073096e-05,2.929919e-05
2492.50,1.796652e-05,2.067517e-05,2.925622e-05
2495.53,1.143324e-05,2.063671e-05,2.920768e-05
2498.56,2.123316e-05,2.061626e-05,2.915448e-05
2501.59,2.613312e-05,2.061436e-05,2.909727e-05
2504.62,1.633320e-05,2.063176e-05,2.903676e-05
2507.65,2.449980e-05,2.066920e-05,2.897362e-05
2510.69,1.469988e-05,2.072748e-05,2.890849e-05
2513.72,2.776644e-05,2.080735e-05,2.884196e-05
2516.76,9.799918e-06,2.090953e-05,2.877453e-05
2519.79,2.286648e-05,2.103467e-05,2.870666e-05
2522.83,1.633320e-05,2.118330e-05,2.863872e-05
2525.86,1.143324e-05,2.135584e-05,2.857104e-05
2528.90,1.143324e-05,2.155251e-05,2.850384e-05
2531.94,2.286648e-05,2.177334e-05,2.843731e-05
2534.98,1.633320e-05,2.201813e-05,2.837154e-05
2538.02,1.306656e-05,2.228640e-05,2.830659e-05
2541.06,2.613312e-05,2.257740e-05,2.824244e-05
2544.10,2.123316e-05,2.289006e-05,2.817906e-05
2547.14,2.286648e-05,2.322299e-05,2.811633e-05
2550.18,2.449980e-05,2.357444e-05,2.805415e-05
2553.22,1.959984e-05,2.394236e-05,2.799236e-05
2556.26,1.796652e-05,2.432431e-05,2.793081e-05
2559.31,3.103307e-05,2.471755e-05,2.786931e-05
2562.35,3.429971e-05,2.511901e-05,2.780771e-05
2565.40,2.613312e-05,2.552534e-05,2.774583e-05
2568.44,2.613312e-05,2.593291e-05,2.768352e-05
2571.49,1.469988e-05,2.633842e-05,2.762055e-05
2574.54,1.469988e-05,2.673821e-05,2.755671e-05
2577.58,1.959984e-05,2.712575e-05,2.749233e-05
2580.63,2.449980e-05,2.749830e-05,2.742708e-05
2583.68,3.593303e-05,2.785168e-05,2.736093e-05
2586.73,2.286648e-05,2.818176e-05,2.729383e-05
2589.78,3.266639e-05,2.848456e-05,2.722580e-05
2592.83,2.776644e-05,2.875628e-05,2.715686e-05
2595.88,2.286648e-05,2.899339e-05,2.708705e-05
2598.93,3.266639e-05,2.919270e-05,2.701643e-05
2601.99,2.449980e-05,2.935139e-05,2.694508e-05
2605.04,2.613312e-05,2.946710e-05,2.687308e-05
2608.09,2.613312e-05,2.953790e-05,2.680053e-05
2611.15,4.573295e-05,2.956242e-05,2.672753e-05
2614.20,4.083299e-05,2.953981e-05,2.665417e-05
2617.26,3.103307e-05,2.946978e-05,2.658054e-05
2620.32,2.776644e-05,2.935259e-05,2.650674e-05
2623.37,2.939976e-05,2.918907e-05,2.643284e-05
2626.43,3.103307e-05,2.898056e-05,2.635892e-05
2629.49,3.103307e-05,2.872836e-05,2.628487e-05
2632.55,1.959984e-05,2.843434e-05,2.621071e-05
2635.61,2.776644e-05,2.810349e-05,2.613699e-05
2638.67,3.919967e-05,2.773783e-05,2.606341e-05
2641.73,3.429971e-05,2.734086e-05,2.598995e-05
2644.79,2.123316e-05,2.691631e-05,2.591663e-05
2647.85,1.469988e-05,2.646810e-05,2.584343e-05
2650.92,2.939976e-05,2.600029e-05,2.577033e-05
2653.98,2.449980e-05,2.551700e-05,2.569730e-05
2657.04,3.103307e-05,2.502235e-05,2.562432e-05
2660.11,2.449980e-05,2.452038e-05,2.555134e-05
2663.17,1.959984e-05,2.401502e-05,2.547836e-05
2666.24,2.449980e-05,2.351005e-05,2.540532e-05
2669.31,2.286648e-05,2.300900e-05,2.533222e-05
2672.37,1.959984e-05,2.251517e-05,2.525901e-05
2675.44,3.593303e-05,2.203156e-05,2.518570e-05
2678.51,2.286648e-05,2.155868e-05,2.511188e-05
2681.58,1.633320e-05,2.110227e-05,2.503808e-05
