metric,value
n_events,100000000
n_hits_in_crystal,7898
n_overflow,4338
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,21044.00142

bin_keV,counts,per_muon
0,3,3e-08
1,4,4e-08
2,1,1e-08
3,1,1e-08
4,1,1e-08
5,3,3e-08
6,2,2e-08
7,2,2e-08
8,4,4e-08
9,1,1e-08
10,3,3e-08
11,1,1e-08
12,3,3e-08
13,4,4e-08
14,2,2e-08
15,2,2e-08
16,3,3e-08
17,1,1e-08
18,3,3e-08
19,2,2e-08
20,0,0
21,1,1e-08
22,1,1e-08
23,1,1e-08
24,1,1e-08
25,9,9e-08
26,1,1e-08
27,3,3e-08
28,0,0
29,4,4e-08
30,5,5e-08
31,3,3e-08
32,2,2e-08
33,3,3e-08
34,1,1e-08
35,2,2e-08
36,2,2e-08
37,1,1e-08
38,7,7e-08
39,5,5e-08
40,1,1e-08
41,1,1e-08
42,1,1e-08
43,1,1e-08
44,2,2e-08
45,0,0
46,4,4e-08
47,2,2e-08
48,0,0
49,2,2e-08
50,3,3e-08
51,0,0
52,3,3e-08
53,4,4e-08
54,2,2e-08
55,2,2e-08
56,1,1e-08
57,0,0
58,4,4e-08
59,2,2e-08
60,3,3e-08
61,2,2e-08
62,1,1e-08
63,2,2e-08
64,1,1e-08
65,2,2e-08
66,2,2e-08
67,3,3e-08
68,2,2e-08
69,1,1e-08
70,2,2e-08
71,1,1e-08
72,3,3e-08
73,0,0
74,3,3e-08
75,4,4e-08
76,2,2e-08
77,4,4e-08
78,1,1e-08
79,0,0
80,2,2e-08
81,6,6e-08
82,2,2e-08
83,0,0
84,5,5e-08
85,4,4e-08
86,1,1e-08
87,2,2e-08
88,3,3e-08
89,2,2e-08
90,1,1e-08
91,2,2e-08
92,2,2e-08
93,2,2e-08
94,1,1e-08
95,3,3e-08
96,2,2e-08
97,1,1e-08
98,2,2e-08
99,2,2e-08
100,2,2e-08
101,1,1e-08
102,1,1e-08
103,1,1e-08
104,3,3e-08
105,0,0
106,3,3e-08
107,0,0
108,1,1e-08
109,2,2e-08
110,2,2e-08
111,0,0
112,4,4e-08
113,1,1e-08
114,2,2e-08
115,1,1e-08
116,2,2e-08
117,0,0
118,0,0
119,0,0
120,1,1e-08
121,1,1e-08
122,2,2e-08
123,2,2e-08
124,1,1e-08
125,1,1e-08
126,0,0
127,1,1e-08
128,2,2e-08
129,2,2e-08
130,2,2e-08
131,1,1e-08
132,1,1e-08
133,1,1e-08
134,4,4e-08
135,5,5e-08
136,2,2e-08
137,2,2e-08
138,2,2e-08
139,3,3e-08
140,1,1e-08
141,3,3e-08
142,0,0
143,1,1e-08
144,1,1e-08
145,1,1e-08
146,1,1e-08
147,3,3e-08
148,1,1e-08
149,0,0
150,5,5e-08
151,1,1e-08
152,2,2e-08
153,1,1e-08
154,1,1e-08
155,1,1e-08
156,1,1e-08
157,1,1e-08
158,2,2e-08
159,1,1e-08
160,2,2e-08
161,1,1e-08
162,2,2e-08
163,3,3e-08
164,3,3e-08
165,2,2e-08
166,4,4e-08
167,1,1e-08
168,0,0
169,0,0
170,2,2e-08
171,1,1e-08
172,0,0
173,1,1e-08
174,2,2e-08
175,1,1e-08
176,2,2e-08
177,3,3e-08
178,2,2e-08
179,2,2e-08
180,0,0
181,2,2e-08
182,4,4e-08
183,2,2e-08
184,2,2e-08
185,2,2e-08
186,0,0
187,2,2e-08
188,4,4e-08
189,1,1e-08
190,3,3e-08
191,3,3e-08
192,0,0
193,1,1e-08
194,0,0
195,0,0
196,5,5e-08
197,2,2e-08
198,2,2e-08
199,3,3e-08
200,2,2e-08
201,4,4e-08
202,0,0
203,0,0
204,3,3e-08
205,1,1e-08
206,4,4e-08
207,1,1e-08
208,0,0
209,2,2e-08
210,1,1e-08
211,0,0
212,1,1e-08
213,0,0
214,1,1e-08
215,0,0
216,3,3e-08
217,0,0
218,0,0
219,0,0
220,2,2e-08
221,3,3e-08
222,3,3e-08
223,2,2e-08
224,3,3e-08
225,2,2e-08
