metric,value
n_events,100000000
n_hits_in_crystal,9194
n_overflow,4492
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,19303.05086

bin_keV,counts,per_muon
0,22,2.2e-07
1,11,1.1e-07
2,9,9e-08
3,14,1.4e-07
4,7,7e-08
5,4,4e-08
6,7,7e-08
7,8,8e-08
8,11,1.1e-07
9,14,1.4e-07
10,10,1e-07
11,12,1.2e-07
12,12,1.2e-07
13,10,1e-07
14,4,4e-08
15,5,5e-08
16,9,9e-08
17,6,6e-08
18,5,5e-08
19,12,1.2e-07
20,2,2e-08
21,7,7e-08
22,2,2e-08
23,8,8e-08
24,6,6e-08
25,8,8e-08
26,5,5e-08
27,3,3e-08
28,4,4e-08
29,4,4e-08
30,6,6e-08
31,8,8e-08
32,2,2e-08
33,3,3e-08
34,6,6e-08
35,3,3e-08
36,11,1.1e-07
37,4,4e-08
38,7,7e-08
39,12,1.2e-07
40,8,8e-08
41,7,7e-08
42,3,3e-08
43,2,2e-08
44,2,2e-08
45,5,5e-08
46,4,4e-08
47,3,3e-08
48,8,8e-08
49,3,3e-08
50,5,5e-08
51,6,6e-08
52,3,3e-08
53,3,3e-08
54,4,4e-08
55,7,7e-08
56,3,3e-08
57,7,7e-08
58,8,8e-08
59,11,1.1e-07
60,4,4e-08
61,4,4e-08
62,5,5e-08
63,8,8e-08
64,4,4e-08
65,4,4e-08
66,4,4e-08
67,4,4e-08
68,2,2e-08
69,2,2e-08
70,5,5e-08
71,9,9e-08
72,10,1e-07
73,4,4e-08
74,2,2e-08
75,4,4e-08
76,2,2e-08
77,10,1e-07
78,2,2e-08
79,4,4e-08
80,5,5e-08
81,6,6e-08
82,5,5e-08
83,4,4e-08
84,6,6e-08
85,4,4e-08
86,3,3e-08
87,4,4e-08
88,1,1e-08
89,5,5e-08
90,3,3e-08
91,3,3e-08
92,3,3e-08
93,4,4e-08
94,3,3e-08
95,2,2e-08
96,2,2e-08
97,6,6e-08
98,1,1e-08
99,5,5e-08
100,4,4e-08
101,3,3e-08
102,3,3e-08
103,5,5e-08
104,0,0
105,3,3e-08
106,3,3e-08
107,3,3e-08
108,5,5e-08
109,7,7e-08
110,2,2e-08
111,4,4e-08
112,5,5e-08
113,4,4e-08
114,2,2e-08
115,4,4e-08
116,5,5e-08
117,4,4e-08
118,4,4e-08
119,3,3e-08
120,3,3e-08
121,2,2e-08
122,7,7e-08
123,0,0
124,3,3e-08
125,9,9e-08
126,3,3e-08
127,3,3e-08
128,3,3e-08
129,3,3e-08
130,5,5e-08
131,2,2e-08
132,5,5e-08
133,6,6e-08
134,3,3e-08
135,1,1e-08
136,5,5e-08
137,5,5e-08
138,7,7e-08
139,6,6e-08
140,2,2e-08
141,1,1e-08
142,3,3e-08
143,2,2e-08
144,7,7e-08
145,2,2e-08
146,6,6e-08
147,3,3e-08
148,8,8e-08
149,6,6e-08
150,4,4e-08
151,3,3e-08
152,3,3e-08
153,7,7e-08
154,1,1e-08
155,3,3e-08
156,6,6e-08
157,3,3e-08
158,3,3e-08
159,1,1e-08
160,3,3e-08
161,7,7e-08
162,3,3e-08
163,5,5e-08
164,6,6e-08
165,1,1e-08
166,3,3e-08
167,2,2e-08
168,4,4e-08
169,4,4e-08
170,6,6e-08
171,3,3e-08
172,1,1e-08
173,3,3e-08
174,4,4e-08
175,2,2e-08
176,6,6e-08
177,7,7e-08
178,3,3e-08
179,4,4e-08
180,2,2e-08
181,2,2e-08
182,4,4e-08
183,3,3e-08
184,5,5e-08
185,3,3e-08
186,8,8e-08
187,1,1e-08
188,4,4e-08
189,6,6e-08
190,5,5e-08
