metric,value
n_events,100000000
n_hits_in_crystal,9271
n_overflow,4557
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,16564.57574

bin_keV,counts,per_muon
0,15,1.5e-07
1,13,1.3e-07
2,10,1e-07
3,9,9e-08
4,14,1.4e-07
5,10,1e-07
6,8,8e-08
7,6,6e-08
8,11,1.1e-07
9,6,6e-08
10,5,5e-08
11,7,7e-08
12,7,7e-08
13,9,9e-08
14,5,5e-08
15,3,3e-08
16,4,4e-08
17,5,5e-08
18,10,1e-07
19,6,6e-08
20,5,5e-08
21,11,1.1e-07
22,6,6e-08
23,4,4e-08
24,9,9e-08
25,9,9e-08
26,12,1.2e-07
27,9,9e-08
28,5,5e-08
29,7,7e-08
30,8,8e-08
31,10,1e-07
32,4,4e-08
33,4,4e-08
34,7,7e-08
35,1,1e-08
36,3,3e-08
37,5,5e-08
38,7,7e-08
39,6,6e-08
40,3,3e-08
41,4,4e-08
42,4,4e-08
43,3,3e-08
44,10,1e-07
45,4,4e-08
46,1,1e-08
47,3,3e-08
48,5,5e-08
49,8,8e-08
50,4,4e-08
51,3,3e-08
52,7,7e-08
53,6,6e-08
54,6,6e-08
55,4,4e-08
56,8,8e-08
57,2,2e-08
58,3,3e-08
59,6,6e-08
60,5,5e-08
61,6,6e-08
62,7,7e-08
63,5,5e-08
64,5,5e-08
65,5,5e-08
66,1,1e-08
67,3,3e-08
68,2,2e-08
69,5,5e-08
70,6,6e-08
71,5,5e-08
72,4,4e-08
73,3,3e-08
74,6,6e-08
75,2,2e-08
76,7,7e-08
77,6,6e-08
78,3,3e-08
79,8,8e-08
80,5,5e-08
81,3,3e-08
82,6,6e-08
83,1,1e-08
84,8,8e-08
85,7,7e-08
86,8,8e-08
87,7,7e-08
88,4,4e-08
89,7,7e-08
90,3,3e-08
91,2,2e-08
92,4,4e-08
93,6,6e-08
94,4,4e-08
95,5,5e-08
96,5,5e-08
97,2,2e-08
98,3,3e-08
99,3,3e-08
100,4,4e-08
101,4,4e-08
102,4,4e-08
103,6,6e-08
104,1,1e-08
105,2,2e-08
106,4,4e-08
107,4,4e-08
108,3,3e-08
109,0,0
110,2,2e-08
111,2,2e-08
112,6,6e-08
113,5,5e-08
114,4,4e-08
115,4,4e-08
116,6,6e-08
117,4,4e-08
118,5,5e-08
119,2,2e-08
120,4,4e-08
121,0,0
122,6,6e-08
123,3,3e-08
124,5,5e-08
125,0,0
126,4,4e-08
127,3,3e-08
128,2,2e-08
129,2,2e-08
130,3,3e-08
131,4,4e-08
132,6,6e-08
133,4,4e-08
134,2,2e-08
135,3,3e-08
136,4,4e-08
137,8,8e-08
138,1,1e-08
139,2,2e-08
140,2,2e-08
141,5,5e-08
142,2,2e-08
143,2,2e-08
144,5,5e-08
145,2,2e-08
146,3,3e-08
147,0,0
148,3,3e-08
149,3,3e-08
150,3,3e-08
151,4,4e-08
152,2,2e-08
153,2,2e-08
154,1,1e-08
155,1,1e-08
156,5,5e-08
157,7,7e-08
158,3,3e-08
159,2,2e-08
160,2,2e-08
161,6,6e-08
162,1,1e-08
163,3,3e-08
164,3,3e-08
165,3,3e-08
166,5,5e-08
167,7,7e-08
168,3,3e-08
169,2,2e-08
170,4,4e-08
171,2,2e-08
172,1,1e-08
173,3,3e-08
174,6,6e-08
175,6,6e-08
176,4,4e-08
177,1,1e-08
178,6,6e-08
179,2,2e-08
180,4,4e-08
181,5,5e-08
182,6,6e-08
183,3,3e-08
184,4,4e-08
185,3,3e-08
186,2,2e-08
187,4,4e-08
188,3,3e-08
189,6,6e-08
190,1,1e-08
191,3,3e-08
192,1,1e-08
193,1,1e-08
194,2,2e-08
195,3,3e-08
196,1,1e-08
197,1,1e-08
198,4,4e-08
199,2,2e-08
200,5,5e-08
201,5,5e-08
202,5,5e-08
203,2,2e-08
204,3,3e-08
205,3,3e-08
206,3,3e-08
