metric,value
n_events,100000000
n_hits_in_crystal,8799
n_overflow,4247
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,38532.01311
shield,1
stand_mm,25
device_z_mm,-133.75
screen_up,1

bin_keV,counts,per_muon
0,24,2.4e-07
1,8,8e-08
2,11,1.1e-07
3,9,9e-08
4,13,1.3e-07
5,8,8e-08
6,17,1.7e-07
7,12,1.2e-07
8,15,1.5e-07
9,11,1.1e-07
10,10,1e-07
11,12,1.2e-07
12,11,1.1e-07
13,12,1.2e-07
14,5,5e-08
15,7,7e-08
16,13,1.3e-07
17,7,7e-08
18,12,1.2e-07
19,10,1e-07
20,5,5e-08
21,6,6e-08
22,7,7e-08
23,15,1.5e-07
24,7,7e-08
25,4,4e-08
26,7,7e-08
27,4,4e-08
28,2,2e-08
29,4,4e-08
30,9,9e-08
31,7,7e-08
32,4,4e-08
33,6,6e-08
34,5,5e-08
35,8,8e-08
36,6,6e-08
37,1,1e-08
38,4,4e-08
39,6,6e-08
40,7,7e-08
41,4,4e-08
42,3,3e-08
43,6,6e-08
44,4,4e-08
45,4,4e-08
46,5,5e-08
47,9,9e-08
48,4,4e-08
49,4,4e-08
50,6,6e-08
51,2,2e-08
52,7,7e-08
53,8,8e-08
54,7,7e-08
55,4,4e-08
56,2,2e-08
57,4,4e-08
58,10,1e-07
59,4,4e-08
60,5,5e-08
61,10,1e-07
62,2,2e-08
63,7,7e-08
64,5,5e-08
65,3,3e-08
66,5,5e-08
67,4,4e-08
68,4,4e-08
69,3,3e-08
70,2,2e-08
71,4,4e-08
72,8,8e-08
73,5,5e-08
74,1,1e-08
75,8,8e-08
76,6,6e-08
77,2,2e-08
78,2,2e-08
79,3,3e-08
80,3,3e-08
81,5,5e-08
82,4,4e-08
83,4,4e-08
84,3,3e-08
85,4,4e-08
86,3,3e-08
87,3,3e-08
88,7,7e-08
89,3,3e-08
90,4,4e-08
91,4,4e-08
92,5,5e-08
93,3,3e-08
94,1,1e-08
95,6,6e-08
96,2,2e-08
97,3,3e-08
98,7,7e-08
99,4,4e-08
100,1,1e-08
101,2,2e-08
102,1,1e-08
103,4,4e-08
104,2,2e-08
105,7,7e-08
106,2,2e-08
107,2,2e-08
108,1,1e-08
109,2,2e-08
110,3,3e-08
111,4,4e-08
112,6,6e-08
113,2,2e-08
114,5,5e-08
115,4,4e-08
116,5,5e-08
117,2,2e-08
118,4,4e-08
119,4,4e-08
120,3,3e-08
121,2,2e-08
122,3,3e-08
123,6,6e-08
124,7,7e-08
125,6,6e-08
126,7,7e-08
127,1,1e-08
128,6,6e-08
129,1,1e-08
130,4,4e-08
131,1,1e-08
132,2,2e-08
133,2,2e-08
134,4,4e-08
135,4,4e-08
136,5,5e-08
137,3,3e-08
138,4,4e-08
139,5,5e-08
140,4,4e-08
141,0,0
142,4,4e-08
143,4,4e-08
144,3,3e-08
145,3,3e-08
146,2,2e-08
147,7,7e-08
148,2,2e-08
149,2,2e-08
150,3,3e-08
151,1,1e-08
152,4,4e-08
153,3,3e-08
154,4,4e-08
155,2,2e-08
156,3,3e-08
157,1,1e-08
158,3,3e-08
159,2,2e-08
160,2,2e-08
161,0,0
162,4,4e-08
163,1,1e-08
164,2,2e-08
165,1,1e-08
166,4,4e-08
