metric,value
n_events,100000000
n_hits_in_crystal,9185
n_overflow,4506
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,19105.99552

bin_keV,counts,per_muon
0,18,1.8e-07
1,14,1.4e-07
2,11,1.1e-07
3,8,8e-08
4,13,1.3e-07
5,7,7e-08
6,10,1e-07
7,10,1e-07
8,4,4e-08
9,13,1.3e-07
10,6,6e-08
11,8,8e-08
12,9,9e-08
13,9,9e-08
14,17,1.7e-07
15,6,6e-08
16,17,1.7e-07
17,10,1e-07
18,3,3e-08
19,8,8e-08
20,6,6e-08
21,8,8e-08
22,7,7e-08
23,2,2e-08
24,8,8e-08
25,4,4e-08
26,5,5e-08
27,11,1.1e-07
28,7,7e-08
29,5,5e-08
30,8,8e-08
31,2,2e-08
32,4,4e-08
33,5,5e-08
34,5,5e-08
35,8,8e-08
36,4,4e-08
37,4,4e-08
38,7,7e-08
39,8,8e-08
40,2,2e-08
41,6,6e-08
42,3,3e-08
43,7,7e-08
44,2,2e-08
45,9,9e-08
46,5,5e-08
47,4,4e-08
48,2,2e-08
49,11,1.1e-07
50,8,8e-08
51,3,3e-08
52,4,4e-08
53,4,4e-08
54,2,2e-08
55,4,4e-08
56,3,3e-08
57,4,4e-08
58,5,5e-08
59,2,2e-08
60,3,3e-08
61,6,6e-08
62,4,4e-08
63,3,3e-08
64,5,5e-08
65,4,4e-08
66,3,3e-08
67,7,7e-08
68,1,1e-08
69,3,3e-08
70,2,2e-08
71,3,3e-08
72,7,7e-08
73,6,6e-08
74,3,3e-08
75,4,4e-08
76,4,4e-08
77,6,6e-08
78,2,2e-08
79,7,7e-08
80,8,8e-08
81,6,6e-08
82,8,8e-08
83,7,7e-08
84,3,3e-08
85,6,6e-08
86,4,4e-08
87,4,4e-08
88,4,4e-08
89,2,2e-08
90,6,6e-08
91,4,4e-08
92,5,5e-08
93,1,1e-08
94,0,0
95,2,2e-08
96,3,3e-08
97,3,3e-08
98,4,4e-08
99,7,7e-08
100,2,2e-08
101,3,3e-08
102,3,3e-08
103,4,4e-08
104,2,2e-08
105,1,1e-08
106,3,3e-08
107,3,3e-08
108,3,3e-08
109,6,6e-08
110,0,0
111,5,5e-08
112,3,3e-08
113,0,0
114,0,0
115,4,4e-08
116,3,3e-08
117,5,5e-08
118,1,1e-08
119,4,4e-08
120,3,3e-08
121,5,5e-08
122,4,4e-08
123,4,4e-08
124,3,3e-08
125,5,5e-08
126,3,3e-08
127,7,7e-08
128,2,2e-08
129,3,3e-08
130,3,3e-08
131,7,7e-08
132,6,6e-08
133,7,7e-08
134,1,1e-08
135,1,1e-08
136,2,2e-08
137,5,5e-08
138,5,5e-08
139,3,3e-08
140,2,2e-08
141,3,3e-08
142,4,4e-08
143,4,4e-08
144,3,3e-08
145,4,4e-08
146,6,6e-08
147,3,3e-08
148,5,5e-08
149,3,3e-08
150,2,2e-08
151,5,5e-08
152,2,2e-08
153,4,4e-08
154,5,5e-08
155,4,4e-08
156,4,4e-08
157,3,3e-08
158,2,2e-08
159,1,1e-08
160,1,1e-08
161,3,3e-08
162,4,4e-08
163,5,5e-08
164,1,1e-08
165,1,1e-08
166,4,4e-08
167,6,6e-08
168,2,2e-08
169,6,6e-08
170,5,5e-08
171,3,3e-08
172,7,7e-08
173,1,1e-08
174,3,3e-08
175,6,6e-08
176,1,1e-08
177,3,3e-08
178,1,1e-08
179,5,5e-08
180,6,6e-08
181,4,4e-08
