metric,value
n_events,100000000
n_hits_in_crystal,44753
n_overflow,26199
r_disk_mm,300
z_disk_mm,300
disk_area_cm2,2827.433388
pdg_expected_per_s,47.21813758
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,23929.67725

bin_keV,counts,per_muon
0,13,1.3e-07
1,7,7e-08
2,10,1e-07
3,20,2e-07
4,7,7e-08
5,14,1.4e-07
6,20,2e-07
7,15,1.5e-07
8,17,1.7e-07
9,11,1.1e-07
10,16,1.6e-07
11,17,1.7e-07
12,12,1.2e-07
13,21,2.1e-07
14,17,1.7e-07
15,11,1.1e-07
16,17,1.7e-07
17,27,2.7e-07
18,15,1.5e-07
19,16,1.6e-07
20,20,2e-07
21,21,2.1e-07
22,12,1.2e-07
23,15,1.5e-07
24,9,9e-08
25,12,1.2e-07
26,13,1.3e-07
27,6,6e-08
28,15,1.5e-07
29,15,1.5e-07
30,8,8e-08
31,12,1.2e-07
32,18,1.8e-07
33,9,9e-08
34,15,1.5e-07
35,16,1.6e-07
36,11,1.1e-07
37,10,1e-07
38,11,1.1e-07
39,13,1.3e-07
40,11,1.1e-07
41,8,8e-08
42,8,8e-08
43,10,1e-07
44,12,1.2e-07
45,10,1e-07
46,13,1.3e-07
47,8,8e-08
48,9,9e-08
49,14,1.4e-07
50,6,6e-08
51,12,1.2e-07
52,12,1.2e-07
53,15,1.5e-07
54,7,7e-08
55,15,1.5e-07
56,15,1.5e-07
57,13,1.3e-07
58,7,7e-08
59,9,9e-08
60,12,1.2e-07
61,14,1.4e-07
62,12,1.2e-07
63,10,1e-07
64,13,1.3e-07
65,12,1.2e-07
66,8,8e-08
67,5,5e-08
68,9,9e-08
69,11,1.1e-07
70,15,1.5e-07
71,11,1.1e-07
72,10,1e-07
73,13,1.3e-07
74,6,6e-08
75,14,1.4e-07
76,8,8e-08
77,7,7e-08
78,14,1.4e-07
79,14,1.4e-07
80,9,9e-08
81,12,1.2e-07
82,9,9e-08
83,7,7e-08
84,15,1.5e-07
85,10,1e-07
86,10,1e-07
87,11,1.1e-07
88,16,1.6e-07
89,7,7e-08
90,13,1.3e-07
91,10,1e-07
92,6,6e-08
93,7,7e-08
94,9,9e-08
95,5,5e-08
96,10,1e-07
97,5,5e-08
98,7,7e-08
99,7,7e-08
100,15,1.5e-07
101,7,7e-08
102,9,9e-08
103,8,8e-08
104,12,1.2e-07
105,11,1.1e-07
106,12,1.2e-07
107,17,1.7e-07
108,11,1.1e-07
109,10,1e-07
110,10,1e-07
111,5,5e-08
112,4,4e-08
113,10,1e-07
114,11,1.1e-07
115,11,1.1e-07
116,8,8e-08
117,7,7e-08
118,9,9e-08
119,9,9e-08
120,13,1.3e-07
121,14,1.4e-07
122,8,8e-08
123,8,8e-08
124,6,6e-08
125,11,1.1e-07
126,6,6e-08
127,8,8e-08
128,9,9e-08
129,13,1.3e-07
130,5,5e-08
131,9,9e-08
132,10,1e-07
133,5,5e-08
134,11,1.1e-07
135,10,1e-07
136,6,6e-08
137,6,6e-08
138,8,8e-08
139,7,7e-08
140,11,1.1e-07
141,10,1e-07
142,8,8e-08
143,9,9e-08
144,7,7e-08
145,6,6e-08
146,9,9e-08
147,9,9e-08
148,7,7e-08
149,12,1.2e-07
150,10,1e-07
151,10,1e-07
152,13,1.3e-07
153,8,8e-08
154,8,8e-08
155,8,8e-08
156,11,1.1e-07
157,12,1.2e-07
158,15,1.5e-07
159,8,8e-08
160,15,1.5e-07
161,7,7e-08
162,6,6e-08
163,6,6e-08
164,5,5e-08
165,6,6e-08
166,5,5e-08
167,11,1.1e-07
168,4,4e-08
169,9,9e-08
170,6,6e-08
171,11,1.1e-07
172,11,1.1e-07
173,6,6e-08
174,5,5e-08
175,10,1e-07
176,9,9e-08
177,9,9e-08
178,7,7e-08
179,5,5e-08
180,12,1.2e-07
181,7,7e-08
182,17,1.7e-07
183,16,1.6e-07
184,13,1.3e-07
185,6,6e-08
186,6,6e-08
187,11,1.1e-07
188,11,1.1e-07
189,10,1e-07
190,9,9e-08
191,8,8e-08
192,7,7e-08
193,20,2e-07
194,2,2e-08
195,3,3e-08
196,6,6e-08
197,8,8e-08
198,15,1.5e-07
199,6,6e-08
200,12,1.2e-07
201,7,7e-08
202,14,1.4e-07
203,6,6e-08
204,8,8e-08
205,5,5e-08
206,7,7e-08
207,5,5e-08
208,10,1e-07
209,13,1.3e-07
210,9,9e-08
211,6,6e-08
212,12,1.2e-07
213,10,1e-07
214,6,6e-08
215,11,1.1e-07
216,12,1.2e-07
217,5,5e-08
218,9,9e-08
219,11,1.1e-07
220,10,1e-07
221,7,7e-08
222,10,1e-07
223,4,4e-08
224,7,7e-08
225,9,9e-08
226,7,7e-08
227,13,1.3e-07
228,7,7e-08
229,4,4e-08
230,7,7e-08
231,10,1e-07
232,7,7e-08
233,9,9e-08
234,8,8e-08
235,9,9e-08
236,7,7e-08
237,13,1.3e-07
238,6,6e-08
239,7,7e-08
240,7,7e-08
241,8,8e-08
242,3,3e-08
243,10,1e-07
244,6,6e-08
245,6,6e-08
246,6,6e-08
247,9,9e-08
248,9,9e-08
249,9,9e-08
250,11,1.1e-07
251,9,9e-08
252,11,1.1e-07
253,7,7e-08
254,14,1.4e-07
255,1,1e-08
256,6,6e-08
257,5,5e-08
258,9,9e-08
259,10,1e-07
260,8,8e-08
261,4,4e-08
262,7,7e-08
263,6,6e-08
264,7,7e-08
265,5,5e-08
266,10,1e-07
267,6,6e-08
268,6,6e-08
269,8,8e-08
270,7,7e-08
271,2,2e-08
272,9,9e-08
273,4,4e-08
274,5,5e-08
275,4,4e-08
276,10,1e-07
277,10,1e-07
278,21,2.1e-07
279,3,3e-08
280,6,6e-08
281,7,7e-08
282,4,4e-08
283,11,1.1e-07
284,10,1e-07
285,9,9e-08
286,6,6e-08
287,7,7e-08
288,5,5e-08
289,6,6e-08
290,7,7e-08
291,8,8e-08
292,4,4e-08
293,7,7e-08
294,13,1.3e-07
295,7,7e-08
296,15,1.5e-07
297,10,1e-07
298,7,7e-08
299,15,1.5e-07
300,9,9e-08
301,17,1.7e-07
302,11,1.1e-07
303,4,4e-08
304,8,8e-08
305,11,1.1e-07
306,7,7e-08
307,8,8e-08
308,6,6e-08
309,8,8e-08
310,8,8e-08
311,13,1.3e-07
312,8,8e-08
313,6,6e-08
314,3,3e-08
315,10,1e-07
316,11,1.1e-07
317,13,1.3e-07
318,10,1e-07
319,7,7e-08
320,8,8e-08
321,8,8e-08
322,7,7e-08
323,9,9e-08
324,6,6e-08
325,14,1.4e-07
326,6,6e-08
327,12,1.2e-07
328,8,8e-08
329,10,1e-07
330,9,9e-08
331,7,7e-08
332,4,4e-08
333,9,9e-08
334,5,5e-08
335,6,6e-08
336,4,4e-08
337,12,1.2e-07
338,6,6e-08
339,9,9e-08
340,8,8e-08
341,1,1e-08
342,6,6e-08
343,11,1.1e-07
344,6,6e-08
345,7,7e-08
346,6,6e-08
347,10,1e-07
348,5,5e-08
349,7,7e-08
350,2,2e-08
351,5,5e-08
352,10,1e-07
353,4,4e-08
354,5,5e-08
355,8,8e-08
356,11,1.1e-07
357,7,7e-08
358,4,4e-08
359,5,5e-08
360,12,1.2e-07
361,9,9e-08
362,9,9e-08
363,6,6e-08
364,7,7e-08
365,9,9e-08
366,3,3e-08
367,7,7e-08
368,11,1.1e-07
369,5,5e-08
370,7,7e-08
371,11,1.1e-07
372,9,9e-08
373,6,6e-08
374,4,4e-08
375,6,6e-08
376,7,7e-08
377,2,2e-08
378,10,1e-07
379,5,5e-08
380,6,6e-08
381,7,7e-08
382,8,8e-08
383,12,1.2e-07
384,8,8e-08
385,7,7e-08
386,8,8e-08
387,10,1e-07
388,12,1.2e-07
389,8,8e-08
390,3,3e-08
391,6,6e-08
392,9,9e-08
393,5,5e-08
394,9,9e-08
395,6,6e-08
396,8,8e-08
397,12,1.2e-07
398,11,1.1e-07
399,3,3e-08
400,8,8e-08
401,7,7e-08
402,15,1.5e-07
403,9,9e-08
404,9,9e-08
405,7,7e-08
406,7,7e-08
407,7,7e-08
408,8,8e-08
409,7,7e-08
410,6,6e-08
411,9,9e-08
412,11,1.1e-07
413,9,9e-08
414,9,9e-08
415,8,8e-08
416,7,7e-08
417,8,8e-08
418,6,6e-08
419,5,5e-08
420,7,7e-08
421,13,1.3e-07
422,7,7e-08
423,7,7e-08
424,1,1e-08
425,5,5e-08
426,10,1e-07
427,7,7e-08
428,6,6e-08
429,5,5e-08
430,7,7e-08
431,8,8e-08
432,7,7e-08
433,6,6e-08
434,4,4e-08
435,4,4e-08
436,7,7e-08
437,2,2e-08
438,5,5e-08
439,5,5e-08
440,15,1.5e-07
441,14,1.4e-07
442,3,3e-08
443,8,8e-08
444,7,7e-08
445,9,9e-08
446,4,4e-08
447,6,6e-08
448,7,7e-08
449,9,9e-08
450,8,8e-08
451,6,6e-08
452,8,8e-08
453,7,7e-08
454,5,5e-08
455,8,8e-08
456,5,5e-08
457,6,6e-08
458,10,1e-07
459,9,9e-08
460,4,4e-08
461,7,7e-08
462,6,6e-08
463,3,3e-08
464,11,1.1e-07
465,9,9e-08
466,7,7e-08
467,13,1.3e-07
468,5,5e-08
469,9,9e-08
470,2,2e-08
471,5,5e-08
472,6,6e-08
473,13,1.3e-07
474,6,6e-08
475,8,8e-08
476,3,3e-08
477,9,9e-08
478,7,7e-08
479,9,9e-08
480,8,8e-08
481,7,7e-08
482,8,8e-08
483,7,7e-08
484,9,9e-08
485,10,1e-07
486,7,7e-08
487,10,1e-07
488,10,1e-07
489,6,6e-08
490,12,1.2e-07
491,8,8e-08
492,6,6e-08
493,4,4e-08
494,6,6e-08
495,13,1.3e-07
496,7,7e-08
497,8,8e-08
498,4,4e-08
