metric,value
n_events,100000000
n_hits_in_crystal,8593
n_overflow,4170
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,28964.93714
shield,1
stand_mm,25
device_z_mm,-133.75
screen_up,1

bin_keV,counts,per_muon
0,30,3e-07
1,11,1.1e-07
2,12,1.2e-07
3,16,1.6e-07
4,10,1e-07
5,7,7e-08
6,9,9e-08
7,15,1.5e-07
8,14,1.4e-07
9,10,1e-07
10,3,3e-08
11,11,1.1e-07
12,7,7e-08
13,9,9e-08
14,10,1e-07
15,18,1.8e-07
16,8,8e-08
17,9,9e-08
18,8,8e-08
19,11,1.1e-07
20,9,9e-08
21,11,1.1e-07
22,7,7e-08
23,7,7e-08
24,1,1e-08
25,4,4e-08
26,7,7e-08
27,7,7e-08
28,1,1e-08
29,3,3e-08
30,3,3e-08
31,4,4e-08
32,2,2e-08
33,5,5e-08
34,3,3e-08
35,2,2e-08
36,5,5e-08
37,3,3e-08
38,4,4e-08
39,10,1e-07
40,9,9e-08
41,6,6e-08
42,5,5e-08
43,4,4e-08
44,5,5e-08
45,5,5e-08
46,10,1e-07
47,4,4e-08
48,1,1e-08
49,9,9e-08
50,4,4e-08
51,3,3e-08
52,6,6e-08
53,2,2e-08
54,7,7e-08
55,3,3e-08
56,6,6e-08
57,3,3e-08
58,5,5e-08
59,3,3e-08
60,4,4e-08
61,4,4e-08
62,4,4e-08
63,3,3e-08
64,6,6e-08
65,5,5e-08
66,1,1e-08
67,3,3e-08
68,6,6e-08
69,7,7e-08
70,4,4e-08
71,3,3e-08
72,6,6e-08
73,6,6e-08
74,4,4e-08
75,2,2e-08
76,4,4e-08
77,4,4e-08
78,5,5e-08
79,2,2e-08
80,0,0
81,6,6e-08
82,7,7e-08
83,3,3e-08
84,3,3e-08
85,1,1e-08
86,5,5e-08
87,11,1.1e-07
88,4,4e-08
89,2,2e-08
90,6,6e-08
91,8,8e-08
92,3,3e-08
93,2,2e-08
94,3,3e-08
95,4,4e-08
96,4,4e-08
