metric,value
n_events,100000000
n_hits_in_crystal,9112
n_overflow,4416
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,25139.49121

bin_keV,counts,per_muon
0,13,1.3e-07
1,9,9e-08
2,12,1.2e-07
3,6,6e-08
4,10,1e-07
5,13,1.3e-07
6,8,8e-08
7,9,9e-08
8,7,7e-08
9,10,1e-07
10,12,1.2e-07
11,1,1e-08
12,3,3e-08
13,12,1.2e-07
14,5,5e-08
15,7,7e-08
16,8,8e-08
17,7,7e-08
18,10,1e-07
19,2,2e-08
20,5,5e-08
21,7,7e-08
22,7,7e-08
23,7,7e-08
24,8,8e-08
25,6,6e-08
26,5,5e-08
27,3,3e-08
28,4,4e-08
29,6,6e-08
30,3,3e-08
31,3,3e-08
32,5,5e-08
33,4,4e-08
34,3,3e-08
35,4,4e-08
36,6,6e-08
37,6,6e-08
38,6,6e-08
39,5,5e-08
40,11,1.1e-07
41,5,5e-08
42,6,6e-08
43,4,4e-08
44,5,5e-08
45,3,3e-08
46,6,6e-08
47,6,6e-08
48,2,2e-08
49,7,7e-08
50,4,4e-08
51,6,6e-08
52,7,7e-08
53,4,4e-08
54,4,4e-08
55,3,3e-08
56,1,1e-08
57,2,2e-08
58,5,5e-08
59,6,6e-08
60,3,3e-08
61,6,6e-08
62,4,4e-08
63,5,5e-08
64,11,1.1e-07
65,5,5e-08
66,9,9e-08
67,5,5e-08
68,4,4e-08
69,6,6e-08
70,3,3e-08
71,4,4e-08
72,5,5e-08
73,3,3e-08
74,5,5e-08
75,5,5e-08
76,4,4e-08
77,4,4e-08
78,6,6e-08
79,2,2e-08
80,2,2e-08
81,6,6e-08
82,7,7e-08
83,1,1e-08
84,4,4e-08
85,3,3e-08
86,3,3e-08
87,7,7e-08
88,2,2e-08
89,3,3e-08
90,2,2e-08
91,2,2e-08
92,1,1e-08
93,5,5e-08
94,6,6e-08
95,7,7e-08
96,3,3e-08
97,3,3e-08
98,6,6e-08
99,5,5e-08
100,1,1e-08
101,3,3e-08
102,6,6e-08
103,9,9e-08
104,6,6e-08
105,3,3e-08
106,7,7e-08
107,4,4e-08
108,0,0
109,2,2e-08
110,2,2e-08
111,2,2e-08
112,4,4e-08
113,5,5e-08
114,4,4e-08
115,3,3e-08
116,2,2e-08
117,2,2e-08
118,4,4e-08
119,1,1e-08
120,2,2e-08
121,2,2e-08
122,5,5e-08
123,3,3e-08
124,5,5e-08
125,2,2e-08
126,3,3e-08
127,4,4e-08
128,3,3e-08
129,0,0
130,6,6e-08
131,2,2e-08
132,4,4e-08
133,4,4e-08
134,4,4e-08
135,5,5e-08
136,7,7e-08
137,2,2e-08
138,5,5e-08
139,5,5e-08
140,4,4e-08
141,3,3e-08
142,3,3e-08
143,5,5e-08
144,3,3e-08
145,2,2e-08
146,3,3e-08
147,5,5e-08
148,6,6e-08
149,2,2e-08
150,2,2e-08
151,2,2e-08
152,7,7e-08
153,6,6e-08
154,5,5e-08
155,4,4e-08
156,1,1e-08
157,5,5e-08
158,3,3e-08
159,2,2e-08
160,7,7e-08
161,1,1e-08
162,1,1e-08
163,5,5e-08
164,1,1e-08
165,6,6e-08
166,6,6e-08
167,2,2e-08
168,6,6e-08
169,4,4e-08
170,4,4e-08
171,5,5e-08
172,3,3e-08
173,3,3e-08
174,3,3e-08
175,2,2e-08
176,4,4e-08
177,2,2e-08
178,4,4e-08
179,2,2e-08
180,1,1e-08
181,6,6e-08
182,7,7e-08
183,3,3e-08
184,3,3e-08
185,3,3e-08
186,0,0
187,5,5e-08
188,2,2e-08
189,3,3e-08
190,2,2e-08
191,2,2e-08
192,4,4e-08
193,0,0
194,2,2e-08
195,5,5e-08
196,5,5e-08
197,2,2e-08
198,1,1e-08
199,7,7e-08
200,2,2e-08
201,2,2e-08
202,2,2e-08
203,2,2e-08
204,4,4e-08
205,3,3e-08
206,2,2e-08
207,4,4e-08
208,4,4e-08
209,0,0
210,4,4e-08
211,4,4e-08
212,1,1e-08
213,3,3e-08
214,7,7e-08
215,1,1e-08
216,5,5e-08
217,1,1e-08
218,3,3e-08
219,1,1e-08
220,6,6e-08
221,4,4e-08
222,2,2e-08
223,5,5e-08
224,6,6e-08
225,1,1e-08
226,1,1e-08
227,3,3e-08
228,1,1e-08
229,7,7e-08
230,4,4e-08
231,2,2e-08
232,4,4e-08
233,4,4e-08
234,6,6e-08
235,3,3e-08
236,1,1e-08
237,4,4e-08
238,5,5e-08
239,6,6e-08
240,2,2e-08
241,1,1e-08
242,3,3e-08
243,4,4e-08
244,3,3e-08
245,3,3e-08
246,4,4e-08
247,4,4e-08
248,2,2e-08
249,3,3e-08
250,2,2e-08
251,2,2e-08
252,2,2e-08
253,3,3e-08
254,3,3e-08
255,4,4e-08
256,1,1e-08
257,2,2e-08
258,4,4e-08
259,3,3e-08
260,4,4e-08
261,2,2e-08
262,3,3e-08
263,2,2e-08
264,1,1e-08
265,1,1e-08
266,2,2e-08
267,4,4e-08
268,1,1e-08
269,2,2e-08
270,5,5e-08
271,5,5e-08
272,3,3e-08
273,4,4e-08
274,2,2e-08
275,3,3e-08
276,4,4e-08
277,4,4e-08
278,2,2e-08
279,2,2e-08
280,3,3e-08
281,6,6e-08
282,3,3e-08
283,0,0
284,7,7e-08
285,2,2e-08
286,3,3e-08
287,5,5e-08
288,3,3e-08
289,5,5e-08
290,3,3e-08
291,2,2e-08
292,2,2e-08
293,3,3e-08
294,1,1e-08
295,2,2e-08
296,5,5e-08
297,2,2e-08
298,4,4e-08
299,3,3e-08
300,3,3e-08
301,3,3e-08
302,4,4e-08
303,5,5e-08
304,3,3e-08
305,1,1e-08
306,4,4e-08
307,3,3e-08
308,4,4e-08
309,3,3e-08
310,5,5e-08
311,2,2e-08
312,2,2e-08
313,4,4e-08
314,3,3e-08
315,2,2e-08
316,2,2e-08
317,1,1e-08
318,4,4e-08
319,5,5e-08
320,3,3e-08
321,1,1e-08
322,3,3e-08
323,3,3e-08
324,3,3e-08
325,1,1e-08
326,2,2e-08
327,3,3e-08
328,0,0
329,3,3e-08
330,6,6e-08
331,1,1e-08
332,3,3e-08
333,2,2e-08
334,3,3e-08
335,2,2e-08
336,0,0
337,4,4e-08
338,3,3e-08
339,4,4e-08
340,2,2e-08
341,5,5e-08
342,1,1e-08
343,6,6e-08
344,2,2e-08
345,1,1e-08
346,5,5e-08
347,5,5e-08
348,1,1e-08
349,0,0
350,1,1e-08
351,2,2e-08
352,4,4e-08
353,0,0
354,4,4e-08
355,2,2e-08
356,0,0
357,3,3e-08
358,1,1e-08
359,2,2e-08
360,2,2e-08
361,1,1e-08
362,0,0
363,4,4e-08
364,2,2e-08
365,0,0
366,3,3e-08
367,3,3e-08
368,4,4e-08
369,5,5e-08
370,4,4e-08
371,2,2e-08
372,3,3e-08
373,1,1e-08
374,3,3e-08
375,1,1e-08
376,1,1e-08
377,1,1e-08
378,2,2e-08
379,4,4e-08
380,3,3e-08
381,5,5e-08
382,2,2e-08
383,3,3e-08
384,1,1e-08
385,2,2e-08
386,2,2e-08
387,3,3e-08
388,2,2e-08
389,1,1e-08
390,1,1e-08
391,2,2e-08
392,2,2e-08
393,2,2e-08
394,0,0
395,3,3e-08
396,1,1e-08
397,2,2e-08
398,2,2e-08
399,1,1e-08
400,4,4e-08
401,4,4e-08
402,3,3e-08
403,7,7e-08
404,5,5e-08
405,3,3e-08
406,1,1e-08
407,3,3e-08
408,3,3e-08
409,1,1e-08
410,1,1e-08
411,2,2e-08
412,0,0
413,1,1e-08
414,3,3e-08
415,2,2e-08
416,1,1e-08
417,4,4e-08
418,1,1e-08
419,1,1e-08
420,4,4e-08
421,2,2e-08
422,2,2e-08
423,1,1e-08
424,2,2e-08
425,2,2e-08
426,3,3e-08
427,2,2e-08
428,2,2e-08
429,0,0
430,1,1e-08
431,3,3e-08
432,1,1e-08
433,1,1e-08
434,1,1e-08
435,5,5e-08
436,4,4e-08
437,2,2e-08
438,3,3e-08
439,3,3e-08
440,1,1e-08
441,1,1e-08
442,1,1e-08
443,1,1e-08
444,1,1e-08
445,1,1e-08
446,3,3e-08
447,2,2e-08
448,3,3e-08
449,1,1e-08
450,2,2e-08
451,3,3e-08
452,2,2e-08
453,2,2e-08
454,2,2e-08
