metric,value
n_events,100000000
n_hits_in_crystal,8793
n_overflow,4215
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,26810.32312
shield,1
stand_mm,25
device_z_mm,-133.75
screen_up,1

bin_keV,counts,per_muon
0,25,2.5e-07
1,13,1.3e-07
2,11,1.1e-07
3,12,1.2e-07
4,12,1.2e-07
5,10,1e-07
6,11,1.1e-07
7,7,7e-08
8,7,7e-08
9,10,1e-07
10,6,6e-08
11,12,1.2e-07
12,15,1.5e-07
13,12,1.2e-07
14,12,1.2e-07
15,20,2e-07
16,8,8e-08
17,11,1.1e-07
18,10,1e-07
19,6,6e-08
20,6,6e-08
21,2,2e-08
22,8,8e-08
23,7,7e-08
24,4,4e-08
25,10,1e-07
26,7,7e-08
27,5,5e-08
28,7,7e-08
29,3,3e-08
30,8,8e-08
31,5,5e-08
32,3,3e-08
33,7,7e-08
34,6,6e-08
35,5,5e-08
36,3,3e-08
37,6,6e-08
38,2,2e-08
39,8,8e-08
40,6,6e-08
41,6,6e-08
42,3,3e-08
43,5,5e-08
44,3,3e-08
45,6,6e-08
46,4,4e-08
47,3,3e-08
48,6,6e-08
49,12,1.2e-07
50,5,5e-08
51,7,7e-08
52,6,6e-08
53,3,3e-08
54,4,4e-08
55,5,5e-08
56,6,6e-08
57,4,4e-08
58,3,3e-08
59,2,2e-08
60,2,2e-08
61,6,6e-08
62,3,3e-08
63,5,5e-08
64,4,4e-08
65,3,3e-08
66,3,3e-08
67,1,1e-08
68,2,2e-08
69,7,7e-08
70,4,4e-08
71,5,5e-08
72,3,3e-08
73,6,6e-08
74,6,6e-08
75,8,8e-08
76,8,8e-08
77,3,3e-08
78,3,3e-08
79,6,6e-08
80,4,4e-08
81,2,2e-08
82,5,5e-08
83,8,8e-08
84,5,5e-08
85,3,3e-08
86,8,8e-08
87,4,4e-08
88,4,4e-08
89,4,4e-08
90,4,4e-08
91,3,3e-08
92,2,2e-08
93,1,1e-08
94,1,1e-08
95,7,7e-08
96,5,5e-08
97,5,5e-08
98,5,5e-08
99,5,5e-08
100,2,2e-08
101,2,2e-08
102,3,3e-08
103,2,2e-08
104,4,4e-08
105,2,2e-08
106,5,5e-08
107,7,7e-08
108,4,4e-08
109,1,1e-08
110,1,1e-08
111,3,3e-08
112,5,5e-08
113,3,3e-08
114,3,3e-08
115,2,2e-08
116,5,5e-08
117,4,4e-08
118,3,3e-08
119,4,4e-08
120,4,4e-08
121,3,3e-08
122,5,5e-08
123,1,1e-08
124,5,5e-08
125,8,8e-08
126,7,7e-08
127,1,1e-08
128,5,5e-08
129,6,6e-08
130,4,4e-08
131,5,5e-08
132,6,6e-08
133,3,3e-08
134,9,9e-08
135,3,3e-08
136,2,2e-08
137,4,4e-08
138,5,5e-08
139,4,4e-08
140,0,0
141,2,2e-08
142,6,6e-08
143,3,3e-08
144,0,0
145,2,2e-08
146,4,4e-08
147,5,5e-08
148,4,4e-08
149,4,4e-08
150,6,6e-08
151,2,2e-08
152,5,5e-08
153,2,2e-08
154,2,2e-08
155,1,1e-08
156,2,2e-08
157,4,4e-08
158,5,5e-08
159,1,1e-08
160,4,4e-08
161,5,5e-08
162,3,3e-08
163,3,3e-08
164,1,1e-08
165,0,0
166,3,3e-08
167,5,5e-08
168,5,5e-08
169,4,4e-08
170,4,4e-08
171,5,5e-08
172,4,4e-08
173,3,3e-08
174,5,5e-08
175,2,2e-08
176,3,3e-08
177,0,0
178,1,1e-08
179,6,6e-08
180,5,5e-08
181,3,3e-08
182,3,3e-08
183,0,0
184,5,5e-08
185,4,4e-08
186,6,6e-08
187,2,2e-08
188,5,5e-08
189,8,8e-08
190,4,4e-08
191,1,1e-08
192,2,2e-08
193,4,4e-08
194,4,4e-08
