metric,value
n_events,100000000
n_hits_in_crystal,8756
n_overflow,4223
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,39790.21475
shield,1
stand_mm,25
device_z_mm,-133.75
screen_up,1

bin_keV,counts,per_muon
0,24,2.4e-07
1,12,1.2e-07
2,9,9e-08
3,6,6e-08
4,9,9e-08
5,9,9e-08
6,16,1.6e-07
7,9,9e-08
8,10,1e-07
9,8,8e-08
10,9,9e-08
11,15,1.5e-07
12,12,1.2e-07
13,9,9e-08
14,9,9e-08
15,8,8e-08
16,4,4e-08
17,5,5e-08
18,9,9e-08
19,8,8e-08
20,6,6e-08
21,10,1e-07
22,4,4e-08
23,8,8e-08
24,1,1e-08
25,9,9e-08
26,4,4e-08
27,5,5e-08
28,3,3e-08
29,3,3e-08
30,9,9e-08
31,3,3e-08
32,5,5e-08
33,5,5e-08
34,5,5e-08
35,2,2e-08
36,2,2e-08
37,4,4e-08
38,6,6e-08
39,3,3e-08
40,2,2e-08
41,0,0
42,5,5e-08
43,4,4e-08
44,3,3e-08
45,5,5e-08
46,6,6e-08
47,6,6e-08
48,4,4e-08
49,5,5e-08
50,6,6e-08
51,9,9e-08
52,4,4e-08
53,3,3e-08
54,4,4e-08
55,3,3e-08
56,2,2e-08
57,4,4e-08
58,9,9e-08
59,7,7e-08
60,8,8e-08
61,5,5e-08
62,10,1e-07
63,7,7e-08
64,9,9e-08
65,4,4e-08
66,4,4e-08
67,7,7e-08
68,3,3e-08
69,6,6e-08
70,3,3e-08
71,4,4e-08
72,5,5e-08
73,6,6e-08
74,4,4e-08
75,7,7e-08
76,5,5e-08
77,6,6e-08
78,3,3e-08
79,10,1e-07
80,8,8e-08
81,5,5e-08
82,4,4e-08
83,4,4e-08
84,2,2e-08
85,4,4e-08
86,3,3e-08
87,3,3e-08
88,5,5e-08
89,6,6e-08
90,3,3e-08
91,2,2e-08
92,5,5e-08
93,4,4e-08
94,6,6e-08
95,3,3e-08
96,4,4e-08
97,8,8e-08
98,2,2e-08
99,1,1e-08
100,7,7e-08
101,5,5e-08
102,3,3e-08
103,0,0
104,5,5e-08
105,3,3e-08
106,5,5e-08
107,6,6e-08
108,0,0
109,4,4e-08
110,3,3e-08
111,3,3e-08
112,4,4e-08
113,3,3e-08
114,4,4e-08
115,3,3e-08
116,1,1e-08
117,4,4e-08
118,6,6e-08
119,2,2e-08
120,2,2e-08
121,6,6e-08
122,5,5e-08
123,4,4e-08
124,1,1e-08
125,3,3e-08
126,2,2e-08
127,3,3e-08
128,3,3e-08
129,5,5e-08
130,4,4e-08
131,1,1e-08
132,5,5e-08
133,3,3e-08
134,2,2e-08
135,1,1e-08
136,3,3e-08
137,7,7e-08
138,3,3e-08
139,5,5e-08
140,7,7e-08
141,2,2e-08
142,4,4e-08
143,4,4e-08
144,3,3e-08
145,6,6e-08
146,0,0
147,1,1e-08
148,10,1e-07
149,3,3e-08
150,3,3e-08
151,6,6e-08
152,8,8e-08
153,1,1e-08
154,4,4e-08
155,4,4e-08
156,4,4e-08
157,2,2e-08
158,4,4e-08
159,4,4e-08
160,2,2e-08
161,3,3e-08
162,3,3e-08
163,3,3e-08
164,5,5e-08
165,0,0
166,4,4e-08
167,3,3e-08
168,5,5e-08
169,6,6e-08
170,3,3e-08
171,4,4e-08
172,6,6e-08
173,1,1e-08
174,1,1e-08
175,2,2e-08
176,0,0
177,7,7e-08
178,3,3e-08
179,3,3e-08
180,2,2e-08
181,4,4e-08
182,4,4e-08
183,4,4e-08
184,4,4e-08
185,1,1e-08
186,7,7e-08
187,1,1e-08
188,3,3e-08
189,6,6e-08
190,4,4e-08
191,1,1e-08
192,3,3e-08
193,3,3e-08
194,5,5e-08
195,8,8e-08
196,1,1e-08
197,2,2e-08
198,3,3e-08
199,2,2e-08
200,3,3e-08
201,1,1e-08
202,3,3e-08
203,4,4e-08
204,2,2e-08
205,2,2e-08
206,4,4e-08
207,4,4e-08
208,7,7e-08
209,1,1e-08
210,1,1e-08
211,0,0
212,5,5e-08
213,2,2e-08
214,1,1e-08
215,2,2e-08
216,5,5e-08
217,4,4e-08
218,6,6e-08
219,9,9e-08
220,6,6e-08
221,2,2e-08
222,2,2e-08
223,1,1e-08
224,1,1e-08
225,4,4e-08
226,5,5e-08
227,3,3e-08
228,5,5e-08
229,3,3e-08
230,5,5e-08
231,1,1e-08
232,3,3e-08
233,7,7e-08
234,4,4e-08
235,4,4e-08
236,3,3e-08
237,3,3e-08
238,5,5e-08
239,2,2e-08
240,3,3e-08
241,1,1e-08
242,3,3e-08
243,2,2e-08
244,1,1e-08
245,3,3e-08
246,6,6e-08
247,3,3e-08
248,1,1e-08
249,3,3e-08
250,5,5e-08
251,6,6e-08
252,3,3e-08
253,3,3e-08
254,3,3e-08
255,2,2e-08
256,1,1e-08
257,3,3e-08
258,1,1e-08
259,4,4e-08
260,2,2e-08
261,5,5e-08
262,3,3e-08
263,2,2e-08
264,4,4e-08
265,2,2e-08
266,1,1e-08
