metric,value
n_events,100000000
n_hits_in_crystal,7930
n_overflow,4465
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,19488.61988

bin_keV,counts,per_muon
0,1,1e-08
1,3,3e-08
2,1,1e-08
3,3,3e-08
4,0,0
5,1,1e-08
6,2,2e-08
7,2,2e-08
8,1,1e-08
9,1,1e-08
10,4,4e-08
11,2,2e-08
12,2,2e-08
13,2,2e-08
14,4,4e-08
15,3,3e-08
16,3,3e-08
17,3,3e-08
18,6,6e-08
19,2,2e-08
20,1,1e-08
21,2,2e-08
22,2,2e-08
23,2,2e-08
24,3,3e-08
25,5,5e-08
26,1,1e-08
27,2,2e-08
28,5,5e-08
29,2,2e-08
30,1,1e-08
31,4,4e-08
32,2,2e-08
33,3,3e-08
34,5,5e-08
35,2,2e-08
36,2,2e-08
37,3,3e-08
38,1,1e-08
39,1,1e-08
40,2,2e-08
41,5,5e-08
42,2,2e-08
43,2,2e-08
44,5,5e-08
45,0,0
46,5,5e-08
47,1,1e-08
48,0,0
49,3,3e-08
50,3,3e-08
51,2,2e-08
52,2,2e-08
53,2,2e-08
54,0,0
55,1,1e-08
56,4,4e-08
57,0,0
58,0,0
59,1,1e-08
60,3,3e-08
61,1,1e-08
62,2,2e-08
63,1,1e-08
64,2,2e-08
65,3,3e-08
66,2,2e-08
67,3,3e-08
68,5,5e-08
69,0,0
70,0,0
71,0,0
72,6,6e-08
73,2,2e-08
74,1,1e-08
75,4,4e-08
76,1,1e-08
77,2,2e-08
78,2,2e-08
79,1,1e-08
80,4,4e-08
81,1,1e-08
82,1,1e-08
83,3,3e-08
84,2,2e-08
85,3,3e-08
86,3,3e-08
87,3,3e-08
88,0,0
89,0,0
90,2,2e-08
91,2,2e-08
92,0,0
93,0,0
94,1,1e-08
95,0,0
96,0,0
97,2,2e-08
98,1,1e-08
99,1,1e-08
100,1,1e-08
101,1,1e-08
102,1,1e-08
103,2,2e-08
104,1,1e-08
105,0,0
106,0,0
107,2,2e-08
108,5,5e-08
109,1,1e-08
110,0,0
111,0,0
112,2,2e-08
113,3,3e-08
114,1,1e-08
115,5,5e-08
116,0,0
117,2,2e-08
118,4,4e-08
119,3,3e-08
120,2,2e-08
121,3,3e-08
122,0,0
123,0,0
124,1,1e-08
125,1,1e-08
126,3,3e-08
127,2,2e-08
128,4,4e-08
129,5,5e-08
130,2,2e-08
131,1,1e-08
132,1,1e-08
133,1,1e-08
134,3,3e-08
135,3,3e-08
136,1,1e-08
137,0,0
138,0,0
139,0,0
140,1,1e-08
141,2,2e-08
142,0,0
143,1,1e-08
144,5,5e-08
145,4,4e-08
146,3,3e-08
147,1,1e-08
148,2,2e-08
149,1,1e-08
150,0,0
151,2,2e-08
152,1,1e-08
153,1,1e-08
154,1,1e-08
155,2,2e-08
156,1,1e-08
157,0,0
158,5,5e-08
159,1,1e-08
160,4,4e-08
161,0,0
162,2,2e-08
163,1,1e-08
164,1,1e-08
165,1,1e-08
166,0,0
167,1,1e-08
168,1,1e-08
169,0,0
170,6,6e-08
171,0,0
172,1,1e-08
173,2,2e-08
174,1,1e-08
175,0,0
176,2,2e-08
177,2,2e-08
178,1,1e-08
179,1,1e-08
180,0,0
181,0,0
182,2,2e-08
183,0,0
184,2,2e-08
185,1,1e-08
186,0,0
187,1,1e-08
188,2,2e-08
189,2,2e-08
190,0,0
191,2,2e-08
192,3,3e-08
193,2,2e-08
194,4,4e-08
195,5,5e-08
196,0,0
197,0,0
198,2,2e-08
199,1,1e-08
200,0,0
201,2,2e-08
202,0,0
203,5,5e-08
204,1,1e-08
205,1,1e-08
206,1,1e-08
207,2,2e-08
208,1,1e-08
209,1,1e-08
210,2,2e-08
211,4,4e-08
212,0,0
213,1,1e-08
214,2,2e-08
215,2,2e-08
216,1,1e-08
217,1,1e-08
218,1,1e-08
219,0,0
220,1,1e-08
221,0,0
222,2,2e-08
223,2,2e-08
224,1,1e-08
225,0,0
226,4,4e-08
227,2,2e-08
228,0,0
229,1,1e-08
230,0,0
231,1,1e-08
232,3,3e-08
233,0,0
234,0,0
235,1,1e-08
236,1,1e-08
237,2,2e-08
238,1,1e-08
239,2,2e-08
240,1,1e-08
241,1,1e-08
242,2,2e-08
243,2,2e-08
244,0,0
245,3,3e-08
246,2,2e-08
247,2,2e-08
248,3,3e-08
249,4,4e-08
250,0,0
251,5,5e-08
252,4,4e-08
253,1,1e-08
254,0,0
255,2,2e-08
256,3,3e-08
257,0,0
258,2,2e-08
259,2,2e-08
260,0,0
261,3,3e-08
262,3,3e-08
263,1,1e-08
264,1,1e-08
265,1,1e-08
266,3,3e-08
267,3,3e-08
268,1,1e-08
269,2,2e-08
270,1,1e-08
271,1,1e-08
272,2,2e-08
273,4,4e-08
274,1,1e-08
275,2,2e-08
276,2,2e-08
277,3,3e-08
278,2,2e-08
279,1,1e-08
280,1,1e-08
281,1,1e-08
282,1,1e-08
283,2,2e-08
284,2,2e-08
285,0,0
286,1,1e-08
287,1,1e-08
288,2,2e-08
289,1,1e-08
290,2,2e-08
291,2,2e-08
292,0,0
293,1,1e-08
294,1,1e-08
295,2,2e-08
296,1,1e-08
297,2,2e-08
298,1,1e-08
299,3,3e-08
300,2,2e-08
301,3,3e-08
302,0,0
303,3,3e-08
304,1,1e-08
305,2,2e-08
306,1,1e-08
307,1,1e-08
308,3,3e-08
309,2,2e-08
310,1,1e-08
311,1,1e-08
312,2,2e-08
313,1,1e-08
314,0,0
315,1,1e-08
316,2,2e-08
317,0,0
318,1,1e-08
319,1,1e-08
320,0,0
321,2,2e-08
322,0,0
323,4,4e-08
324,0,0
325,4,4e-08
326,0,0
327,0,0
328,2,2e-08
329,3,3e-08
330,1,1e-08
331,0,0
332,2,2e-08
333,1,1e-08
334,0,0
335,1,1e-08
336,0,0
337,2,2e-08
338,2,2e-08
339,3,3e-08
340,3,3e-08
341,0,0
342,1,1e-08
343,0,0
344,3,3e-08
345,2,2e-08
346,1,1e-08
347,1,1e-08
348,2,2e-08
349,1,1e-08
350,1,1e-08
351,3,3e-08
352,1,1e-08
353,2,2e-08
354,0,0
355,0,0
356,1,1e-08
357,0,0
358,1,1e-08
359,1,1e-08
360,1,1e-08
361,1,1e-08
362,4,4e-08
363,3,3e-08
364,0,0
365,1,1e-08
366,1,1e-08
367,0,0
368,1,1e-08
369,2,2e-08
370,3,3e-08
371,2,2e-08
372,2,2e-08
373,2,2e-08
374,1,1e-08
375,1,1e-08
376,0,0
377,1,1e-08
378,2,2e-08
379,1,1e-08
380,1,1e-08
381,0,0
382,0,0
383,3,3e-08
384,3,3e-08
385,1,1e-08
386,0,0
387,0,0
388,1,1e-08
389,2,2e-08
390,0,0
391,2,2e-08
392,1,1e-08
393,5,5e-08
394,2,2e-08
395,0,0
396,2,2e-08
397,2,2e-08
398,3,3e-08
399,0,0
400,2,2e-08
401,4,4e-08
402,0,0
403,0,0
404,2,2e-08
405,2,2e-08
406,2,2e-08
407,2,2e-08
408,1,1e-08
