metric,value
n_events,100000000
n_hits_in_crystal,16597
n_overflow,9158
r_disk_mm,600
z_disk_mm,300
disk_area_cm2,11309.73355
pdg_expected_per_s,188.8725503
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,17197.52267

bin_keV,counts,per_muon
0,5,5e-08
1,3,3e-08
2,8,8e-08
3,7,7e-08
4,9,9e-08
5,6,6e-08
6,5,5e-08
7,4,4e-08
8,3,3e-08
9,7,7e-08
10,13,1.3e-07
11,6,6e-08
12,1,1e-08
13,7,7e-08
14,8,8e-08
15,11,1.1e-07
16,6,6e-08
17,8,8e-08
18,9,9e-08
19,11,1.1e-07
20,3,3e-08
21,4,4e-08
22,2,2e-08
23,5,5e-08
24,8,8e-08
25,2,2e-08
26,6,6e-08
27,4,4e-08
28,4,4e-08
29,7,7e-08
30,5,5e-08
31,7,7e-08
32,5,5e-08
33,7,7e-08
34,1,1e-08
35,4,4e-08
36,6,6e-08
37,2,2e-08
38,3,3e-08
39,3,3e-08
40,1,1e-08
41,5,5e-08
42,1,1e-08
43,2,2e-08
44,7,7e-08
45,2,2e-08
46,5,5e-08
47,7,7e-08
48,5,5e-08
49,4,4e-08
50,4,4e-08
51,3,3e-08
52,5,5e-08
53,5,5e-08
54,6,6e-08
55,4,4e-08
56,6,6e-08
57,2,2e-08
58,2,2e-08
59,5,5e-08
60,3,3e-08
61,6,6e-08
62,3,3e-08
63,3,3e-08
64,2,2e-08
65,4,4e-08
66,7,7e-08
67,5,5e-08
68,4,4e-08
69,4,4e-08
70,7,7e-08
71,3,3e-08
72,3,3e-08
73,4,4e-08
74,5,5e-08
75,3,3e-08
76,4,4e-08
77,6,6e-08
78,2,2e-08
79,3,3e-08
80,6,6e-08
81,4,4e-08
82,6,6e-08
83,2,2e-08
84,7,7e-08
85,10,1e-07
86,4,4e-08
87,4,4e-08
88,3,3e-08
89,6,6e-08
90,6,6e-08
91,3,3e-08
92,7,7e-08
93,3,3e-08
94,4,4e-08
95,2,2e-08
96,7,7e-08
97,2,2e-08
98,4,4e-08
99,3,3e-08
100,5,5e-08
101,4,4e-08
102,4,4e-08
103,1,1e-08
104,3,3e-08
105,3,3e-08
106,2,2e-08
107,1,1e-08
108,8,8e-08
109,4,4e-08
110,5,5e-08
111,7,7e-08
112,3,3e-08
113,5,5e-08
114,3,3e-08
115,3,3e-08
116,2,2e-08
117,3,3e-08
118,4,4e-08
119,4,4e-08
120,2,2e-08
121,5,5e-08
122,1,1e-08
123,2,2e-08
124,0,0
125,5,5e-08
126,3,3e-08
127,7,7e-08
128,5,5e-08
129,5,5e-08
130,2,2e-08
131,3,3e-08
132,3,3e-08
133,4,4e-08
134,3,3e-08
135,3,3e-08
136,1,1e-08
137,2,2e-08
138,4,4e-08
139,2,2e-08
140,3,3e-08
141,3,3e-08
142,2,2e-08
143,6,6e-08
144,1,1e-08
145,6,6e-08
146,4,4e-08
147,3,3e-08
148,3,3e-08
149,2,2e-08
150,3,3e-08
151,3,3e-08
152,4,4e-08
153,5,5e-08
154,4,4e-08
155,3,3e-08
156,5,5e-08
157,3,3e-08
158,3,3e-08
159,4,4e-08
160,3,3e-08
161,0,0
162,3,3e-08
163,5,5e-08
164,1,1e-08
165,5,5e-08
166,7,7e-08
167,4,4e-08
168,2,2e-08
169,0,0
170,3,3e-08
171,5,5e-08
172,3,3e-08
173,3,3e-08
174,4,4e-08
175,4,4e-08
176,1,1e-08
177,8,8e-08
178,2,2e-08
179,3,3e-08
180,4,4e-08
181,1,1e-08
182,3,3e-08
183,3,3e-08
184,2,2e-08
185,3,3e-08
186,5,5e-08
187,3,3e-08
188,2,2e-08
189,3,3e-08
190,3,3e-08
191,4,4e-08
192,3,3e-08
193,6,6e-08
194,5,5e-08
195,3,3e-08
196,3,3e-08
197,2,2e-08
198,7,7e-08
199,1,1e-08
200,4,4e-08
201,2,2e-08
202,3,3e-08
203,3,3e-08
204,1,1e-08
205,2,2e-08
206,9,9e-08
207,1,1e-08
208,3,3e-08
209,1,1e-08
210,3,3e-08
211,4,4e-08
212,6,6e-08
213,0,0
214,3,3e-08
215,0,0
216,2,2e-08
217,5,5e-08
218,3,3e-08
219,3,3e-08
220,4,4e-08
221,1,1e-08
222,2,2e-08
223,5,5e-08
224,3,3e-08
225,4,4e-08
226,5,5e-08
227,4,4e-08
228,3,3e-08
229,2,2e-08
230,2,2e-08
231,3,3e-08
232,1,1e-08
233,3,3e-08
234,4,4e-08
235,4,4e-08
236,5,5e-08
237,4,4e-08
238,7,7e-08
239,5,5e-08
240,2,2e-08
241,1,1e-08
242,6,6e-08
243,1,1e-08
244,4,4e-08
245,6,6e-08
246,3,3e-08
247,3,3e-08
248,3,3e-08
249,3,3e-08
250,5,5e-08
251,4,4e-08
252,3,3e-08
253,5,5e-08
254,3,3e-08
255,3,3e-08
256,2,2e-08
257,4,4e-08
258,1,1e-08
259,2,2e-08
260,3,3e-08
261,5,5e-08
262,4,4e-08
263,3,3e-08
264,6,6e-08
265,2,2e-08
266,4,4e-08
267,2,2e-08
268,2,2e-08
269,6,6e-08
270,2,2e-08
271,7,7e-08
272,5,5e-08
273,2,2e-08
274,3,3e-08
275,1,1e-08
276,6,6e-08
277,4,4e-08
278,4,4e-08
279,2,2e-08
280,5,5e-08
281,4,4e-08
282,3,3e-08
283,2,2e-08
284,0,0
285,2,2e-08
286,5,5e-08
287,4,4e-08
288,1,1e-08
289,4,4e-08
290,5,5e-08
291,3,3e-08
292,2,2e-08
293,2,2e-08
294,3,3e-08
295,2,2e-08
296,6,6e-08
297,3,3e-08
298,2,2e-08
299,2,2e-08
300,3,3e-08
301,5,5e-08
302,3,3e-08
303,4,4e-08
304,1,1e-08
305,5,5e-08
306,3,3e-08
307,2,2e-08
308,0,0
309,5,5e-08
310,4,4e-08
311,3,3e-08
312,2,2e-08
313,4,4e-08
314,7,7e-08
315,2,2e-08
316,4,4e-08
317,1,1e-08
318,1,1e-08
319,5,5e-08
320,2,2e-08
321,6,6e-08
322,3,3e-08
323,2,2e-08
324,2,2e-08
325,3,3e-08
326,3,3e-08
327,5,5e-08
328,6,6e-08
329,3,3e-08
330,2,2e-08
331,2,2e-08
332,1,1e-08
333,0,0
334,2,2e-08
335,2,2e-08
336,3,3e-08
337,1,1e-08
338,1,1e-08
339,5,5e-08
340,4,4e-08
341,2,2e-08
342,2,2e-08
343,5,5e-08
344,2,2e-08
345,5,5e-08
346,2,2e-08
347,4,4e-08
348,5,5e-08
349,4,4e-08
350,4,4e-08
351,1,1e-08
352,4,4e-08
353,5,5e-08
354,3,3e-08
355,3,3e-08
356,1,1e-08
357,4,4e-08
358,6,6e-08
359,2,2e-08
360,3,3e-08
361,3,3e-08
362,4,4e-08
363,1,1e-08
364,4,4e-08
365,2,2e-08
366,1,1e-08
367,5,5e-08
368,7,7e-08
369,1,1e-08
370,3,3e-08
371,1,1e-08
372,6,6e-08
373,2,2e-08
374,2,2e-08
375,3,3e-08
376,3,3e-08
377,4,4e-08
378,0,0
379,4,4e-08
380,0,0
381,3,3e-08
382,1,1e-08
383,0,0
384,3,3e-08
385,3,3e-08
386,1,1e-08
387,4,4e-08
388,2,2e-08
389,3,3e-08
390,3,3e-08
