metric,value
n_events,100000000
n_hits_in_crystal,7926
n_overflow,4287
r_disk_mm,900
z_disk_mm,300
disk_area_cm2,25446.90049
pdg_expected_per_s,424.9632383
e_lo_gev,0.3
e_hi_gev,100
max_edep_keV,16519.43354

bin_keV,counts,per_muon
0,2,2e-08
1,2,2e-08
2,5,5e-08
3,2,2e-08
4,3,3e-08
5,3,3e-08
6,4,4e-08
7,2,2e-08
8,2,2e-08
9,1,1e-08
10,2,2e-08
11,3,3e-08
12,1,1e-08
13,4,4e-08
14,3,3e-08
15,2,2e-08
16,1,1e-08
17,2,2e-08
18,3,3e-08
19,0,0
20,2,2e-08
21,2,2e-08
22,2,2e-08
23,5,5e-08
24,3,3e-08
25,1,1e-08
26,6,6e-08
27,0,0
28,3,3e-08
29,2,2e-08
30,1,1e-08
31,2,2e-08
32,7,7e-08
33,2,2e-08
34,0,0
35,1,1e-08
36,6,6e-08
37,3,3e-08
38,3,3e-08
39,2,2e-08
40,7,7e-08
41,3,3e-08
42,2,2e-08
43,1,1e-08
44,0,0
45,5,5e-08
46,1,1e-08
47,2,2e-08
48,2,2e-08
49,1,1e-08
50,2,2e-08
51,2,2e-08
52,4,4e-08
53,1,1e-08
54,1,1e-08
55,4,4e-08
56,3,3e-08
57,1,1e-08
58,3,3e-08
59,2,2e-08
60,0,0
61,3,3e-08
62,2,2e-08
63,1,1e-08
64,1,1e-08
65,2,2e-08
66,1,1e-08
67,2,2e-08
68,2,2e-08
69,2,2e-08
70,0,0
71,3,3e-08
72,3,3e-08
73,2,2e-08
74,2,2e-08
75,1,1e-08
76,2,2e-08
77,3,3e-08
78,1,1e-08
79,0,0
80,2,2e-08
81,1,1e-08
82,1,1e-08
83,4,4e-08
84,2,2e-08
85,1,1e-08
86,1,1e-08
87,2,2e-08
88,2,2e-08
89,2,2e-08
90,3,3e-08
91,3,3e-08
92,4,4e-08
93,1,1e-08
94,3,3e-08
95,2,2e-08
96,2,2e-08
97,4,4e-08
98,6,6e-08
99,1,1e-08
100,0,0
101,3,3e-08
102,2,2e-08
103,0,0
104,6,6e-08
105,2,2e-08
106,4,4e-08
107,3,3e-08
108,2,2e-08
109,0,0
110,0,0
111,1,1e-08
112,1,1e-08
113,3,3e-08
114,2,2e-08
115,2,2e-08
116,2,2e-08
117,2,2e-08
118,4,4e-08
119,2,2e-08
120,3,3e-08
121,1,1e-08
122,1,1e-08
123,1,1e-08
124,0,0
125,2,2e-08
126,1,1e-08
127,2,2e-08
128,3,3e-08
129,1,1e-08
130,1,1e-08
131,4,4e-08
132,1,1e-08
133,1,1e-08
134,2,2e-08
135,2,2e-08
136,1,1e-08
137,2,2e-08
138,1,1e-08
139,1,1e-08
140,2,2e-08
141,3,3e-08
142,2,2e-08
143,4,4e-08
144,1,1e-08
145,1,1e-08
146,1,1e-08
147,1,1e-08
148,3,3e-08
149,3,3e-08
150,0,0
151,2,2e-08
152,2,2e-08
153,1,1e-08
154,1,1e-08
155,3,3e-08
156,2,2e-08
157,3,3e-08
158,2,2e-08
159,2,2e-08
160,1,1e-08
161,1,1e-08
162,0,0
163,2,2e-08
164,2,2e-08
165,2,2e-08
166,0,0
167,2,2e-08
168,1,1e-08
169,6,6e-08
170,2,2e-08
171,4,4e-08
172,0,0
